درست نیست که اسب چنین پهلوان نامدار که ذاتاً حیوانی اصیل است نام مشهوری نداشته باشد.	it was not right that a horse belonging to a knight so famous, and one with such merits of his own, should be without some distinctive name
بعلاوه او همیشه در مقابل نظر مقامات عالی بود.	very agreeable and well en evidence.
که پس ره جوانی خوش قد و بالا آمد	graceful, and half naked young man appeared
اگر من دختر بدون جهیزی را را دوست داشته باشم باز شما میل دارید	he asked his mother, not realizing the cruelty of his question
ولی بعد که جوابش را نوشته بود گذاشته بود کنار.	but having answered the letter, had put it away.
زیرا لازم است یک تن برای همه فداکاری کند.	because some one must go for all.
به تدریج در میان دوستان و خویشاوندان پاولیچف این فکر را بو جود آورد که شما اساسا پسر او هستید	his relations and servants grew to believe that you were his son
حالا تابلو مثل کلاه بوقی رنگ و رو رفته ای به پهلو آنجا افتاده بود.	where it lay on its side like a pallid duncecap.
اطلاعاتی در مورد این که چه حیواناتی در چه موقعی به چه محلی رفته بودند.	telling me which animals had traveled where and how long ago.
مدتی است که او را ندیده و اشتیاق تمام به ملاقاتش دارم.	, and pine if I do not often see her
ولی هرچه فکر کرد چنین پهلوانی را به یاد نیاورد.	but no instance occurred to his memory.
یک راست پیش فرمانده هنگ رفتید و در حضور افسران دیگر هم نتوانستید زبان خود را نگه دارید.	but no, you go and blurt it all straight out before the officers.
اینجاست که برای این کودکان بم نزله همه کره زمین است.	this constitutes all the earth to those children.
ترفندهایی مشابه سنت دیرین دفع عقاب به پاشیدن نمک بر دم آن.	for accomplishing many similar objects akin in their nature to the abolition of eagles by sprinkling salt on the tails of the race.
آن قدر عصبانی است که چیزی نمانده منفجر شود.	so unbearably angry that something was bound to explode inside her very soon.
زمانی که اگر یک پر در ترازو بیافتند تعادل را برهم خواهد زد.	when if a feather alight in the scale it will be weighed down.
زنی درست و حسابی که مایل بود خودش پا پیش بگذارد و منتظر نماند تا او آغاز کند.	who liked to take the initiative.
خیلی چیزها هست که باید قبلش یاد بگیرم تا آماده شوم. پس برای من یکی زمان کوتاهی بیش نخواهد بود .	I've got so much to learn before I shall be ready, it seems a short time to me,
