source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	fourteen hours ago, he warned me.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	Then he threw down the stake and kicked it.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I'm not willing to end it.
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	He tried to knock the old lady out of the room.
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	He put the paper on the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	This good girl may have everything but talent.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I stopped him from trembling.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	lacking him, there actually was a soullacking.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	she was as if deprived of the power to think of something more or less.
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	I know I'm gonna burst it open.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	with the pulpit full of nostalgic waste that life has accumulated in its spirit
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I made haste to the point where I left off.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	beyond all doubt, the precious pearl must be well,
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	But I was very unhappy.
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I've got a lot of other people to try for.
