source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I've been up there for fourteen hours.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	You didn't pay attention to her, and you didn't pay attention to her.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I didn't want the story over in that way.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	was that he could not get her out of the stubble
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	The diary was put on the table.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	Maybe he'll take the watch back in his hand.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	He was stopped from his shelter and threatened to be stopped.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	It was really interesting to him.
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I knew I was going away.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet, what evidence and evidence pointed to.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I thought all this very pretty and engaging
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	with the doubts that he was a precious metal
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	but I was very moved by it and very moved.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I love life so much, I'm miserable.
ئەمانێ ڤە حاڵێکەێرە گ لەمەسوڕکییان بی، دەس و پاوانە مییا، ڤە ئەژ لاوەلا چوروو و بتە مەهەتنەو نووا. ڤە ئاخرەێر کول ڤە یەکا گولەوان تەقان و حوزوور وژان ئاشکراوا کرد. ڤە دوما ئە گولەتەقاننەلە فرەهان ئەژ سەربازەل ئێ سەر زێن ئەسپلەوان کەتنە هوار.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but in a situation of malice, at first, to the pawnbroker's shop,' and in that case, at last, to the pawnbroker's shop,' and at last, to the pawnbroker's shop,' said the first.
جوور ژیمناسیککارێ گ هووکارە ئێ کارەسە	like a man accustomed to that kind of gymnastic exercise	It's like he's doing this kind of thing.
گووشە میاێ ئەر دەنگ شوونە پا زەمان	listening to the echoing footsteps of years.	I heard a noise on the staircase
م فەقەت مەێ ئێ ژەنە بۊنم	I must see the lady.	I'm the only one who needs to be remembered.
ئەێ تونێرە ئاێم دەردبهوەرێکە	he struck you as being pretty handy.	It's a straightforward bridge.
ئەمانێ سووسک ئەێ دەڕەس ئەو دۊر بی	but it was safe out of his reach.	was lying a mile and a half away
گشت ئاوەخت و ئارزووەلم دریاوە ڤارا	I have lost all my illusions.	I spent all my time and money on the sea.
ساێلەوان یا مردۊن یا هەیواوین	all of them silent now, their owners dead or fled.	They're going to be dead or alive.
ڤە زۊیی ئێ توڕەکونا گوجەرە، ڤە شێڤە ڕێ ئەڕا ڕەدبین گورج بییەور	it soon stood wide open also.	with the terrible excitement of the evening, was providentially in the direction of the wolf's displeasure.
ڤە یەێ قەتئییەت ناهەڵمانە و دڵسەرداکەرێ فەمیم گ یە دوماێن ساڵ منە	I knew with sudden, chilling certainty that this was my last year.	I never forgot to say any thing about it, and I was only a two year old.
سە دەم وژمە بەسریا هیشت	I kept my mouth shut.	I've got my mouth shut.
ئیمە جارێ هایمن ئەر ئە جاێ گ هووسیاویمن	we're still where we were.	We're back where we were.
دەرجا زانستم گ ئێ کلیلە هن کوو بی	I knew immediately what this key was to	I knew the key was still open.
سە تو مەتۏنین سەر ڕێ وژت بگرین و من ڤە تەنیا بیلین	so you can get the hell away from here and leave me alone.	So you can take your way and me alone.
ئەمانێ کەسێ زەڵە دخاڵەت ڤە کارەێرە نیاشتێ	but nobody dared to interfere.	But no one interfered in it.
یا یە گ ناخودا سەرە مەشکنتێ	or knocked on the head	Or you're in the rain.
ئەو تا نزیکەل ئێوارە ئەر ورە مەن	there he remained till nearly nightfall	He stayed there until near the evening.
گ ساخمان ئەسڵییە ئەوە، یەێ ڕووژێ لانەهۊ کوچکێنێ بی	as though it had once been a large stone pigpen	It was the first time that it was a small day.
یە کار سەخت و پڕ ژانێ بی	that was painful and difficult for him.	It was a busy end.
داخم ئەڕا یە ئەێ توو جاکەت ئاوردینمەێرە	I'm sorry I've dragged you out of bed.	I'm sorry I tricked you.
گ ڤەخت ڕەسییەسێ تو کنارەگیری بکەین	it's time for you to step aside.	that it's time for you to quit.
ڤە هۊچ شێوەێ ئمکانم ئەڕان نیاشتێ	as I could not possibly have done	I could not stand it in any way.
شەک نەێرم بیتێیە بائس ئە مردن ژەڵاوێنە	I have no doubt that it led to his tragic end.	I could not stand it any longer.
هەنێگ ڤە خێاڵ یە گ دوز هەتێیە و سێخ شوومینە بردێیەسێ	when he got the poker in case of burglars	when he came down with a loud voice that brought him all that torment and pleasure.
ڤە ئەسپ کرند یانێ خزمەتکار هامکار من دەستوور داێ	ordered the sorrel nag, my fellow servant	He ordered me to go to his lodge.
ئەڵڤەتە تەنیا یەێ سڵامەلەیک ڕەسمی	that they had never gone further than formal greetings	Of course, only an official greeting.
گستێ بچوو ئەو نام دیتێ دەرە ئەێ ناما بەسیایە	but the bolts were in place.	he left the room and entered the room.
م خوەشاڵم گ ئەو ڤە مەوقە هەتێیەسا	I'm glad she got back in time.	I am glad she has come to pass.
ئەمانێ ڤە گومانم گونا ئێ هەمکە بەدبەختییە ها مل منەێرە	but I take all the blame upon myself	but I doubt it is very unfortunate that he ought to be miserable.
دەرجا چەم ئەژ ئەو هێز داێ	looked quickly away.	I took my eyes out of him.
جەنگەڵ ئیسکەتە ئەژ ڕەنگ سێ بییەسە ڕەنگ بۊلی	the forest was gray now instead of black.	the skin of which now stood in threeply pointed white
ئێ کارە ئیمە ڤادارە تەمەڵییە مەکێیا	which disposed us to sloth	which he did not do as a rule.
گ ئێ ڤاڵە، تا ئێ ئەندازە کردۊتێیە ماێە ترس و ناسا تەبیعی	that so much invested the whale with natural terror	but as far as he had done, he was frightened and delirious from the fear of nature.
ئەڕا یە گ دی دتەکە نەونێ، شوونە تەسمیم گرتێ ئەژ ڤەتەن بچووئەڕیا	in order to escape from her, he determined to quit the country	Because he didn't see the girl anymore, he decided to go to the bathroom.
هۊچ ئەژ دووخ وژ ناڕازی نەوی	her mind had no distaste for her own set	He was not even out of his own house.
تەعەهود وژ ئەێ ڤیرا بردێ	the obligation faded.	He took his breath away.
