source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	I've been doing this all four hours.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	the whole congregation was covered by short hair
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I don't want you to go through this.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	trying to understand the old lady's voice
روزنومه ره میز کنار جا بیته.	he picked up the paper.	I was sitting at the table for the day.
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	but that sweet fog should come out of his wits.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	gave orders to me with one impulse.
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	the reality of things being really closed
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	he asked, his voice rough with fear.
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	I walked slowly.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet he had every witness what he had seen, and he was condemned.
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	I turned around in my head and read a poem.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	in the sense that the model is really a place of terror and fear.
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	but I'm very sorry about it.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I love the sight of you. I'm sorry, anyway.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but as soon as his hands and feet were cut off from his waist, toward the front, they came to the point with a cannon ball and a few other guns.
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	the earthly man who did so.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	He looked at my feet.
من فقط ونه این زنا ره بوینم	I must see the lady.	I'll just see her.
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	you think you're a people agitated, too.
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	But he wasn't very good at normal shooting.
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	My hopes and aspirations have run out to the wind.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	the owner had died or had been deceived.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	Soon, this little girl was ready for a run.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I didn't even know I was last year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	I loved them.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	But we're actually where we're going.
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I knew where he was.
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	Then you forgot to speak to me.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	but no one dared to get involved.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	Or there's a body lying on the edge of it.
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	I'm afraid the detection power is always equal to an indefinite amount of cash.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	which was the only one of its proper buildings built
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	It was a painful, painful thing to do.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry I tricked you.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	that's when you went to the shelf.
هچ را مه واسسه امکان ناشته	as I could not possibly have done	I was not at liberty.
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	I'm sure that's what brought him to death.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	He thought he was a thief, and he was a thief.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	The six horses were at my service and took me to the train.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	Of course, only an official greeting.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	He left the room and entered the room.
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I'm glad he's got the trains running on time and all his ducks in a row.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	but I think it's my fault, anyway.
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	She quickly put her eyes on her face.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	I was a little gray in color.
این کار اما ره تنبل و سس کنده	which disposed us to sloth	but it's useless to continue.
که این وال ره جوری هکرده که اینتی ترس ایجاد هکنه	that so much invested the whale with natural terror	but that frightens the bejesus out of them
از اینکه اون چپون کیجا ره نوینه دیگه تصمیم بیته که شه مله ره سر اله	in order to escape from her, he determined to quit the country	He decided to leave the room and go to the bathroom.
هچ شه جا راضی نییه	her mind had no distaste for her own set	He's not happy with this place.
کلاید شه تعهد ره از یاد بورده	the obligation faded.	he had forgotten his duty
بوا هم امون ندا و زمین و زمان ره دپیته	I never see the wind blow so.	there was no time or money left for him.
ولی شازاده وره پیش دکته	but the old prince interrupted him.	But the princess stopped him.
ناگمونی تند شلاب جا رته رم بییه	turned into a rout because of a devastating downpour.	I don't know if I've made a mistake in this regard.
اونجه ره برای اینکه بعدا امه همکلاس و درس بووه رج هکردمه	arranged it for the future schoolroom.	where I left him to join my class and as a lesson.
من کشیش هسسمه و ونه از هر فکر بدی شه جا دور باشم	I am a priest and therefore I ought to be above suspicion	I'm the priest's son, and I'm afraid I don't see any point in troubling him.
هنو با هری شیش گوم فاصله داشته	still lying on the staircase six steps below him.	I've found that it's within a few feet of where I'm going.
شه دقیقه تموم اسب حرکت ره اشا	watched the horse's action for the space of three minutes	He's done all his own movements at the moment.
ولی فکر هکردمه که غم و غرصه چیزی هسسه که بهرحال آدم ره دس دنه	but I thought grief was something you felt anyway.	but I thought it was really a strange circumstance to make one unhappy anyway.
از پله بالا بورده تا راهروی دله برسییه به ات تا در	went up the staircase to a door in a corridor.	He went up the stairs to the front door.
هرچن این زمت مزی که خرند باشه نداشته	though with but small success for their pains.	Although he hadn't been at the breakfast table.
همینتای سسه ات تا وکیل ره واسطه بیته که کار ونه جدایی از وه ره درس هکنه	but sent an intermediary to arrange the terms of the separation	so he could be a barber to keep his affairs so strictly divided
چون پیشترا این همه نیاز ناشتمه تِن بائم	for I have never had such need of haste before.	I've never wanted you for nothing before.
از دستوری که ونه مردی وره هدا	at the orders her husband left her	of the conduct she had enjoyed since her husband had bestowed her on her
با کنجکاوی و دقت اون زمین که دکتمه ره شه دور ور ره اشامه	look around me with some interest on the strange land that I was in.	I was curious about the way I looked around.
پشت جا سنگ خره سر لم هدا	lay down on his back on the heap of stones.	He leaned his back against the wall and leaned against the wall.
قرار نییه ایی وره از نو بوینم	I was never supposed to see him again!	I'm not going to see him here.
انگار ناچار بینه که بلن و شه حرف ره بزنه	as if they were forced to let him say it.	as if they were bound to talk.
همنتای سسه شمه سره ور بتجسسمه	that is why I hastened to you.	I've been counting you for this.
نخوامبه دیگه این موضوع خوری گپ بزنم	I don't wanta talk about it no more,	I don't want to talk about it any more.
همینتای واسسه هسسه که سطح کشاورزی فرو بورده	that's how it is the whole level of husbandry has fallen.	That's why agricultural levels have fallen.
ونه ته ره هشدار هدم این اتاق جا هم گت تره	I should warn youit's bigger than this room.	I warned him that this room was too big.
شه واسسه و شه وچون واسسه ات تا دوکتور استخدام هکرد بییه	for herself and the children she employed a physician.	He was still asleep and he was still asleep.
تا اونجه که تونسسه مفق بییه گت گتون میز ره اماده هکنه	she did everything possible to keep the places at the table of honor in order	to place the buckwheat porch on the table as firmly as it was.
این نحسه مار ره دیین تلافی ره هکنه	a recompense to you for his mother!	It's like he's trying to fuck up your feelings.
همینتای سسه شوسری بورده اونجه	he went down that night.	That's why he went there at night.
شه اسب ره مهمیز بزو و دیما روخنه بورده	spurred his horse and galloped into the river.	And he stood in the midst of his saddle, and took hold of the saddle.
منم شه جا زمزمه کردمه	I still humming my little tune.	I'm going round
چن تا تیکه یخ ره دسمال دله دکردا ونه سر بشندییه	ice cubes on her head	A few pieces of ice cream and water sat on his head.
کشید و از اون شه ریکای عکس ره بیرون بیرادن واسسه به کار بورده	she used it to push out her son's photograph.	He took the photograph from his face and looked at it.
تو شه پیش خیال هکرد بی که ات تا کچکی جنگ مه جا هکنی	you reckoned on a bickering!	you did think you would like to have a little battle with me.
دلسوزی په کره هم بییه مه ره اتاق دننه	I should be given a small room as a favor	I am quite at home in her room.
بیتتر از اسلحه و گلیله سراغ دارمه	than either a bullet or a knife.	I've got better gun and a better pistol.
هر کی ات دور شوهرت مزه ره بچشه	once you've had that first taste	when she went to the table with her husband
هارشینه تونده ات د سات اون حال هوا باخسه	or trying to snatch an hour or so of sleep	They've been here for an hour or two.
انگار هچیی پیش نییمو	just as if nothing had happened.	as if we were not ahead of him
با این کار اتکه ونه تنِ پوس و لواس بوسندی بییه	tearing both skin and clothes to some extent in the effort.	He was wearing loose, baggy clothes and a bag full of rusty old face.
من سرنوشت این بییه که درس روز جان بکندما زجر بکشم	I shall have to toil and moil all my days	I have the pleasure of learning the language of those days.
ات دسته آدمه که دیین ره تازه شرو هکرده و النده که ازرائیل ونه جان ره بیره تا د مرتبه بیعاری هکنه	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	a man who had just been swindled, and who had been swindled by the serpent.
ایی خواسسه دیگرون دم ره بیره تا کیک ره نخرن	as earnestly tried to prevent any body's eating it.	He asked the others not to eat his cock.
تا اون گدر که وشون چش اسپی دیار نییه من مشکلی نارمه	I'm not really in trouble until I see the whites of their eyes.	I won't be able to get rid of them until I see the birds.
من انتظار ناشنه که شه باشم	I hadn't expected to be myself.	I did not expect to be home.
چونکه ویشتر از هش سال ناشته	for, although she was only eight years old	for he was no more than sixty-six years old
اول باشن چون که چپر فقط ات نفر سسه را داشته	both of them could not be first, for the ladder would but admit one man at a time.	the first being that he was only alive
اونجه جز هسسکا هچچی دنی بییه	naught was there but bones.	there was nothing but tears.
من میز دورور ره ات تا بشامه	I look helplessly around the table.	I took a trembling peep.
حتی اون زمانی که ونه دره حبس بیی بییه	not even the length of time he had been imprisoned	Even when he was locked up in front of his door.
وره سره ی ور بکشییه	dragged him to the house.	Turn it on him.
شما اولی آدم هسسنی که اینتای جا باخور بوین	you'll be the first to know.	You're the first to have seen this place.
شما ره بتتمه که من دیگه کشیش نیمه	I told you I ain't no preacher	I told you I wasn't a priest anymore.
ظاهرا مه میونی انگوس دون بلنتر بییه	seemed to be somewhat longer than my middle finger.	but my appearance was much nicer than that.
چونکه من شه خدای موتاجمه که مه ره ببخشه	because he hopes to be forgiven	Because I prayed to God to bless me.
شه سر ره بوور نکردما تکون بدامه	I shook my head in disbelief.	I didn't look where I was.
یان چی باعث ننه همه چی ره یاد بکنما ته ره ببخشم	I still think you were hateful that night and I never expect to forgive you.	That's why I don't want to forget about you.
ونه دل جدول حل هکردن واسسه تنگ بییه	he missed doing the crossword.	It was hard to find a table.
همونجه وره چال کنده تا سرصدا باخسه	they'll bury him right there.	where he drove on to the garden.
ولی شکر ره یاد بکرد بییه	but he had forgotten the sugar.	but had forgotten the virtue
اتی فکر دله غرق بیی بیه	was deep in thoughts of something else	he was sinking deeply into her depths.
کلا ره شه سر بشتا هنیشته	put on the hat and sat down.	he sat there on his head.
وه اکسیژن نیاز داشته	he needed oxygen	He needed to be studied.
اونم نا خرج بخد و بی دون هچچی	not by spending as he pleases	He didn't pay attention to her, and there was nothing left.
پارسال اندرا که شه کلا ره شه سر بئشته	when he'd placed the hat on his head a year before	when he took his hat by the hair
شاید اروسسی به همین زودی پیش بییه	may even be about to marry her before he leaves here?	I'm saying I'm getting cold on the way here.
دیگه هیشکی نتونده ونه دم ره بیره	nobody seems to be able to stop her	he could hardly stand it any longer.
که تموم ات تا تصنیف اهمیت فقط ونه کلومات دله دره	that the whole meaning of a song lies in the words	that the whole thing that was important was merely the passage of time.
ولوله همتی ادامه داشته	almost crumpling beneath the weight of a disapproval she had never known before.	but it did just that.
من هیچوخ شه زندگی دله اتنده خشال نیمه	I've never been so happy in all my life	I've never been happier in my life.
فکر نکن که بونه تیناری وشون برابر اس هکردن	don't you go fighting them alone.	He doesn't think it's worth the trouble to give the place a hunt.
ونه خش تراش بال برهنه بییه	her beautifully moulded arms bare	her happy father had taken her into her arms
اگه درو بهوت باشی ات تا خاره سِما دارنی	if you are telling me a lie, I'll lead you a pretty dance.	If you're a lie, you can get a lot of money.
ونه آخر هم به ظلِمات برسییه	his end was night.	And he came to the end of the mud with a blast of jagged fragments.
نزیک بییه ونه قلب اس هکننه	making her heart jump.	inclining her heart so closely
دیگه به همچی آدمی اعتماد نکنه	he would never trust a man like that again.	you do not believe in any other man.
که رختخواب واری پر برگه بهی بییه	which was, like all the rest, covered with papers.	The bed was full of paper.
انگاری آدم لینگ چمر انه	I think I hear some one coming.	as if one had been swindled
اینتا اتفاق ره سرگرمی ماقون بشانه	they took it as a joke.	I was so anxious to hear this.
پنج سال پیرت را زاون هسسمه که شه خد ره درو بووم و ونه نوم ره بلم شرافت	I'm five years too old to lie to myself and call it honor.	I've been honoring you for five years on this beach.
اته مبلغ نزیک دویس هزار دلار مه پلی جم بیی	I must be holding two hundred thousand dollars in bets.	for a sum of twenty thousand was fixed on my side.
خله ویشتر از اتتا خاخر واقعی مه واسسه عزیزه	dearer to me than any blood sister could ever be.	dearer to me than any blood sister could ever be.
ونه سینی کوش دوجی و اون ناتمومه کار همتی شه جا دی بییه	his tray of shoemaking tools, and his old unfinished work, were all as usual.	his control came back, and he couldn't work.
من دز نیمه ولی دز ره کشمبه	I am not a thief, but I'll murder my thief.	I'm not a thief, but I'm a thief.
شه گلی ره آروم آروم بلن هکرده	he addressed to him in a gentle voice	He put his fucking hand up.
حتمن ات جا ره اشتبا هکردمه	I must have done something wrong.	I'm sure I made a mistake there.
انده هسری از روی شادی و مهروونی بشندیه	shedding such tears of heartfelt joy	He was a cheerful person, happy and happy.
بعدش شاید ونه گیرایی ویشت رهم بووه	then the attraction may be the greater.	Then perhaps we will catch him more?
هچی اشتبا هم ونه دله دنی باشه	without any mistakes in it!	there was nothing left in his air
اول گمون هکردمه اینتا سیو مجسمه واقعی وچه هسسه و همون جور وره داشتنه	at first I al most thought that this black manikin was a real baby preserved in some similar manner.	I thought it was really a statue, or something like that.
