source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I've been waiting for fourteen hours.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	The steel rope was anchored because of the tightening of the rope.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I didn't expect the story to end.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	I tried to understand the idea of the old woman.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	I ordinarily took her to the front of the dungeon to the empty table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I am perhaps going to be an eye witness to it all the time.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I was almost devastated.
کلاید راس راسَکی اسیر با	so truly was he captivated.	the bunny costume
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	Her voice was filled with stress and fear.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I'll know about it.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but still they had no record of it.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I remembered once, it's May's turn.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I don't think that medal is worth the trouble.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	but I was very frightened of them.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm very glad I did not marry her. I'm sorry, anyway.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But they got rid of the heavy streets, and the heavy streets, and the heavy streets, and the heavy streets, and the heavy streets, and the heavy streets, and the heavy streets, and the heavy streets, like the heavy streets, toward the center of the city.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	he was travelling into the remoteness of pure pity and loyalty towards her.
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	He started looking at her.
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	I'll just see for myself.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	Do you think that's a very good person?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	but the cotton was about the shed barn.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	I hope everyone was gone.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	for they were ready to go, or to die.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	Soon the coat of mailmen began to force itself to the ground.
