source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been with him for fourteen hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	He left the room and came to the four room.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't need to be surrounded by it.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	they would not be able to spare a gun to hit him with.
کاغەزەگە گردەو کرد.	he picked up the paper.	folded the paper
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	She used to teach herself to read to it all the time.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I don't swear.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	He was really starting to understand the nature of women.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	He asked in a tough voice.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my arrows from my knees.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	while the dimming piles of men besieged her, from that moment on, to signal her that she had done so.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I had to rush into my head and say hello.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	thinking it was a straightforward bridge.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I'm very sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I loved my life so much, it's a shame.
