source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been at him for four hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	the night and the drawing room
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't need to wait anymore.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	that you may lay to it as a pledge.
کاغەزەگە گردەو کرد.	he picked up the paper.	folded the paper
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	to be reconciled and educated forever.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I don't swear by the religion of the sects to which I have been ordained.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	He was really starting to understand the nature of the sea.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	He asked in a mixed tone.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my lip from my knees.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	and, notwithstanding, all the circumstance which had taken place around him, seemed to imply that he had done
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I thought about it, and I turned it on.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	thinking it was the wrong of him to fall in love with her.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I'm very sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I love you like I love my life and my life.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but by a sudden repetition of the hour of appointment for the following night, and by a repetition of the hour of appointment for the following night
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	how a man upon whom heaven had bestowed such torments and such raptures
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	It combines and adapts the annual and daily movements of the Sun and Earth with the accidental wind currents.
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I merely saw this lady
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	to whom I shall make such excuses that she will be led to approve of my delay
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	but he was away at hand.
گشت خەیاڵەیلم لە دەس دامە.	I have lost all my illusions.	I've lost all my imaginations.
ئیسە گشتیان بێ دەنگ، خاوەنەگانیان یا مردێ یا دەرچێ.	all of them silent now, their owners dead or fled.	now, they were all dead, their heads bowed or they left.
وە زۊییش تمام واز بۊ.	it soon stood wide open also.	He was completely out of his mind.
وە دڵنیاییێگ لەناکاو و ساردکەرەوە زانسم کە یە دۊا ساڵ منە.	I knew with sudden, chilling certainty that this was my last year.	I made sure by the sudden and deliberate confirmation that it was two years old.
دەمم بەسۊم.	I kept my mouth shut.	I shut my mouth
ئیمە هێمان هایمنە ئەو جیە گ بۊمن.	we're still where we were.	we are still at the same spot
زۊ ڕەسیمەو ئێ کلیلە ئەڕا چەس.	I knew immediately what this key was to	I've got the key to her.
سە تۊەنی لێرە دۊرەو بکەفی و تەنیام بیلی.	so you can get the hell away from here and leave me alone.	so you can get away from here and be alone.
ئەمانێگ کەس نەوێریا دەسوەردان بکەێ.	but nobody dared to interfere.	But don't tell anyone about it.
یا دیا لە سەرێ.	or knocked on the head	Or die on his head.
لەورە تا نزیکەیل شەو مەن.	there he remained till nearly nightfall	I was there for about six weeks.
چمانێ سەردەمانێگ یەێ وراز گەورای کوچگین بۊە.	as though it had once been a large stone pigpen	it was like a change below the surface of water which remains smooth.
ئەوە ئڕا ئەو وەژان و قورس بۊ.	that was painful and difficult for him.	It was hard for him.
بووەخشی لە تەخت خەو کیشامەدەو دەیشت.	I'm sorry I've dragged you out of bed.	I slept and walked on the bed.
کات ئەوە هاتێیە بەیدەو لا.	it's time for you to step aside.	when she first showed it me
هە ئەو جوورە گ نەتۊەنسم ئەنجام بەم.	as I could not possibly have done	as I could not do it.
گومان نێرم گ ڕەسیە ئاخر تراژیک ئەو.	I have no doubt that it led to his tragic end.	I am sure that it was his turn.
کاتێ گ سیخەگە لە ئان هاتن دزەیل ئەڵگرت	when he got the poker in case of burglars	when the office was taken care of thieves and misguided ones
فەرمان ئەسبەیل سوور دا، خزمەتکارەگەم.	ordered the sorrel nag, my fellow servant	I ordered red faces, my servant.
