source	reference	translation
چهار سات مؽن ای وضع وه چول کردوم	I was four hours under these circumstances	I've been in this situation for four hours.
وا جوڤه و پاکش چارهونیی.	in plaid frock and trousers.	with the pulse of the pulse.
مو نؽلوم ئیچنو تمۊم وابۊ	I won't let it end like this.	I don't want to lie
پلرد که نیت دالۊ نه هالیس وابۊ	trying to grasp the old lady's meaning	the pallor and anguish expressed on his countenance
رۊزنامه نه تی میز ڤورگرهد	he picked up the paper.	He put the paper on the table.
گاشت ئی دوهدر نازلۊ سی همیشه ز دست روه.	she might be required to sink herself forever.	perhaps, these two downroads will not be able to get rid of you.
وا دشمۊن نهیڤوم دا	he ordered me in with an oath	I fought him with a heavy baton.
وه راستی کلاید وه دیل وابیڌه بی	so truly was he captivated.	he was truly beginning to know women.
هو پورسی: دنگس وه زهله و تلواسه هوشک و گرهڌه بیڌ	she asked, her voice rough with stress and fear.	he was sober and full of vivacious conversation as we went along.
آرۊم و زۊر زۊنی ڤورایستام	I raised myself gently upon my knees	I rose and rose.
وا اؽ حال چینو دیاره که همه چی و هر چی که نهنگس بؽ اوسو، نشوݩ إده که هو اؽ کارونه کرده.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet, everything and everything he had to do was to show that he had done it.
توندی اؽ فرگانه منه سروم‌ در داڌوم و بیت راست کردوم.	I immediately turned this thought over in my head, creating lyrics.	I struck through the woods and made a fine fuss.
وا ئی گمۊن که مدال ز طلای بی غش بۊ	thinking that it was a medal of solid gold	with the thought of some discovery which would subject her to ill usage and violence
ولی غلۊه سیسۊݩ حس لۊل کردوم	but I felt so sorry for them	but I felt it over again.
بڌبختی یو نه که مو زنده‌یی نه غلۊه دۊست داروم	I've loved life too much, shamefully much.	I have the misfortune, to have been deceived in my married life,
ولؽ رؽ دستا و زۊنؽ سئرن منجا پرزینا و تئنا وا تؽر زیڌن که خیلی ز زؽنا نه پتی إکونه بؽڌن خوسونه إگون.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but by the hands and the knees of women, they only noticed the ugly word _Yahoo_ in their way.
چی جیمناستیک کاری که هۊکاره ئی کاره	like a man accustomed to that kind of gymnastic exercise	but all in a somewhat decayed condition
وه دنگ پای زمان گۊش اؽڌه	listening to the echoing footsteps of years.	he called on his lap
مو فقط وا ئی خانوم نه بڤینوم	I must see the lady.	I merely see this lady
وه نظر تو هم آڌم وه کار بخوریه	he struck you as being pretty handy.	he seems to have taken her into his lap
ولی سیسرک ز دسترسس وه دیر بی	but it was safe out of his reach.	But it was hard to find.
