source	reference	translation
مۊ أن-أ سٚفارش بۊکۊدم	I have advised him to do that.	I thought him would be a pity.
مرأ وأیه حئيقت ٚ جأ واخاب-أ بؤم، حائيقت!	I want the truth, the truth!	I think we've got to win today, right!
مي گۊلي-أ پخ بزئم	I cleared my throat.	I shook my head vigorously.
اولتأخه مۊ کۊجدانه زأکانه خایلي خۊش دأرم ٚ	but I am always fond of children.	I've got to get out of this anyway!
وانمائي مأنستن کي بام ٚ جؤر نهأ	you're like the weather cock on a roof.	I meant to come down.
خؤ جیگأ جأ جستن بۊکۊد ؤ أن ٚ دیم واش واش کۊده ؤ پرکناش ٚ مرأ أمه پئش بيسأ	stood, livid and trembling, before us.	he pretended not to understand, and turned the conversation.
سرأ جؤري جأ بۊشؤ بۊجؤر ٚ ؤ مه چۊم ٚ پئش ایوارأ بس	went up the hill and out of sight.	I was impatiently in the rain's course
زماتي کي مي بالانه مۊ سرأ گیفت فر بۊخؤره	even as the hairs on my arms began to shrivel.	as my arms swarming like ants over my head
مي سرأ بشادم	I shook my head.	I shook my head.
هسأ همتتأ چي مرأ واضح بخاطر بامۊ	I can remember it vividly now	for the moment I lose sight,'
خؤ دسأ خۊ شق بۊکۊده پيشيني سٚر بنأ	he put his hand up to his forehead.	wiping her hair off her face.
مي ایتأ دسأ راستأ گیفتم کي خؤ عۊذرخأستنأ تۊمانأ کۊنه	I raised one hand to halt his apology.	I realised in myself the same desire as animated you.
ایتأ دۊتأ پیله آه بکشي	gave a long gasp or two	You'll have to cry about what happened.
مي گب أن نیه کي جه اۊجۊر مردأکاني ايسم کي زنأکان-أ بنظر ناوۊرم	I don't set up to be one of those men that don't care about women.	I do not mention, or intend, to the disadvantage of men I have chosen, not to marry her.
بۊگۊفتم شاید ایتأ مۊهم ٚ کار بدأره	I thought it might be important.	I thought maybe something important would happen.
خاطرجمائي ناشتيمه تۊ بيبي	I wasn't sure it was you.	I don't need to tell you any more because I'm an acrobat.
نۊقره ای آچارأ خؤ جیف ٚ جأ بيرین بأوۊرد	took a silver key from his pocket	in the middle of a fresh slap in the face.
ولي هلماله سۊمأ زؤرأ نأره	but hasn't got any magic powers.	But I'm not mad at Bella.
سيأبختي پاپرۊس ننأ	I'm afraid there are none.	it is no use taking the liberty of the papers.
چۊن ناخؤش بؤ.	because she had been ill	how unpleasant it was
خؤ عازمأ جزمأ کۊده	for he had made up his mind	has been telling me what forces are being collected against him!
مزایأ سرأ گیفتن	the racers started.	the news of which reached him almost at the same time.
نهايي ضربۊ واقئيت ٚ جأ اۊن ٚ دس نهأ	has the last featuring blow at events.	there was actually the punctuation of the truth in place of him
آلبت ایتأ دۊتأ اۊشان-أ تفریح وأسي رأ تاوده	I doubt if he's gotten that far yet in fact, I'm sure of it.	Of course, it was all said about her - to enjoy excellent health herself.
سرأ گیفت شعرانه حیفظ-أ کۊدن	went to work to get his verses	began writing poetry
اۊن ٚ ناقۊشي چاقأ کۊدن ره اۊن ٚ أمرأ شيريک بۊبۊست.	be represented as a partner in his own cure.	she loved him, not knowing he was there.
روٚقد نأرمۊ	I am out of spirits.	it was not criticism.
هني بنماست کي کي واخاب نيه ایتأ گل اۊیأ ايسأ	to avoid betraying that he knew she was about.	he was morosely gratified by the consciousness of it.
شيمي اطلاعات نيشان دیهه کي خؤرم ٚ زأک ؤ ذات ٚ خۊش بۊ	if it had been favourable to the boy.	you have no idea what it is, if you give me cause.
حتأ ایتأ پئلي أن ٚ لیواس جيرأ تکان ندأ بۊ	had not so much as altered one angle of his vest.	even though her husband wasn't moving under his influence.
راستؤف اۊ قضيه پٚسي دئه خؤ خانواده ٚ داشت ؤ دارائي اۊمۊر ٚ جأ خؤرأ وانسي	said he to himself, and after that he did not meddle in business affairs.	really, it was a family affair, and he was so busy that he couldn't get it clear.
یاواشيکه بيشئم خؤرؤم بار ٚ مهمانانه ورجأ ؤ ایتأ دۊتأ ايستکام وۊکۊشئم بۊجؤر	I sneaked off to the private bar to have a pint or two before dinner.	I gradually adapted myself to my current circumstances, by way of a guest.
هتؤ کي ساغ ٚ جان ٚ مرأ جه ایأ دۊوارس ترأ گؤیم	I'll tell you as soon as she's safely away,	as if we were far removed from the wall
مۊ أن-أ نۊبۊردم اؤیأ کي أن-أ بۊکۊشم	I didn't go upthere with her with any intention of killing her.	I-I didn't see any point in marrying her.
هیذره خؤرم نیؤ کي گٚل، سفر بۊشۊ دکناپره	not a pleasant night for a dip in the sea	It is not fitting that a traveller should take a trip or leave it.
مرأ ترسأ گیفت کي وارش ٚ جئر زنگ بزنۊ یأ سرما بۊخۊره	I thought it might get rusty with the rain, or catch cold	the fear of being persuaded by the cold weather which struck him
خؤ حوسأ هممأ اؤفتن ٚ سٚر بنأ	became absorbed in it.	he confided his all to her generosity of heart
مي حقسأی ٚ بۊکۊدم کي ایتأ مۊدیرعامل ٚ بازاریاف ٚ مأنستن آرام به ٚ چۊم بأيم	I'm trying very hard to look like a relaxed business class top marketing executive.	I had the right to sit in a quietly by the market's manager.
اۊن ٚ مرأ لا چأکۊدم	we'll have enough of it to stuff a sofa!	I pushed the hair back off her face.
مچه پیله مۊئن جه ميئن بيشأ بۊ	all the hair had gone from her face	the big spider s friendly
أن وأسي کي تاهسأ هئکس اۊن-أ نامۊخت-أ بۊ	because nobody had taught him.	That's why he decided to marry her.
أن جٚمعیت جأ هلماله پن نفر ٚ جئن ويشتر مردأک نيسأبؤد کي کسانأ بشنأسيد	there were never more than five men who knew each other.	that assembly had never seen more of them than they had ever known.
کي تۊ هادر دیل سنگي کي مرأ غؤرصه جیگیر بۊکۊدي	you could be so hard hearted as to let me suffer so.	who had thrown it into a heavy chest
هسأ ساعت دۊوازأ کرأ فأرسۊ	twelve coming on to pass away.	the hour was beginning to press now
هانقدر تا هیجدأ سال بۊستن	when I am eighteen!	that they had been there for a long time.
آئیني لافندان جه ای پئلي تا اۊنپئلي بي واچرسئن دۊمباله دأره	the iron bandstraversed it from side to side without any break.	there was a sudden loud rap on the door to prevent the impertinence of the heavy luggage.
