source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	I've been doing this for four hours.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	the nation was covered in short hair and the blood of the cat.
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I can't do just as you want to.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	she endeavoured to understand the old lady's voice
روزنومه ره میز کنار جا بیته.	he picked up the paper.	I left the diary by the table.
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	I am afraid this cute lesson will bite you.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	gave the commander in chief
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	It was really all your control.
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	his burst was dry in the fear, and he asked.
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	I've been running errantly.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but all in a somewhat decayed condition
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	I should like to read a poem from Van.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	assured her that the model was in place of the gold thread
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	I was very sorry about it.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I love to see you. But it's unfortunate.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but as he put his hands and feet on the ground, he dashed to the front door to signal that at the same time, the soldiers were too much of a set of men behind him.
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	He was so impressed with the way he worked.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	He held his breath in his ear and listened carefully.
من فقط ونه این زنا ره بوینم	I must see the lady.	I merely see her woman
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	you think he's in pain,
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	But he was out of his mind.
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	my hopes and aspirations were consumed in flames.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	They were either dead or paralysised.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	but this little glow was soon enough ready for a fresh slap in the face.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I didn't realize it was my last year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	I was so fond of her too.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	but we were actually at the same place
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I soon felt where they were
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	Then you could remember me and be on my side.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	but no one dared to enter the service.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	Or they will throw the rope at him.
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	I was afraid it would have been fine, if'what I mean is, if you give me another chance, I'll get lucky.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	that his proper construction had been averted from day to day.
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	This was a painful, harsh gesture.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry I tricked you.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	that you may be disgraced
هچ را مه واسسه امکان ناشته	as I could not possibly have done	I could not possibly do so.
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	I'm sure that it's the unusual cause of his death.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	he had become hard pressed by the thought of being a thief.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	who was at the front door for the service of my comrades and directed by the train.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	Of course, only as an official hello.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	He left the clinic in a hurry.
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I am glad she will come back when she comes.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	but I think it's all in a row for you to fall in love with me.
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	but he had to make haste to look at her.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	my father, I stood pale, facing him.
این کار اما ره تنبل و سس کنده	which disposed us to sloth	but it brayed and sauced him.
که این وال ره جوری هکرده که اینتی ترس ایجاد هکنه	that so much invested the whale with natural terror	in a manner that frightens the bejesus out of them.
از اینکه اون چپون کیجا ره نوینه دیگه تصمیم بیته که شه مله ره سر اله	in order to escape from her, he determined to quit the country	Since he had left the room, he decided to take another route to the center of the terrace.
هچ شه جا راضی نییه	her mind had no distaste for her own set	he is not dissatisfied with anything
کلاید شه تعهد ره از یاد بورده	the obligation faded.	had forgotten his duty
بوا هم امون ندا و زمین و زمان ره دپیته	I never see the wind blow so.	but he was not sure whether there were any time or not.
ولی شازاده وره پیش دکته	but the old prince interrupted him.	but the prince followed him
ناگمونی تند شلاب جا رته رم بییه	turned into a rout because of a devastating downpour.	I don't know if I feel like a darling.
اونجه ره برای اینکه بعدا امه همکلاس و درس بووه رج هکردمه	arranged it for the future schoolroom.	I started to my feet and knees.
من کشیش هسسمه و ونه از هر فکر بدی شه جا دور باشم	I am a priest and therefore I ought to be above suspicion	I'm a priest, and I have to be away from every bad idea.
هنو با هری شیش گوم فاصله داشته	still lying on the staircase six steps below him.	brought him within six hours of each other.
شه دقیقه تموم اسب حرکت ره اشا	watched the horse's action for the space of three minutes	the minute it was all said and done about it.
ولی فکر هکردمه که غم و غرصه چیزی هسسه که بهرحال آدم ره دس دنه	but I thought grief was something you felt anyway.	but I thought that sorrow was all you could bear.
از پله بالا بورده تا راهروی دله برسییه به ات تا در	went up the staircase to a door in a corridor.	As he climbed the special stairs to the entryway to the center of the terrace.
هرچن این زمت مزی که خرند باشه نداشته	though with but small success for their pains.	though he had not had time to dream anything.
همینتای سسه ات تا وکیل ره واسطه بیته که کار ونه جدایی از وه ره درس هکنه	but sent an intermediary to arrange the terms of the separation	So he left the room and went to the lawyers to teach him the art of distinguishing between the two lawyers.
چون پیشترا این همه نیاز ناشتمه تِن بائم	for I have never had such need of haste before.	I'd never needed it before.
از دستوری که ونه مردی وره هدا	at the orders her husband left her	from the hand of which he had given him
با کنجکاوی و دقت اون زمین که دکتمه ره شه دور ور ره اشامه	look around me with some interest on the strange land that I was in.	I looked around with curiosity.
پشت جا سنگ خره سر لم هدا	lay down on his back on the heap of stones.	He leaned his back against the rock.
قرار نییه ایی وره از نو بوینم	I was never supposed to see him again!	I am not about to have seen them again.
انگار ناچار بینه که بلن و شه حرف ره بزنه	as if they were forced to let him say it.	as if they were forced to stop and talk.
همنتای سسه شمه سره ور بتجسسمه	that is why I hastened to you.	I'll shoot you in the face.
نخوامبه دیگه این موضوع خوری گپ بزنم	I don't wanta talk about it no more,	I don't want to discuss it any more.
همینتای واسسه هسسه که سطح کشاورزی فرو بورده	that's how it is the whole level of husbandry has fallen.	That's why agricultural levels have fallen.
ونه ته ره هشدار هدم این اتاق جا هم گت تره	I should warn youit's bigger than this room.	I warned him you were too big for this room.
شه واسسه و شه وچون واسسه ات تا دوکتور استخدام هکرد بییه	for herself and the children she employed a physician.	for her own amusement and pleasure she had used a doctor
تا اونجه که تونسسه مفق بییه گت گتون میز ره اماده هکنه	she did everything possible to keep the places at the table of honor in order	Until he was able to get it clear on the big table.
این نحسه مار ره دیین تلافی ره هکنه	a recompense to you for his mother!	the serpent foundered.
همینتای سسه شوسری بورده اونجه	he went down that night.	He's got his coat lined up on the left and right.
شه اسب ره مهمیز بزو و دیما روخنه بورده	spurred his horse and galloped into the river.	And he stood in the midst of his saddle, and took hold of the saddle.
منم شه جا زمزمه کردمه	I still humming my little tune.	I jumped after him.
چن تا تیکه یخ ره دسمال دله دکردا ونه سر بشندییه	ice cubes on her head	A few of his freezing spray cased him in ice, as in polished armor.
کشید و از اون شه ریکای عکس ره بیرون بیرادن واسسه به کار بورده	she used it to push out her son's photograph.	pulling it out, then turned his face straight forward.
تو شه پیش خیال هکرد بی که ات تا کچکی جنگ مه جا هکنی	you reckoned on a bickering!	you would have thought it vaguely wicked sort of thing to do me.
دلسوزی په کره هم بییه مه ره اتاق دننه	I should be given a small room as a favor	I was glad to get out of this place.
بیتتر از اسلحه و گلیله سراغ دارمه	than either a bullet or a knife.	I've got better than guns and cockroaches.
هر کی ات دور شوهرت مزه ره بچشه	once you've had that first taste	every one of you may go to bed.
هارشینه تونده ات د سات اون حال هوا باخسه	or trying to snatch an hour or so of sleep	the barks were in the air for a while.
انگار هچیی پیش نییمو	just as if nothing had happened.	as if we hadn't seen anything like it.
با این کار اتکه ونه تنِ پوس و لواس بوسندی بییه	tearing both skin and clothes to some extent in the effort.	with this he was awfully busy and full of wagons.
من سرنوشت این بییه که درس روز جان بکندما زجر بکشم	I shall have to toil and moil all my days	I was determined to spend the rest of the day doing something useful.
ات دسته آدمه که دیین ره تازه شرو هکرده و النده که ازرائیل ونه جان ره بیره تا د مرتبه بیعاری هکنه	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	who had just made a new impression on the young man who had left the room and left the room for two hours.
ایی خواسسه دیگرون دم ره بیره تا کیک ره نخرن	as earnestly tried to prevent any body's eating it.	one single wish, to prevent the others from crowding about it.
تا اون گدر که وشون چش اسپی دیار نییه من مشکلی نارمه	I'm not really in trouble until I see the whites of their eyes.	I'm not worried about the fact that I don't see any point in troubling them.
من انتظار ناشنه که شه باشم	I hadn't expected to be myself.	I can't wait to get married.
چونکه ویشتر از هش سال ناشته	for, although she was only eight years old	Because it wasn't over six years ago.
اول باشن چون که چپر فقط ات نفر سسه را داشته	both of them could not be first, for the ladder would but admit one man at a time.	first, since he was only able to close his eyes
اونجه جز هسسکا هچچی دنی بییه	naught was there but bones.	There was no sound coming out of the water on the island.
من میز دورور ره ات تا بشامه	I look helplessly around the table.	I looked round the table.
حتی اون زمانی که ونه دره حبس بیی بییه	not even the length of time he had been imprisoned	Even when he was locked up in his bedroom.
وره سره ی ور بکشییه	dragged him to the house.	hit him hard with that wide edge.
شما اولی آدم هسسنی که اینتای جا باخور بوین	you'll be the first to know.	you are the first to know the truth from here on out
شما ره بتتمه که من دیگه کشیش نیمه	I told you I ain't no preacher	I told you, I'm no longer a priest.
ظاهرا مه میونی انگوس دون بلنتر بییه	seemed to be somewhat longer than my middle finger.	I must have, I suppose.
چونکه من شه خدای موتاجمه که مه ره ببخشه	because he hopes to be forgiven	I pray to be reconciled and cared for me.
شه سر ره بوور نکردما تکون بدامه	I shook my head in disbelief.	I shook my head vigorously.
یان چی باعث ننه همه چی ره یاد بکنما ته ره ببخشم	I still think you were hateful that night and I never expect to forgive you.	That's why I'm not able to forget anything.
ونه دل جدول حل هکردن واسسه تنگ بییه	he missed doing the crossword.	whose heart was set on the details of its accomplishment.
همونجه وره چال کنده تا سرصدا باخسه	they'll bury him right there.	where he called him a beggar.
ولی شکر ره یاد بکرد بییه	but he had forgotten the sugar.	But he had forgotten to thank you.
اتی فکر دله غرق بیی بیه	was deep in thoughts of something else	was drowning in the depths of her imagination.
کلا ره شه سر بشتا هنیشته	put on the hat and sat down.	He was sitting there.
وه اکسیژن نیاز داشته	he needed oxygen	He needed oxycrat.
اونم نا خرج بخد و بی دون هچچی	not by spending as he pleases	for she has no money and no knowledge of it.
پارسال اندرا که شه کلا ره شه سر بئشته	when he'd placed the hat on his head a year before	Last year was a perfectly good one.
شاید اروسسی به همین زودی پیش بییه	may even be about to marry her before he leaves here?	I think I'll be here soon
دیگه هیشکی نتونده ونه دم ره بیره	nobody seems to be able to stop her	No one else could beat that lady up.
که تموم ات تا تصنیف اهمیت فقط ونه کلومات دله دره	that the whole meaning of a song lies in the words	which is only in the greatest good humour.
ولوله همتی ادامه داشته	almost crumpling beneath the weight of a disapproval she had never known before.	but it did not last long.
من هیچوخ شه زندگی دله اتنده خشال نیمه	I've never been so happy in all my life	I was never so happy in my life.
فکر نکن که بونه تیناری وشون برابر اس هکردن	don't you go fighting them alone.	I do not think that the three of them are equivalent to the three of them.
ونه خش تراش بال برهنه بییه	her beautifully moulded arms bare	He's got his hair lined up on the left and right.
اگه درو بهوت باشی ات تا خاره سِما دارنی	if you are telling me a lie, I'll lead you a pretty dance.	If you ever find anything, send an owl to Ram.
ونه آخر هم به ظلِمات برسییه	his end was night.	he finally fell into the mistakes
