source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I've been here for four hours.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	The steel rope and the rope that tied it to the other side of the collar.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't need to hear that story completely.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	I was very careful not to let the old lady know.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	He picked up the food on the table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I can see that I'm going to have this beautiful head always.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I was wrong because of my devotion to him.
کلاید راس راسَکی اسیر با	so truly was he captivated.	holding it before him like a collar
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	she asked, her voice rough with stress and fear.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I'll tap her loose.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but in either case it would be a circumstance to raise no common degree of astonishment.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I thought about it at once. I forgot it and listened to it.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I don't think the courtyard's in the middle of the road.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	I'm very worried about it.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm not very glad about this. I'm miserable.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but instead, with a sigh of anguish, she avoided passing through the villages of her nostalgia, and practically all the soldiers in the neighborhood were scarcely allowed to go down.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	the livid brand which streaked it, and which streaked it.
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	when you hear a noise
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	I merely have to pay attention to that lady.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	do you think it's more of a madman than a madman?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	But he turned around.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	I wish everyone else would come.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	for they were either hungry or dead.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	but he'll soon find a good way to get out of this cave and get out of it.
ایی دَفَعی فَممَه کو اْم دِ چمه آخرنَه سالَه	I knew with sudden, chilling certainty that this was my last year.	I came to a very keen realization that it was my last year.
پس چْمْه دَنی دَوَسْمَه.	I kept my mouth shut.	Then I turned my face back.
امه فلا هَه جایی مَندیمونَه کو پیشتَر مَندیمونا.	we're still where we were.	I've got to get out of this place before.
زوتَری فَمْمَه کو اْم کْلیل کاری شْنا.	I knew immediately what this key was to	I understood immediately that it was essential.
پس ت ْ شای اْشتْه را بیگِری و بْشی و مْن تاکیلَه پس بَهَرزی.	so you can get the hell away from here and leave me alone.	so you may take it, and lay it down here, and lay it down here.
ولی کسی نییاری کاری کو دخالت بْکَری.	but nobody dared to interfere.	but no one interfered.
یا عْمکو ناخْدا اشتن کله چاکْنْه	or knocked on the head	Or we're gonna get the dog to Lackett.
آنسلم تا آفتاوی نْشتِه موقو ها مَندَه	there he remained till nearly nightfall	I was afraid it hit you in the parlour window.
چه اصلییَه ساختْمون سنگَه خواَ لونَه اِستا	as though it had once been a large stone pigpen	It was a stone bridge that was originally used as a manufactory of some kind.
ام دردناکَه سَختَه کاریا	that was painful and difficult for him.	He's been painfully injured.
متاسْفیمَه لْکْلاکو تْه بَرونتْمَه بیرون.	I'm sorry I've dragged you out of bed.	I'm sorry I tricked you.
چه وقت آرَسَه کو تْ کَنار بْکَشی	it's time for you to step aside.	when you came to quash them
هیچ وقت مرا ایمکان نداری	as I could not possibly have done	You can never do me.
از شک ندارم کو چه مرگی باعث به	I have no doubt that it led to his tragic end.	I am sure that it is the cause of my trouble.
ای دفه ای فیکری نه ک دز اومه و شومینه بسکی پیگتشه	when he got the poker in case of burglars	without a thought, seemingly,that he had a right to remain in his company.
کورانه اسبی ک چم خدمتکار و همقطارا فرمون دوشه	ordered the sorrel nag, my fellow servant	The handsome, proud boy who was there with Metant.
البته فقط ایله خشکَه سلام علک	that they had never gone further than formal greetings	of course, a dry crackling was heard.
