source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been here for four hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	I've been out of the room all night.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't have time for it.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	We're not going anywhere with the intention of pursuing it.
کاغەزەگە گردەو کرد.	he picked up the paper.	he pulled the paper.
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	when he came to comfort himself for ever.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I swear by the Quran.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	I'm sorry, he's lost his mind.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	asked in a very sad voice.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I stood up at ease.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	to show the circumstances surrounding it to us that he has done so.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I put my face in my head and said,
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	I think it's a gold coin.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	I've been looking for them for a long time.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I've had a long life, and it's a shame.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but the cattle sat in the middle of it, and it was only by the rifle's fire that it was discovered that there were more than a dozen cattle in it.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	for the reason that he had become so obsessed with it.
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	as if they were in the drawing room
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I'm just here with this lady.
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	I'm here because you're here.
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	But he was out of control.
گشت خەیاڵەیلم لە دەس دامە.	I have lost all my illusions.	I've lost all my imagination.
ئیسە گشتیان بێ دەنگ، خاوەنەگانیان یا مردێ یا دەرچێ.	all of them silent now, their owners dead or fled.	now they're all silent, they're all dead.
وە زۊییش تمام واز بۊ.	it soon stood wide open also.	he gave it all away.
وە دڵنیاییێگ لەناکاو و ساردکەرەوە زانسم کە یە دۊا ساڵ منە.	I knew with sudden, chilling certainty that this was my last year.	I know for a moment that it's my turn.
دەمم بەسۊم.	I kept my mouth shut.	I've had enough.
ئیمە هێمان هایمنە ئەو جیە گ بۊمن.	we're still where we were.	We're still here.
زۊ ڕەسیمەو ئێ کلیلە ئەڕا چەس.	I knew immediately what this key was to	I put my hands on the key.
سە تۊەنی لێرە دۊرەو بکەفی و تەنیام بیلی.	so you can get the hell away from here and leave me alone.	You're here alone now.
