source	reference	translation
چهار سات مؽن ای وضع وه چول کردوم	I was four hours under these circumstances	I've been here for four hours.
وا جوڤه و پاکش چارهونیی.	in plaid frock and trousers.	cleaning it.
مو نؽلوم ئیچنو تمۊم وابۊ	I won't let it end like this.	I don't want to be alone.
پلرد که نیت دالۊ نه هالیس وابۊ	trying to grasp the old lady's meaning	as if he had no intent to do so.
رۊزنامه نه تی میز ڤورگرهد	he picked up the paper.	The diary is on the table.
گاشت ئی دوهدر نازلۊ سی همیشه ز دست روه.	she might be required to sink herself forever.	the body is always in the palm of your hand.
وا دشمۊن نهیڤوم دا	he ordered me in with an oath	I'm not going anywhere.
وه راستی کلاید وه دیل وابیڌه بی	so truly was he captivated.	He's really in the middle of it.
هو پورسی: دنگس وه زهله و تلواسه هوشک و گرهڌه بیڌ	she asked, her voice rough with stress and fear.	"He said, ""Bowler, keep your head up."
آرۊم و زۊر زۊنی ڤورایستام	I raised myself gently upon my knees	I'm here and I'm here.
وا اؽ حال چینو دیاره که همه چی و هر چی که نهنگس بؽ اوسو، نشوݩ إده که هو اؽ کارونه کرده.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	He's convinced that everything he's doing and everything he doesn't want to do is what he's doing.
توندی اؽ فرگانه منه سروم‌ در داڌوم و بیت راست کردوم.	I immediately turned this thought over in my head, creating lyrics.	I put my foreigner in my room and fixed it.
وا ئی گمۊن که مدال ز طلای بی غش بۊ	thinking that it was a medal of solid gold	for whom the gold medal was concealed.
ولی غلۊه سیسۊݩ حس لۊل کردوم	but I felt so sorry for them	But I've lost my sensation.
بڌبختی یو نه که مو زنده‌یی نه غلۊه دۊست داروم	I've loved life too much, shamefully much.	I don't know if I'm alive or alive.
ولؽ رؽ دستا و زۊنؽ سئرن منجا پرزینا و تئنا وا تؽر زیڌن که خیلی ز زؽنا نه پتی إکونه بؽڌن خوسونه إگون.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But her hands and her knees have grown so large that it's very small.
چی جیمناستیک کاری که هۊکاره ئی کاره	like a man accustomed to that kind of gymnastic exercise	What is gymnastics doing to you?
وه دنگ پای زمان گۊش اؽڌه	listening to the echoing footsteps of years.	And it's about time.
مو فقط وا ئی خانوم نه بڤینوم	I must see the lady.	I'm only here for you.
وه نظر تو هم آڌم وه کار بخوریه	he struck you as being pretty handy.	I thought you were going to work.
ولی سیسرک ز دسترسس وه دیر بی	but it was safe out of his reach.	But it's too late.
گشت آرمۊنلم وه دستوم رهڌ	I have lost all my illusions.	I've got everything in my pocket.
صحاڤلسۊݩ یا مورده بیڌن یا فیچسته بیڌن	all of them silent now, their owners dead or fled.	They're ready to go or they're ready to go.
وه زلی وه ئی لیک کۊچیر رهؽ سی عبۊر واز اؽبۊ	it soon stood wide open also.	And he left the little letter in the middle of it.
یه‌ناگه و وا دلسردی فهمستوم که یو سال آخرمه	I knew with sudden, chilling certainty that this was my last year.	I suddenly realized that I was one year old.
په دهۊنمه واز نکردم	I kept my mouth shut.	I've given up.
ایما هنی همۊچونیم که ویساده بیمۊݩ	we're still where we were.	We're here because he's here.
فۉرا فهمستوم ئی کلیل هؽن کۊچو بی	I knew immediately what this key was to	I knew it was a key.
په تو اؽتری رهته بگری بری و مو نه تهنا بؽلی.	so you can get the hell away from here and leave me alone.	look up to you and look up to me.
ولی کسؽ جوریت دغالت مؽن ئی کار نه نڌاشت	but nobody dared to interfere.	But there's nothing to worry about.
یا یو که ناخڌا سرس نه اشکنه	or knocked on the head	Or the one who doesn't want to cry.
هو تا مجال ٱفتۉنشینۊݩ اوچو مند	there he remained till nearly nightfall	He's got time to go.
هۊنه بون هو رۊزؽ لهرؽ نه بؽشتر بی	as though it had once been a large stone pigpen	Because there's more to it than that.
ایو کارؽ زنشت دار و دوشخار بی	that was painful and difficult for him.	He's busy, and he's in the shower.
بۊهخشین که مؽن جا کشیدومت در	I'm sorry I've dragged you out of bed.	I thought you'd left me alone.
مجالشه که دی بکشی کنار	it's time for you to step aside.	It's time for you to sit down.
ز ته سیم امکانس نی	as I could not possibly have done	It's not possible.
شکوم نی که باعث مرگس وابیڌ	I have no doubt that it led to his tragic end.	I'm glad you're here to kill him.
وختؽ که وه گمۊنؽ که دوز اویده سیخ چاله نه ڤورگرهڌ	when he got the poker in case of burglars	when he's lost the ability to swallow his poison.
وه اسپ کرند که خزمتکار و دۊست مو بی فرمۊن دا	ordered the sorrel nag, my fellow servant	He told me that he was going to take care of my housekeeper.
جلز یه سلۊم علیک رسمی	that they had never gone further than formal greetings	dressed in an official dress.
خاس بیا داخول که در ز داخول بسته وابیڌ	but the bolts were in place.	to the entrance which was closed.
مو سرمست ز یو که هو سر مجال ڤرگشته بی	I'm glad she got back in time.	I'm afraid it's time for him.
ولی وه گمۊنوم گشت گونا ئی بڌبختی وه نای مونه	but I take all the blame upon myself	But he's lost all his powers.
یه‌ناگه تی زس ڤرگرهڌ	looked quickly away.	Suddenly, you're back again.
دارستۊݩ ایسو ز رنگ شه وه رنگ کۉ وابیڌ	the forest was gray now instead of black.	The tree was covered in pink.
ئی کار ایما نه وه کاهلی اؽواداره	which disposed us to sloth	It's not a big deal.
که ئی واله ئیقزر زهله بر کرده بی	that so much invested the whale with natural terror	that he might be willing to give up.
سی یو که دوهڌر چۊپۊنه نڤینه تصمیم گرهڌ ڤی ولات روه	in order to escape from her, he determined to quit the country	for whom he had made no decision.
ز حالس ناراضی نبی	her mind had no distaste for her own set	He's not unhappy.
گشت ٱند خوسه ز ڤیر برد	the obligation faded.	He's all excited about it.
باڌ هم ٱمۊݩ ندا و گشت زمین و زمانه وه یک رهڌ	I never see the wind blow so.	the earth and time are one and the same.
ولی شازاڌه زس زه وا نها	but the old prince interrupted him.	But the princess is not alone.
وه سی لف بارۊݩ یه‌ناگه تارستن	turned into a rout because of a devastating downpour.	And it's like a three-horse collapse.
اوچو نه سیکه مؽن آینده هم کلاس درمۊݩ وابۊ مرتڤ کردیمۊݩ	arranged it for the future schoolroom.	for the next nine minutes, we'll be back in the classroom.
مو کشیشوم و ڤا وه هر بهتۊنؽ وه دیر بۊم	I am a priest and therefore I ought to be above suspicion	I'm here with the priest and he's here with you.
هلام وا هو شش پله فاصلَم بی	still lying on the staircase six steps below him.	I'm only six steps away.
گشت سه دقه نه سیل وه تورکستن اسپ کرد	watched the horse's action for the space of three minutes	It flooded for three minutes.
گمۊن کردوم غم و ٱندۊ چیه که آخر وه آڌم دست اؽڌه	but I thought grief was something you felt anyway.	I've lost it, and it's sad that it's over.
ز پلکۊن رهڌ وه بالا تا مؽن دالۊن وه درؽ رسی	went up the staircase to a door in a corridor.	climbed the stairs to open the doors.
هرچن که سی ایقزر رنز ماجب خۊڤی نگرهڌ	though with but small success for their pains.	Even though the three princesses had nothing to do with it.
ایمدۉ وکیلؽ نه بسی کرد تا کارل جڌایی ز هو نه ٱنجۊم بڌه	but sent an intermediary to arrange the terms of the separation	the attorney's office is here to see what he's doing.
سیکه نهاتر زته ایقر نیازمۊن وه اشتۉ کردن نبی	for I have never had such need of haste before.	I don't need more than that.
ز دئسۊرؽ که مؽرس داڌ ڤس	at the orders her husband left her	I'm afraid it's over there.
وا علاقه، نیَشتوم ڤه دۉربالوم، و جاگه بلاجڤی که مؽنس بیڌوم.	look around me with some interest on the strange land that I was in.	I'm interested, I'm not interested, and there's a place for me to go.
خۉسیڌ و ری چولچله بردی دراز وابیڌ.	lay down on his back on the heap of stones.	I'm glad you're here.
هرگش نه قرار بی که هو نه دوڤارته بڤینوم	I was never supposed to see him again!	I don't have time to see her or you.
منی مجبۊر بیڌن که بئلن که هو، یو نه بگو.	as if they were forced to let him say it.	I'm forced to tell her she doesn't say it.
ڤه همی تفیل بی که زی وَیڌوم سر‌وختت.	that is why I hastened to you.	I've been waiting for you all my life.
نؽخوم دی در مۉرڌس گپ زنوم.	I don't wanta talk about it no more,	I don't want to talk to you.
وا ڤت هوشڌار بڌوم که گپ‌تر ز ئی تۊ هڌه.	I should warn youit's bigger than this room.	I warned her that it was more important than you were.
سی خوس و بچه‌یل یه دویندورؽ إستخڌام کرڌ.	for herself and the children she employed a physician.	You and your children used one of the two.
هو کارؽ نه که ترست ٱنجوم داڌ تا جاگه‌یل سر میز شانازی نه تیار واڌاره.	she did everything possible to keep the places at the table of honor in order	He's not afraid to sit down on the majestic table.
پاڌاشؽ سی تو سی خاطر داس.	a recompense to you for his mother!	Your feet remember you.
ٱسپسه مجبۊر‌ کرڌ که‌ حرکت کونه و چاردئس نهاڌ ڤه بال ٱۉرۊ.	spurred his horse and galloped into the river.	the dog was forced to move, and he was forced to climb the ladder.
مو همچنوݩ هی آرنڳ کۊتامه زمزمه إکرڌوم.	I still humming my little tune.	I've been looking for a book too.
پلیشه‌یل ٱخ ناڌن بی مؽن سرس.	ice cubes on her head	I don't know if you're here.
هو زس إستفۉیڌه کرڌ تا شؽوات کورسه بکشه ڤه در.	she used it to push out her son's photograph.	he took advantage of it to sit down.
تو تَی خوت گوڌی بی که وا مو یه جر کوچیری بکونؽ.	you reckoned on a bickering!	You asked her to give me a kiss.
