source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been on his case for four hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	He went down and down the room.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't need to get out of this anyway.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	It's obvious that he's going to do something useful.
کاغەزەگە گردەو کرد.	he picked up the paper.	He grabbed the paper.
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	Come on, I'll get your coat.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I swears by the religion of the sects I have been taught.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	That's right, he did it.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	asked her voice in a tone between stress and fear.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my lip in a tone between jest and earnest.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	he was still not sober enough to indicate his hour had been an hour of observation
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I trembled. I remembered it from my own perspective.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	I think it was a straightforward bridge.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	But I am very sorry for them.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I had a good life, and it was a shame!
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but they only had the bulge on the sides of the stairs without more ceremony than they had done then.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	how the man who was apt to doze over the grave had to expose as many of you as possible
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	where they went their ways to save the monster from being trampled under foot.
