source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I was on the roof for four hours.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	but he had not had time to dream anything.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I can't imagine what I had happened to you.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	if not himself would to deny that he had held any such relationship with her.
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	The day will come when they will stretch out their shirts.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	maybe it's all said and done about that little devil.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	He was assassinated by an enemy and threatened to assassinate me.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	That's why he was so important.
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I rose as soon as day dawned.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but all his cautions and warnings were unavailing to dissuade me.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I hastily recalled the idea of creating poetry.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	I don't think he was happy with the treatment of these patients.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	but I'm damned if I sympathize.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I can't do just as I want to here, and it's another blessing.
