source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	I've been thinking about it for four hours.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	He pulled the switch and threw the pistol into his mouth.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I can't help imagining that there's something more to it.
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	he was trying to get out of the good old lady's chair
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	He picked the paper up on the side of the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	He held this girl close by his arm.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I was suspended for a while after paying for the animal's support.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	It was really the black cloud.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	she was filled with stress and fear at home.
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	I know it's urgent.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	there was a puddle in the middle of the street, formerly used as a drawing room
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I lose my temper on the slightest provocation, and I've been thinking about it.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	I don't think the hospital was a dream of perfection.
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	But it didn't leave him feeling the unpleasant consequences of that secret.
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I'm so fond of her too. It's been that way.
بەڵام جە حاڵیە کە سەرو دەسا و زانویشاوە خزێنێ جە لێو گیاوەکانە لوێنێ وەروە بە تەقناو هەمزەمانو تفەنگەکاشا حوزورو وێشا ئێعلام کەرد و دماو تەقناو تفەنگی فرەیە جە سەروازەکا سەرو ئەسبەکەیشاوە کوتێرە واری.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but while he held up his wooden handle to see ahead, he accidentally died from too much fluid in the tissues of his body.
پسۆ ژیمناستیک کاریە کە پی کاریە عادەتش هەن	like a man accustomed to that kind of gymnastic exercise	as a woman, whose husband is in his natural and wonted respectful manner
گۆش گیرتەی جە دەنگدانەوەو هەنگامەکا ساڵانی	listening to the echoing footsteps of years.	His voice echoed in the hallway of solitude.
مشۆم خانمەکؽ وینو	I must see the lady.	I'll meet the lady.
ئاﮆ پسە کەسێ یارمەتیدەر دیار بؽ پەیت	he struck you as being pretty handy.	He then appears to have reached the height of his help.
بەڵام دوور سڵامەت بؽ جە دەسش	but it was safe out of his reach.	but he was far removed from saying hello.
من گرد وەهمەکؽ جە دەس داینؽ	I have lost all my illusions.	I took the wheel from my pocket
ئؽسە گرد بؽدەنگؽنؽ خاوەنەکؽشا یا مەردؽنؽ یا ڕەماینؽ	all of them silent now, their owners dead or fled.	they gathered around to gather their master or grandmother
فرەش نەبەرد بە هەمان شؽوە بە فراوانی کریاوە	it soon stood wide open also.	he had not had time to dream anything more that evening.
ناکایێنە و بە دڵ سەردی زانام ئینە دماین ساڵەو منەنە	I knew with sudden, chilling certainty that this was my last year.	I can't do it on purpose, and I know that for the last year.
دەمم وستەبیرە	I kept my mouth shut.	I shut my mouth.
ئیمە هیشتای ئینایمؽ چا یاگؽنە کە چەنەش بؽنمؽ	we're still where we were.	We're gonna have to get to the green grass on the other side of the stream.
یەکسەر زانام ئی کرؽڵە پەی چیشیا	I knew immediately what this key was to	I knew immediately what he meant.
پەوکای تاوی جەحەنەمەکەی دوور وزیۆو من تەنیا جیا بازی	so you can get the hell away from here and leave me alone.	I was only there, besides, when the devil was out of my sight.
بەڵام کەس نەیارؽ دەسش وەردۆنە	but nobody dared to interfere.	But no one came to his rescue.
یان دانشا سەرەیش	or knocked on the head	they placed it on his head
چاگە تا نزیکەو شەوی مەنۆ	there he remained till nearly nightfall	It was blocked until the night was a perfectly good one.
پسە ئانەی کە ڕوێ بەزارێ تەوەنی زلەش بیەبۆ	as though it had once been a large stone pigpen	So that the baby stopped looking.
کە پەی ئاﮆی بە ئؽش و قورس بؽ	that was painful and difficult for him.	who was to approach him and how.
داواو عەفوؽ کەرو کە تۆم دلؽ یاگەکینە ئاردی بەرۆ	I'm sorry I've dragged you out of bed.	I'm sorry you're in a relationship with my sister.
کاتو ئانەینە کە وازباری	it's time for you to step aside.	'Cause there's no longer any old-fashioned firmness in his speech.
کە نەتاوام کەروش	as I could not possibly have done	I couldn't do it.
گومان نیا چانەینە کە ئینە بؽ بە هۆو ئانەی کۆتایێ تراژیدیش ب	I have no doubt that it led to his tragic end.	I don't doubt how this would have been the final cause of his tragedy.
کاتێ پۆکەرەکەش کەیس و دزەکانە دەسکەوت	when he got the poker in case of burglars	when his father came to his room and began to steal.
ڕەفیقە خزمەتکارەکەم فەرمانش بە سۆرێل ناگی کەرد	ordered the sorrel nag, my fellow servant	my servant girl, I did not say so.
کە هەرگیز جە سڵامی فەرمی زیاتەر نەلاینؽ	that they had never gone further than formal greetings	that there was no time I could have received more than an official greeting.
بەڵام بتڵەکؽ یاگؽ وؽشانە بؽنؽ	but the bolts were in place.	But they took the children's bed and sat down on the steps.
وەشحاڵەنا کە گؽڵایۆ پەی کاتو وؽش	I'm glad she got back in time.	it fed the malevolence with which he regarded his neighbors.
بەڵام گرد و تاوانەکەی وزو ملو وؽم	but I take all the blame upon myself	but I know the verdict had been handed down.
