source	reference	translation
Nika pê hêrişan yeno waştenê ke heme qezencê înan dest ra bêrê girewtene.	Now, these attacks are intended to take away all their achievements	There now appears to be a slight flicker of annoyance pass across his face.
Çimê mi bîyî pirrî hesirî.	My eyes filled up with tears	I had swallowed my mouth.
No zî beno semed ke vîrus vila bibo.	This, too, is the reason why the virus spreads	It smelled good to the rest of us.
Hetanî sinifa çarine dewa xo de waneno.	He studies in his village until the fourth grade	They're all in a good mood.
Ganî pêro cinîyî xeyalanê xo bîyarê ca.	All women should fulfill their dreams	It's like they're making a dream for themselves.
Mi zî tercumeyê kirdkî kerde.	And I have translated it into Zazaki	I did the translation.
Seba ke ciwan vera naye vejîyano polîsî ey wesayîtî ra fînenî dûrî û dest şanenê qirrika ci û erzenî erd.	Because the youth protests against this, the police throws him out of the car, grab him by the throat and onto the ground	Because it was unusually rigid and loaded, the bearings were pulled back and forth on the riders.
Ma vînenê ke rayaumûmîye de derheqê bawerîya elewîyan de muneqeşayêko cîyaker yeno kerdene.	One sees that the separatist discussions are made in public concerning the faith of the Alevis	We saw that he had tried to improve his confidence in animals.
O rî ra kî ê mînetdarê dersimizan ê.	For that reason they are thankful to the Dêrsimis	to whom I shall make such excuses that she will be led to approve of my delay
Hetê ra gureya hetê ra kî wend.	On the one hand, he worked, on the other side, he studied	It's all said and done about that.
Her diyan sere şanayo pê ke ti vana qey kirmanckî nînan afernayo!	Both of them smashed their heads together as if they created Kirmanckî on their own	So you don't have to worry about any dog!
Welatê ma binê sîyasetê qirkerdişî de yo.	Our homeland is subject to deathly politics	Our country is under a purge of the fainthearted.
Wa wendişê mewlidî biancê kamera.	We should record the reading of the Mawlid	He wanted to stay in the camera.
Tena yew qusurê xo esto ke merdim nêeşkeno nuşteyan kopî bikero.	There is only one flaw, one cannot copy the writings	There's a lot of cash left for him to copy.
Ino hereketê ci îsbat kerd ke ez otomatîkman biya serekê grûbî.	His/Her movements proved that I otomatically became the leader of the group	It was a common way to defame the party or create suspicion within it.
Yeno keye ke nîmeyê awe zî nêmenda.	He comes home and not even half of the water is left	That's why he doesn't have a penis.
Ez koma her dîyan a.	I am in both groups	I'm a group of all kinds.
Her çî wextê ey esto.	Everything has its time	There's no longer any old-fashioned firmness in his speech.
Eke roşîya nême şima rê nême bidîn ma.	Once sold, half is your, give the other half to me	If the sun doesn't shine, we'll never see you again.
Dima sond dekerna û beyraqe dîrege ra arde war.	Later, he recited the oath and pulled down the flag from the pole	the front two clutching him tightly
Kifş o ke cuye o tayê rew hincirnayo.	It's evident that life has worn him down a bit early	He thinks the place is in the madhouse.
Xora qeleme dest de hazir a!	The pen is already ready in hand!	A lot of dust is afoot!
Yew hîkaya xo bi formê nameyî amo nuştene.	One of his/her stories was written in form of a letter	The story had been told in a different form.
Zereyê çimanê xo ra to de huyeno.	He laughs at you from within his eyes	the golden egg, still in its clutches, slipped from under his arm.
