اصرار داشت که سوار سورتمه بماند.	she persisted in riding on the sled.
کارش را به روی زانو گذاشت	she let her work rest on her lap
همان دربان لاغر و ضعیف نیز دم در نشسته بود	there was the same lean porter standing at the gate
واقعا لطف کردید که تشریف او ردید	I appreciate your coming.
بلکه این منهدم شدن بنایی است که به چه تدبیرات او را بالا بردم.	but the ruin of projects so slowly carried out, so laboriously framed.
دهانش را دم گوش بکی گذاشت	with his mouth close to her ear.
روز بعد خود او با پسرش رسید.	he and his son arrived next day.
در تمام عمرم چنین دروغ وحشتناکی نشنیده بودم.	I've never heard such terrible lies in my whole life.
در مورد سر نیز به همین گونه است.	as the rind wraps an orange.
در آنجا مرا تنها گذاشت.	where she left me alone.
ببینیم کدامیک از شما تا الان هجی کردن را یاد گرفته.	see if any of you have begun to learn to spell.
هوش و حواس من کاملاً سر جایش است.	I've got all my faculties as well as ever I had in my life.
طلای غیرمنتظره و بادآورده.	a windfall, unexpected gold.
به این اختراع بزرگ توجهی نشان نداد	without giving a thought to 'that stupendous invention
خرسندی که با دیگران تفاوت داری.	very conscious of your exclusiveness.
لکن کافی نیست زیرا شما باور نکردید.	but that's not enough, for you didn't believe me.
با هم به انبار گندم رفتند	went together into the granary
هرچند موضوع به هر حال اهمیتی ندارد.	though it's not important.
آن زن برایش جالب شده بود.	he was interested in her.
تا یه دفعه دی گه فکر کنم.	to have another think.
احتمالاً بزودی باز هم خبری از ما به شما خواهد رسید.	it is probable that you will very shortly hear from us again.
ناراحت گوشی را پایین گذاشتم.	I put back the receiver.
برای گردش به باغ رفت.	went for a turn in his garden.
آن کشوری که مرا در ساحل آن فرود آورده بودند	of the country where they set me on shore
هیچ دلخوری از او نداشتم.	I cherished no malice towards him
ببینم چه کاری از دستم بر میاید	I'll see what I can do.
اندوه آناپاولونا رست مانند آن اندوه عظیمی بود	her melancholy was just like the august melancholy
طنابی به کمر من بسته بودند	I had a line about my waist
به شرط آن که بچه ها به ننگ آلوده نشوند و خود از وجود آنان محروم و یا به تغییر طرز فکر خود مجبور نشود.	so long as the children were not disgraced, and he was not deprived of them nor forced to change his position.
که هنگام ورودش به اتاق به جانب وی حرکت کرد.	handsome moving toward her as she entered the room.
که همیشه در آن مسابقه سالانه شرکت کرده بود.	that he had been an assiduous participant in the annual competition
ناگهان به یاد بچه افتاد.	remembered the child.
اما نتوانست آن را درآورد	he couldn't get it out again.
ولی باید دورمنو خط بک شه.	but not with him.
اما من به زودی دریافتم	but I soon observed
بغض گلویش را گرفته بود	he had to keep swallowing
امیدوارم از یک لحاظ اموراتش از دوشیزه تیلر بهتر بگذرد	I hope she will be better off in one respect
به سوی میز خالی جلوی دخمه رفت.	dragged it up to the front of the dungeon to the empty table.
با نگرانی این حرف را زد.	he said anxiously.
بدون آن هم به قدر کفایت مصیبت دارم.	I have enough without that.
اجازه بده به چیزی بپردازم که بسیار حائز اهمیت است.	let me end on that which is most important
فقط به دنبالش راه رفتم	I merely followed him round
فوری بروشور را در جیب صندلی گذاشتم	I stuff the safety instructions quickly back in their pocket
دو جزء قایق در هم شکسته را قبلا به کشتی برده بودند	the two parts of the wrecked boat having been previously secured by her
عشقتان را بدل به نفرت کند	to turn your love into rage
آشکار بود که بسیار جدی بود.	it was evident that he was very much in earnest.
فکر کنم باید باهاش حرف بزنم قبل از اینکه تورو به بینه.	I think I'm going to go talk to her before she sees you, I murmured under my breath.
به نظرم صدای پای اسب شنیدم.	I thought I heard a horse.
من از تقدس این ناشناس خوشبختم.	I'm glad of the holiness of breakfast.
که عاشقش است و تمام زندگی خویش را فدای او کرده است	who loves him and has sacrificed all her life to him.
به جانب بندرگاه دیگری روانه شوند.	setting sail for some other harbor.
به دیوار پشت سرشان چسبیدند.	backed against the walls
مرا تکذیبی تام و تمام واضح و مفصل لازم است.	with anything short of an entire retractation
اکنون که روز است با آنکه امیدی به یافتن آن نیست امیدوارم که موفق شوم	now that it is daylight I count upon finding them when I least expect it
با او بر تختخواب افتاد	scrambled into bed with him
چون کمان قدرت آدمی ممکن نیست همیشه کشیده بماند و ضعف بشری نیازمند است به اینکه از تفریحات مجاز نیرویی تازه بگیرد.	for the bow cannot be always bent, nor can weak human nature exist without some lawful amusement.
برگرد و نتیجه را به من بگو.	return and tell me.
از جوابی که داده شد فهمیدم خانم دنت به او یادآوری کرده بود که یکی از افراد آن صنف ملعون در آنجا حضور دارد.	from the answer elicited, it was a reminder that one of the anathematised race was present.
این مسئله ناشی از به هم پیچ خوردن دوقلوهایی بود که در شکم داشت و سه روز بعد هم در اثر خونریزی شدید جوان مرگ شد.	she died three days later, poisoned by her own blood, with a pair of twins crossed in her stomach.
لکن چوپان او را اخراج کرد.	but the cowherd would not have her.
مجاناً به کشوری آزاد می فرستادنش.	shipped to his new land free of charge
مردم هیچ احساس شعر و زیبایی ندارند.	they haven't any feeling of poetryand beauty.
چهارده سال انتظار آزادی و خلاصی خود را کشید	he had waited fourteen years for his liberty
شماها هم از دردسر و خطر فراری هست ین.	YOU don't like trouble and danger.
به شرط آنکه روابط بعدی آنان عادلانه و صادقانه باشد.	if only their future relationship can be an honourable and straightforward one.
از این جمله تقریباً گیج شده بود.	rather flustered by this onslaught.
لکن بهتر است فردا عذرش را بخواهید.	but I strongly advise you to pack him off tomorrow.
اما باز هم جوابی نیامده بود.	but again there was no answer.
اسب کرند خود را جلو پلکان اداره نگه داشت و تازیانه خود را تکان داده چیزی به دهقان داد زد.	stopped his sorrel at the steps of the town hall, and waving his whip in the air, shouted to the peasant.
پنبه توی حیاط و جلو خانه روییده و طویله را در بر گرفته بود.	grew in the dooryard and up against the house, and the cotton was about the shed barn.
به پدرش چشم دوخته بود.	watching his father narrowly.
کارهای دیگری انجام دهم که در دفتر وقایع آن امپراطوری تا ابد ثبت شود	perform those other actions, which will be recorded for ever in the chronicles of that empire
دی گه هیچ کاکا سیاهی حق ندا ره این جور در موردش صحبت کنه.	then it's not for any darky to talk impudent about him.
مرد مریض ناگهان فریاد زد و سپس ساکت شد.	the man on the floor cried suddenly, and then was silent.
در حین گفتن آن فریاد کشید	he would exclaim as he said this
گویی همه چیز در خواب بود.	everything seemed asleep
کارهای گربه هم عجیب و غریب بود.	the behaviour of the cat was somewhat peculiar.
احمقانه به تو اعتماد کردم.	I trusted you.
از طرف هنگ او را برای تهیه اسب فرستادند	by his comrades, was sent to obtain remounts
اما اگر روزی ازدواج کنم بدان که برای همیشه است.	but when I get married, it will be forever.
فقط صبر و بردباری لازم دارد.	it was simply a question of patience.
اومی خواهد از اسم تو بیش از اسم خود استفاده بکند.	he means to be more the master under your name than in his own.
بقیة شش پنی را هم به مصرف ناهار رساندم	I paid sixpence more for my dinner
فکر کردم دیوانه شده است.	I thought he was mad.
یک دقیقه بعد لباس پوشیده	a single minute later he was dressed
به من اشاره کرد که در آن پا گذارم	making me a sign to step into it
سربازها به خانه وارد شدند	entering the yards.
یا به حدس قریب به یقین چون همان گونه که قبلاً گفتم این قلعه جادو است	or perhaps and this is more probable this castle being, as I have already said, enchanted
هر چیز دی گه رو که تو دنیا دارم	every thing I've got in the world.
سرم را محکم تکان دادم	I shook my head vigorously.
اما یقین هم ندارم که بهترین طرز بیان آن توسط نقاشی باشد.	but I'm not sure that the best way of saying it is by means of painting.
زانوهایش را بلند کرد.	brought up his knees.
پیش از امضای سفته سخت نصیحتش کند.	before giving his signature he must give a rather strong admonition.
حالا اگر به رفتنش فکر کنم حتما دیوونه میشم .	I'll go crazy if I think about losing him now.
فردا صبح خواهرم یادم بی اندازید که کلاه کوچکم را که توری دارد سرم بگذارم.	tomorrow morning, sister, you must remind me to put on my little cap that has lace on it.
در هر حال باید پیشنهاد او را رد کرد.	all the same, you must refuse him.
ضمناً پیپ او هم خالی شده بود	his pipe being by this time smoked out
من به خاطر دفاع در برابر این جانوران منفور دچار درد سر بسیار بودم	I had much ado to defend myself against these detestable animals
زیرا ممکن است از این هنرها کسب شهرت و افتخار کند	for though they brought him fame
آن که را که باید فراموش نمایم.	all that I do not wish to remember.
من آدمی نیستم که در مقابل اضطراب و گرفتاری تسلیم شوم و شهامت مقابله نداشته باشم.	I'm not one of those men who submit to uneasiness and worry without having the force of character to face them.
آب دهانم را به سختی قورت دادم.	I swallow hard.
متأسفانه میز اطاق گرد بود	that the table was a round one
در حالیکه بیشتر متعجب شده بود	becoming more and more excited
خیلی تنها هستم و به یک کسی احتیاج دارم که سرم را گرم کند.	I'm solonely and I need somebody to cheer me up.
از همان پی به اصل و نسب پست و ناچیز او خواهند برد.	will show the thread of her coarse homespun stuff.
ناچار از کار کردن باز ماندم.	I was not able to work.
با احتیاط و یواش به طرفش رفتم	I went for it, cautious and slow.
بلکه پیش پرداخت سهم آتی او از سود حاصل است.	but an advance out of his future share in the profits.
جسم خود فرمانده کل نیز به خواب و تقویت نیروهای خویش نیازمند بود.	the commander in chief himself needs sleep and refreshment to maintain his energy
ولی خشکی آن به نحوی بود که مشخص بود با کمی ورزش خوب خواهد شد.	but it was the kind of stiffness you know will work out with a little exercise.
درست نیست که این کار را بکنم.	I couldn't do that.
به دنبال حوادث و ماجراهای عادی خود خواهیم گشت	seeking our adventures
برخاستم و آن را برداشتم.	I wandered to the table beside the bed. I picked up the book.
جمعیت با نعره سبعانه به طرف وی هجوم آوردند	the crowd closed in with savage yells and swayed about him
معتقدیم که یک یادآوری دایم قبر برای زندگان لازم است.	we believe thata perpetual memory of the tomb is proper for the living.
من خیلی کم وقت مطالعه دارم.	but I have little time for reading.
اما در پانزدهم همین ماه تلافی ضرر نمودیم.	but on the 13th we made up for it
بر تختخواب خود نشانید.	made her sit down on the bed.
قایقی که در آن نشسته بودیم	the little gallipot of a boat that we were in
اما بابت من دلواپس نباشید.	but have no fear for me.
برای حضور در آن مراسم حاضرم نه یک روز بلکه چهار روز سفرم را به تأخیر بیندازم.	I would delay not to say a day, but four, for the sake of seeing it.
ناگهان به گریه افتاد و اشک در چشمش ظاهر شد.	he suddenly sobbed as his eyes filled with tears.
منتظر شدم تا حرف بزند.	I waited for him to go on.
در آن لحظه راضی بودم زنبور یا سوسمار باشم تا بتوانم در اینجا غذای مناسب و پناهگاه همیشگی داشته باشم.	I would fain at the moment have become bee or lizard, that I might have found fitting nutriment, permanent shelter here.
به ترتیبی که بذرافشانی براساس نوین انجام گیرد.	so that the sowing might be undertaken on a new basis.
امروز صبح صدای زنگ را نشنیدم.	I didn't hear the rising bell this morning
اگرچه هنوز سر جای خود بودند.	though they were still there.
تا بادکنکی عظیم را ستایش کنند	to express their wonderment at the ascent of the enormous balloon
