ولی حس ناخوشایند چیزهایی که ناگفته مانده بودند را داشتم.	but I had the uncomfortable sense of things left unsaid.
چنان از فریادی پر درد و وحشی و غیر زمینی جا خوردند	was startled by a cry so plaintively wild and unearthly
ناگهان از جابرخاست و آنگاه بر خود مسلط شد.	then suddenly sat up
در راهرو زشتش راه خود را به طرف تلفن باز کرد.	then made her way back to the unlovely foyer to find a telephone.
بی آن که نشان بدهد چیزی شنیده در میان خشم پیرامونش گم شد.	disappeared deftly into the angriness around him.
احساسش عود کرد و احساس غم و الم و اندوه بر او هجوم آورد	then sight returned, and with it feeling and grief.
باری پس از پنهان کردن پول به جای خود بازگشتم و خوابیدم.	I went back to my bed, lay down and thought
به طور مبهم به آرزوهایی که برآورده نشده بود	sorrowfully of what had not,happened
ولی ظاهرا از این کار منصرف شد و آرام روی صندلی نشست.	but evidently changing his mind, sank slowly back again.
بدون توجه به اطراف. مستقیماً به طرف پنجره رفتم و آن را از هم گشودم.	I went at once to the window, and looked out.
تصویر فرمینا داثا با تمام زیبایی در آینه منعکس شده بود.	at an angle that allowed him to see her reflected in all her splendor.
که حاضر نبودند یک لحظه هم از کار خود عقب بمانند مشغول دوخت و دوز بودند.	unwilling to lose a moment, bent over their sewing.
آنگاه پس از چند ساعت به نزد گیلبرت بازگشت و اعلام کرد	returned after a time to say that the only thing he could think of
من برای سپاسگزاری بخاکپای اعلی حضرت افتادم.	I made my acknowledgements by prostrating myself at his majesty's feet.
مجبور شدم به محلی که آن حیوان از آن عبور کرده بود بروم و دنبالش بگردم.	I was compelled to go down to the spot where the animal had been and look around for it.
باز همان احساسات کذایی را در من بیدار کرد.	had his usual effect upon me.
من میل داشتم سگ را با همه استعدادهایش به شما نشان دهم.	I wanted to show him in all his glory.
که در ابتدای صحبتش به نحوی نتوانسته بود به مغزش راه یابد.	which somehow had not penetrated to his brain before.
تلاش فراوان لازم بود تا باور کند که همسرش زنده و سالم است	he had to make great mental efforts to take in that she was alive and well
تا آنکه سرانجام شهامت لازم را برای اعتراف به آنچه در دل داشت پیدا کرد.	until finally he had gatheredsufficient courage to tell her what was in his heart.
قصدم این بود که او را همچنان آرام به حال خود بگذارم	meant to leave him calmly.
نگاهش را پائین بط رف زمین بیرون از سلول انداخت	now he involuntarily fell back two steps.
تا آنکه رفته رفته توجه به آنچه در دستور بود معطوف گردید.	before bending forward with a strained attention.
علاقه شدیدی دارد که با تمام قلب و روح خود خدمت گذار آنان باشد.	was eager to serve them with his whole heart and soul.
اما در همان لحظه بیمناک به سوی دیگر جست.	but immediately jumped aside in terror.
آنگاه متوجه شدم که بر لبانش تبسمی نقش بسته است!	then he seemed to smile.
ولی وی چنان جیغی کشید که از شدت ترس به عقب پریدم و دستش را رها کردم.	but he shrieked so shockingly that I dared not proceed.
عاقبت چشمش به من که بر زمین دراز کشیده بودم افتاد.	at last espied me as I lay on the ground.
برای نخستین بار در برابر کلاید عصبی شده بود.	for the first time nervously, where he was concerned.
که ساعت را عوضی گرفته بوده و همه چیز به نحوه دیگری غیر از آنچه او تصور کرده بود صورت گرفته است.	that he had made a mistake in the time and that everything had been different from what he had imagined
دکتر به فکر فرو رفت و محاسبه کرد و نگران شد.	set him thinking and counting, and evidently made him uneasy.
ناهار را در آنجا صرف کرد و یک شیشه شراب خورد	dined there, drank a bottle of wine
بلکه ناشی از چیزی شبیه به یک اغوای مداوم بود.	it was like a continual seduction.
من که آمدم از پنجره در حال بالا رفتن بود.	I left him climbing to the window
اِما بلافاصله احساس کرد باید موضوع را عوض کند.	her immediate feeling was to avert the subject, if possible.
نتوانسته است مقصدش را به روشنی بر زبان آورد.	he hadn't spoken clearly enough
او سپس به بیرون دوید و سرکرده دزدها را به خاک انداخت.	than he ran out and threw the leader down,
بلافاصله از جایش برخاست و به طرف قفسه رفت	she was instantly upon her feet again
از او خواهش کرد تا هرچه زودتر از جاده دور شوند	entreated him to leave the place at once
روشن بود که بیماری سختی را از سر گذرانده است.	as if he had been pickled.
چنانچه با این وضع خود را به حاجب امپراطور معرفی کند	feared that if he were now to approach the gentlemen in waiting in that plight
متوجه شدم که نزدیک بوده به او حمله کنم.	I realized that I had been about to attack him.
اگر کرده بود با آن وضع و حالی که من داشتم شاید از نظر حزم و دوراندیشی و به سبب حفظ جان خود	if it had, yet, as my affairs then stood, I should perhaps, in point of prudence and self preservation
نوعی احساس یأس در وجودش خزیدن گرفت که مفهوم آن این بود که همه چیز برای اودرشرف تمام شدن است.	a creeping resignation that it was all over.
بی آنکه او خود ملتفت شده باشد تخفیف یافته و وارد مرحله نقاهت شده بود.	without her being conscious of the fact, entered upon its convalescence.
وقتی بدان جا رسیدیم نوکرم را در دهکده گذاشتم و خودم پیاده به طرف درهای که تراش کراس گرینج در آن واقع بود به راه افتادم.	I left him there, and proceeded down the valley alone.
دلش را به این خوش کرده بود که عضوی از آن خانواده شده است.	with the illusion of feeling that he was part of a family.
حیران بود که ناگهان چه بلائی سرش آمده است.	was asking herself what was this now that had so suddenly come upon her
آهسته از خوابگاه بیرون آمد تا کنتس را که تازه به خواب رفته بیدار نکند.	so as not to wake the countess who had fallen asleep only toward morning
مجبور شد بغض گلویش را فرو دهد تا اشک از چشمانش جاری نشود.	had to hold back the knot of tears that choked her.
حتماً عقلشو از دست داده و سر به بیاب ون گذاشته.	lost his mind
من تو را در گاری چهار چرخ گذاشتم و در خانة مردمم پنهان کردم.	I carried you to the wagon and hid you at the house of my people.
هورتنس مثل گربه خشنودی که غذای سیری خورده باشد خود را به کلاید نزدیک کرد و نجواکنان گفت که هرگز این لطف را از یاد نخواهد برد و امتنان خود را بزودی نشان خواهد داد قول داد که بار اول نیم تنه را برای او بپوشد.	coming out of the restaurant and purring like a cat, that she would never forget this and that he would see and that she would wear it for him the very first time.
پس برای رعایت کردن ادب از اتاق خارج شد.	laid himself out to be polite and social.
در همان حال نظری به سوی دکتر ما نت انداخت.	with a glance at her father.
ولی دیگر نتوانستند تصور کنند که او چگونه داخل رفته بود	but could not imagine how he had entered.
وال که به واسطه این ضربت دچار درد جانکاه تحمل ناپذیری شده بود	goaded by it into more than sufferable anguish
دست به سوی قلمش برد و نگاهی به نوک آن انداخت	reached his pen and examined it
به من یاری کن تا در حضور او بیشتر متوجه پستی و زشتی خود شوم	grant that in his presence I may rather see my own vileness
از تعجب نفسش در سینه حبس ماند و سپس جیغ کشید.	gasped, and then screamed.
هرچند این اضطراب در زیر نقاب آرامش و تمسخر خود و وضع خویش و آنکه در انتظارش بودند پنهان بود.	covered by a mask of unconcern and ridicule of themselves, their situation, and the person for whom they were waiting.
