source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I held it over my head for four hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	the middle of the night and the square founder
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't think I should have left it.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	I've got all my faculties as well as ever I had in my life.
کاغەزەگە گردەو کرد.	he picked up the paper.	I drew a piece of paper and a pencil.
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	though they have been so busy always to do pounce.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I do not swear by the religion of the sects to which I have been ordained.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	indeed, he had opened an account with my house for his son
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	He asked in a mixed tone.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my knee gently from the waist.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	in either case indicated the amount of noise that was used to signal the signal that he had been using it.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I thought all this very pretty and engaging
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	thinking that it was really a dream.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I'm very sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I've had a lot of love in my life, and it really was a shame.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but from a man's step in the middle of the sentence, only by the blow of a cannon ballot, and that it had been blocked from view.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	how a man with the dignity of that young man could be struck helpless
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	as if they were to be struck helpless
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I'm just here to see this lady.
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	From your faith, he came to me.
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	But he held her hand safe.
