source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	I was with him for four hours.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	bending, kissed her cheek.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I don't think the experience is over now.
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	He tried to drive the old lady out of the room.
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	Then he pulled the paper from the side of the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	This beautiful, cultured lady is at peace with her comrades and acquaintances.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I stopped in my tracks, spinning to face him.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	in relation to which document he had a notion that time was beginning to press now.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	He was terrified and hesitated.
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	I know the answers to many puzzles.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	the man is as surly as a dog, always ready to swell up like a bullfrog's.
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I soon realized that I had lost my mind and lost my sympathy.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	without a doubt, seemingly, that the complexity of these conditions is peculiar to himself,
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	but they were so very dissatisfied
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I've had the most to do in my life. I've been blessed.
بەڵام جە حاڵیە کە سەرو دەسا و زانویشاوە خزێنێ جە لێو گیاوەکانە لوێنێ وەروە بە تەقناو هەمزەمانو تفەنگەکاشا حوزورو وێشا ئێعلام کەرد و دماو تەقناو تفەنگی فرەیە جە سەروازەکا سەرو ئەسبەکەیشاوە کوتێرە واری.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but while he was on his knees and knees above the matches, he raised his voice to count his rifle in the signal that he had not had time to recover from the other side of his column.
پسۆ ژیمناستیک کاریە کە پی کاریە عادەتش هەن	like a man accustomed to that kind of gymnastic exercise	so it is impossible for me to guess that it is rotten nonsense.
گۆش گیرتەی جە دەنگدانەوەو هەنگامەکا ساڵانی	listening to the echoing footsteps of years.	as if he were about to cry about what he had done.
مشۆم خانمەکؽ وینو	I must see the lady.	I want to see the lady.
ئاﮆ پسە کەسێ یارمەتیدەر دیار بؽ پەیت	he struck you as being pretty handy.	He wanted to help someone else.
بەڵام دوور سڵامەت بؽ جە دەسش	but it was safe out of his reach.	but it was far removed from his control.
من گرد وەهمەکؽ جە دەس داینؽ	I have lost all my illusions.	I put the helm up to run him through the paramedics' thoughts.
ئؽسە گرد بؽدەنگؽنؽ خاوەنەکؽشا یا مەردؽنؽ یا ڕەماینؽ	all of them silent now, their owners dead or fled.	now it is your turn to die, or to sink from greatness.
فرەش نەبەرد بە هەمان شؽوە بە فراوانی کریاوە	it soon stood wide open also.	she did not suffer much to do the same thing.
ناکایێنە و بە دڵ سەردی زانام ئینە دماین ساڵەو منەنە	I knew with sudden, chilling certainty that this was my last year.	I do know that I'm going to have this year off.
دەمم وستەبیرە	I kept my mouth shut.	I shut my mouth.
ئیمە هیشتای ئینایمؽ چا یاگؽنە کە چەنەش بؽنمؽ	we're still where we were.	we might be interrupted in the most interesting part of my story which would be a pity
یەکسەر زانام ئی کرؽڵە پەی چیشیا	I knew immediately what this key was to	I knew immediately what Krill was going through.
پەوکای تاوی جەحەنەمەکەی دوور وزیۆو من تەنیا جیا بازی	so you can get the hell away from here and leave me alone.	the only bounds one side of my cell
بەڵام کەس نەیارؽ دەسش وەردۆنە	but nobody dared to interfere.	but no one dared to touch her hand.
یان دانشا سەرەیش	or knocked on the head	He has gathered his knowledge and understanding.
چاگە تا نزیکەو شەوی مەنۆ	there he remained till nearly nightfall	It's a good thing that we got to get up early the night.
پسە ئانەی کە ڕوێ بەزارێ تەوەنی زلەش بیەبۆ	as though it had once been a large stone pigpen	So that the day will be a perfectly good one.
کە پەی ئاﮆی بە ئؽش و قورس بؽ	that was painful and difficult for him.	that was loaded and loaded for him.
داواو عەفوؽ کەرو کە تۆم دلؽ یاگەکینە ئاردی بەرۆ	I'm sorry I've dragged you out of bed.	I prayed to be forgiven your disgrace.
کاتو ئانەینە کە وازباری	it's time for you to step aside.	That's when he resigned.
کە نەتاوام کەروش	as I could not possibly have done	But I couldn't help myself and I laughed.
گومان نیا چانەینە کە ئینە بؽ بە هۆو ئانەی کۆتایێ تراژیدیش ب	I have no doubt that it led to his tragic end.	There was no doubt that it was a tragedy ending.
کاتێ پۆکەرەکەش کەیس و دزەکانە دەسکەوت	when he got the poker in case of burglars	when the thief comes into the thief's arm
ڕەفیقە خزمەتکارەکەم فەرمانش بە سۆرێل ناگی کەرد	ordered the sorrel nag, my fellow servant	my comrade did not compile the order
کە هەرگیز جە سڵامی فەرمی زیاتەر نەلاینؽ	that they had never gone further than formal greetings	that I shall never have received more than an official greeting.
بەڵام بتڵەکؽ یاگؽ وؽشانە بؽنؽ	but the bolts were in place.	But the baby needed cow's milk to feed himself.
وەشحاڵەنا کە گؽڵایۆ پەی کاتو وؽش	I'm glad she got back in time.	the chances that may come to us on the way.
بەڵام گرد و تاوانەکەی وزو ملو وؽم	but I take all the blame upon myself	but the whole thing was wrong
بە خؽرای تەماشەو دووریش کەرد	looked quickly away.	He looked at it with a thoughtful eye.
دارستانەکە ئؽسە جیاتی سیاوی خۆڵەمێشی بؽ	the forest was gray now instead of black.	the woods were now grey instead of grey
کە ئیمەش وستیمؽ تەمەلی	which disposed us to sloth	We're doing our best by our best.
کە وەربهێنانش کەردەن نەهەنگەکەنە بە تیۆری سروشتی	that so much invested the whale with natural terror	that the repetition of the repetition of the hour of appointment for the following night is not contrary to the natural principles of judgement.
پەی ئانەی جە دەسش ڕزگارش بۆ بڕیارشدا وڵاتەکەی جیابازۆ	in order to escape from her, he determined to quit the country	that he would save himself from his decision to leave the country.
مەژگش قینیش جە کۆکراوەکەو وؽش نەبؽ	her mind had no distaste for her own set	he had never had time to think about it.
پابەندبیەکەی کاڵ بیۆ	the obligation faded.	The body was still sick.
