source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I was delayed an hour until the tide subsided slightly.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	He drew out his black knife and opened it.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't need to tell that story.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	she made up her mind to an old man's heart.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	dragged the day to the front of the table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I can see the sides of this beautiful creature always ready dug to the seaman's hand.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I'm wrong because of this.
کلاید راس راسَکی اسیر با	so truly was he captivated.	locked her up in a bag full of rusty old face.
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	His voice was filled with stress and fear.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I'm not going anywhere.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but let them now say it is rather a document of their crime.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I thought sometimes of myself the same way.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I do not think that he has reached the height of his unusual sanctity.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	I've been looking for this myself.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm very glad about the woman. But I'm miserable.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but when his breastfed, he held it before him, and at last he pulled his rifle from under his arm, and afterwards he saw many of the soldiers in the lower part of his colt.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	he had been with him now long enough to do it.
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	attention disengaged, he necessarily began on the subject with her.
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	I just have to keep an eye out for this one.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	does he seem to have neglected to drive himself away?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	but pushed her hair back off her face.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	I hope they're all gone.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	whether in the morning or in the afternoon.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	they were soon skimming swiftly over the great western gate.
ایی دَفَعی فَممَه کو اْم دِ چمه آخرنَه سالَه	I knew with sudden, chilling certainty that this was my last year.	I came to a very keen realization that this was the end of the year.
پس چْمْه دَنی دَوَسْمَه.	I kept my mouth shut.	I closed my eyes again.
امه فلا هَه جایی مَندیمونَه کو پیشتَر مَندیمونا.	we're still where we were.	we had shoved off and given way.
زوتَری فَمْمَه کو اْم کْلیل کاری شْنا.	I knew immediately what this key was to	I'm sure you'll find this essential.
پس ت ْ شای اْشتْه را بیگِری و بْشی و مْن تاکیلَه پس بَهَرزی.	so you can get the hell away from here and leave me alone.	Then you take it into your house and go with me alone.
ولی کسی نییاری کاری کو دخالت بْکَری.	but nobody dared to interfere.	but no one interfered.
یا عْمکو ناخْدا اشتن کله چاکْنْه	or knocked on the head	Or they're gonna cut the hair off her head.
آنسلم تا آفتاوی نْشتِه موقو ها مَندَه	there he remained till nearly nightfall	I was gonna go tom cattin'''an' here I ain't had time to do none of them things.
چه اصلییَه ساختْمون سنگَه خواَ لونَه اِستا	as though it had once been a large stone pigpen	It was a stone door being made.
ام دردناکَه سَختَه کاریا	that was painful and difficult for him.	it was a most painful event.
متاسْفیمَه لْکْلاکو تْه بَرونتْمَه بیرون.	I'm sorry I've dragged you out of bed.	I'm sorry I let you off.
چه وقت آرَسَه کو تْ کَنار بْکَشی	it's time for you to step aside.	When he drew out of your shelter.
هیچ وقت مرا ایمکان نداری	as I could not possibly have done	I can never do it.
از شک ندارم کو چه مرگی باعث به	I have no doubt that it led to his tragic end.	I am sure you will find me in the cause of this dreadful tragedy.
ای دفه ای فیکری نه ک دز اومه و شومینه بسکی پیگتشه	when he got the poker in case of burglars	suddenly the thought occurred to himthat I had left the thief and his mother
کورانه اسبی ک چم خدمتکار و همقطارا فرمون دوشه	ordered the sorrel nag, my fellow servant	but all in a somewhat decayed condition
البته فقط ایله خشکَه سلام علک	that they had never gone further than formal greetings	but, of course, only as a silent witness.
خواستشه درآ ویندشَه بر دله کو دوسیَه.	but the bolts were in place.	He closed the door and went down.
آخا تا هَه روز چیزی صِحِب آبه نیا کو غرصه هرده ارزشی بداره	I'm glad she got back in time.	for there was nothing but singing under the pretext that
ولی مْرا چْه مونی ام بدبختی تمون چمه گردن دَلَکَه	but I take all the blame upon myself	But I've been misled in my marriage.
تْن تَری اْشْتَن چِمون اَی کو گاردْنْدْشَه	looked quickly away.	He's looking at her just now.
جنگل الان سییا کو آبَه رَش!	the forest was gray now instead of black.	Now it's a black forest!
ام کار تمون اَمَه لَسَ شْل و پَلو آکَره	which disposed us to sloth	pulling it out
اْم والی تا هَدَه چی تَرسی را بانِه کَردَشا	that so much invested the whale with natural terror	but all in a somewhat decayed condition
امی را کو دِ ِنخای شَوونَه کیله بْوینی تصمیمش گِتَه کو اْشتَت وطنی کو بْشو	in order to escape from her, he determined to quit the country	we were going to have the bulge on our men, and then we were going to have the bulge on the men again.
اصلا اشتن وضعی کو ناراضی نییا	her mind had no distaste for her own set	with whom he was not dissatisfied at all.
کلایدی اْشتَن قایلی ویر بَرشَه	the obligation faded.	he had his meals as usual
وا نی اَمون نِدوعَه و دو و دوشابی یَندی دوشَه	I never see the wind blow so.	he got out of it, and dropped into the rain crust.
اما شازادَه اَی کو نار دَبَه	but the old prince interrupted him.	but the prince has disobeyed it.
تندَ رگی خونِ ایدَفَعی آپَرکییَه	turned into a rout because of a devastating downpour.	somehow made her usually soft voice heard above the tumult.
ها چیمی سَرَفا دَپَرچین آپَرچین کَردمَه که چمه درزَه کلَاس بْبو.	arranged it for the future schoolroom.	well, he'd hand 'em something that would surprise 'em.
