source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I took him four minutes.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	You've been there a long time, and you've been there a long time.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I was so tired of this adventure.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	But you don't have to leave it alone.
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	It's like he's sitting at the dinner table.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	But you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it like you're looking at it.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	I was made an enemy and a threat.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	That's why he was there.
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	But he knew I was strong.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	I'll tell you what I'm doing now.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I had this thought in my heart and made it into my poem.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	I'm sure you'll have a good night's sleep.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	I felt a lot of sadness.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I didn't have a lot of luck in my life.
