source	reference	translation
چهار سات مؽن ای وضع وه چول کردوم	I was four hours under these circumstances	I was in a four-second state of shock.
وا جوڤه و پاکش چارهونیی.	in plaid frock and trousers.	You're going to have to clean it up.
مو نؽلوم ئیچنو تمۊم وابۊ	I won't let it end like this.	I don't know what I'm doing.
پلرد که نیت دالۊ نه هالیس وابۊ	trying to grasp the old lady's meaning	But he didn't mean it.
رۊزنامه نه تی میز ڤورگرهد	he picked up the paper.	The notebook is on the desk.
گاشت ئی دوهدر نازلۊ سی همیشه ز دست روه.	she might be required to sink herself forever.	But he's always in my hands.
وا دشمۊن نهیڤوم دا	he ordered me in with an oath	I don't think I'm your enemy.
وه راستی کلاید وه دیل وابیڌه بی	so truly was he captivated.	But he was certainly a man of good will.
هو پورسی: دنگس وه زهله و تلواسه هوشک و گرهڌه بیڌ	she asked, her voice rough with stress and fear.	Huey Porcy: Be wary and poisoned.
آرۊم و زۊر زۊنی ڤورایستام	I raised myself gently upon my knees	I'm a woman, and I'm a woman.
وا اؽ حال چینو دیاره که همه چی و هر چی که نهنگس بؽ اوسو، نشوݩ إده که هو اؽ کارونه کرده.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	It's as if he's lost everything and everything he's lost.
توندی اؽ فرگانه منه سروم‌ در داڌوم و بیت راست کردوم.	I immediately turned this thought over in my head, creating lyrics.	I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door, and I was able to get my hands on the other side of the door.
وا ئی گمۊن که مدال ز طلای بی غش بۊ	thinking that it was a medal of solid gold	It was as if they had lost the silent gold medal.
ولی غلۊه سیسۊݩ حس لۊل کردوم	but I felt so sorry for them	But I felt a sense of relief.
بڌبختی یو نه که مو زنده‌یی نه غلۊه دۊست داروم	I've loved life too much, shamefully much.	I don't think I'm alive or dead.
ولؽ رؽ دستا و زۊنؽ سئرن منجا پرزینا و تئنا وا تؽر زیڌن که خیلی ز زؽنا نه پتی إکونه بؽڌن خوسونه إگون.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But with her hands and her mysterious faces, she was so overwhelmed that she didn't even know what she was doing.
چی جیمناستیک کاری که هۊکاره ئی کاره	like a man accustomed to that kind of gymnastic exercise	What the gymnasts are doing now.
وه دنگ پای زمان گۊش اؽڌه	listening to the echoing footsteps of years.	But he's halfway through the day.
مو فقط وا ئی خانوم نه بڤینوم	I must see the lady.	I just don't think about it.
وه نظر تو هم آڌم وه کار بخوریه	he struck you as being pretty handy.	I'm sure you'll do it.
ولی سیسرک ز دسترسس وه دیر بی	but it was safe out of his reach.	But he was out of reach.
گشت آرمۊنلم وه دستوم رهڌ	I have lost all my illusions.	I'm in your arms.
صحاڤلسۊݩ یا مورده بیڌن یا فیچسته بیڌن	all of them silent now, their owners dead or fled.	They're either good or bad.
وه زلی وه ئی لیک کۊچیر رهؽ سی عبۊر واز اؽبۊ	it soon stood wide open also.	But he gave up the small poison of his mother.
یه‌ناگه و وا دلسردی فهمستوم که یو سال آخرمه	I knew with sudden, chilling certainty that this was my last year.	I suddenly realized that I was one year away.
په دهۊنمه واز نکردم	I kept my mouth shut.	I didn't give up.
ایما هنی همۊچونیم که ویساده بیمۊݩ	we're still where we were.	We are the only ones who are afraid of him.
فۉرا فهمستوم ئی کلیل هؽن کۊچو بی	I knew immediately what this key was to	I knew I had a key.
په تو اؽتری رهته بگری بری و مو نه تهنا بؽلی.	so you can get the hell away from here and leave me alone.	You have to keep your head up and keep your head up.
ولی کسؽ جوریت دغالت مؽن ئی کار نه نڌاشت	but nobody dared to interfere.	But none of you had a choice.
یا یو که ناخڌا سرس نه اشکنه	or knocked on the head	Or one who doesn't want to cry.
هو تا مجال ٱفتۉنشینۊݩ اوچو مند	there he remained till nearly nightfall	so that they may have room for observation.
هۊنه بون هو رۊزؽ لهرؽ نه بؽشتر بی	as though it had once been a large stone pigpen	I don't think he's a very good person.
ایو کارؽ زنشت دار و دوشخار بی	that was painful and difficult for him.	You've got to keep your fingers crossed.
بۊهخشین که مؽن جا کشیدومت در	I'm sorry I've dragged you out of bed.	I don't think they'll let you in.
مجالشه که دی بکشی کنار	it's time for you to step aside.	It's time for you to leave.
ز ته سیم امکانس نی	as I could not possibly have done	It's not possible.
شکوم نی که باعث مرگس وابیڌ	I have no doubt that it led to his tragic end.	I'm afraid you're going to kill him.
وختؽ که وه گمۊنؽ که دوز اویده سیخ چاله نه ڤورگرهڌ	when he got the poker in case of burglars	when he had lost the salt of his poison.
وه اسپ کرند که خزمتکار و دۊست مو بی فرمۊن دا	ordered the sorrel nag, my fellow servant	And they took away the treasures of the house of the treasurer.
جلز یه سلۊم علیک رسمی	that they had never gone further than formal greetings	It's like a formal ceremony.
خاس بیا داخول که در ز داخول بسته وابیڌ	but the bolts were in place.	Come in and see if you're locked in the locker room.
مو سرمست ز یو که هو سر مجال ڤرگشته بی	I'm glad she got back in time.	It was like he was out in the middle of nowhere.
ولی وه گمۊنوم گشت گونا ئی بڌبختی وه نای مونه	but I take all the blame upon myself	But I've lost everything.
یه‌ناگه تی زس ڤرگرهڌ	looked quickly away.	Suddenly, he came back.
دارستۊݩ ایسو ز رنگ شه وه رنگ کۉ وابیڌ	the forest was gray now instead of black.	It was a dark, dark night.
ئی کار ایما نه وه کاهلی اؽواداره	which disposed us to sloth	We're doing a lot of work.
که ئی واله ئیقزر زهله بر کرده بی	that so much invested the whale with natural terror	that he might make a poison for himself.
سی یو که دوهڌر چۊپۊنه نڤینه تصمیم گرهڌ ڤی ولات روه	in order to escape from her, he determined to quit the country	But he didn't think twice about it.
ز حالس ناراضی نبی	her mind had no distaste for her own set	he was unhappy.
گشت ٱند خوسه ز ڤیر برد	the obligation faded.	They were all very pleased.
