source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	We've been waiting for you for four hours.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	It's a game of chess, and you're in the middle of it.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't want to hear the story of the spider.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	You've made up your secretary's imagination to make sense of the old man.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	I'm sitting at my desk every day.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I'm a witness of the everlasting beauty of the sea.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I'm wearing my clothes.
کلاید راس راسَکی اسیر با	so truly was he captivated.	Clyde was a very good prisoner.
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	It's a sound of stress and fear.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	We didn't want your comfort zone.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	But they'll all show you're a sinner.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I don't have a poem in my head.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I have no idea who you are.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	I'm sorry you're in a lot of pain.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm afraid of my misery. I'm afraid of my misery.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But as you have the best of both worlds and the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	The gymnasts are doing something about it.
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	when you'll listen to the sound of your feet.
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	I can only follow one of them.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	You don't think it's a good idea?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	But most of them are in a circle.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	The faces of the survivors are all in the wind.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	whether you are good or bad or hateful.
