source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	That's what I'm doing now.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	All the people in your trousers.
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I didn't say what happened to you.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	He was trying to get the old woman's voice back.
روزنومه ره میز کنار جا بیته.	he picked up the paper.	I'm sitting at my desk every day.
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	But you've got something to teach you.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	He'll lead you to the door.
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	I'm going to take you as prisoners of war.
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	he was terrified of being born again.
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	They've been waiting for you for a while.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	But he's a witness to everything that's happened to him.
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	Andreck had the idea of turning to you for a poem.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	It's as if he's got a gold medal.
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	But he was very sorry.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I like the religion of the people. This is misery.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But the man who had the knife and the knife on the side of the knife, who had the knife on the side of the knife, and the knife on the side of the knife, who had the knife on the side of the knife, and the knife on the side of the knife, and the knife on the side of the knife, who had the knife on the side of the knife and the knife on the side of the knife, who had the knife on the side of the knife and the knife on the side of
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	The gymnasts were doing it the way they were doing it.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	he was in a dark time.
من فقط ونه این زنا ره بوینم	I must see the lady.	I'm just waiting for this woman.
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	You're in a lot of pain.
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	But you don't know what you're doing.
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	All hopes and desires are lost.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	They're either dead or paralyzed.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	Sooner or later, she'll be ready to vote.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I don't know what you're doing, but it's the end of the year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	So he put it in his mouth.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	But you'll feel the same way you did.
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I'm sure you'll understand what I'm talking about.
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	so you could take him away from you and keep him in the dark.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	But no one is going to get in the way of you.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	Or maybe he's in a state of tears.
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	I don't want you to leave it alone.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	so that the foundation of your house may become a rock for you.
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	It's a painful and painful thing to do.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry to interrupt you.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	It's good that you're out of your mind.
هچ را مه واسسه امکان ناشته	as I could not possibly have done	It's not possible.
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	I don't think he's going to die.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	He's going to tell you that we're going to rob him.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	he was the servant of the rider and the trainman of the rider.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	Of course, just to say goodbye.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	she's in love with the doorman.
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I'm the only one who has time.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	But it's all your fault.
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	But he didn't think about it for a moment.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	I'll see if you're grey or grey.
این کار اما ره تنبل و سس کنده	which disposed us to sloth	But he was a coward.
که این وال ره جوری هکرده که اینتی ترس ایجاد هکنه	that so much invested the whale with natural terror	who has made you fearful.
از اینکه اون چپون کیجا ره نوینه دیگه تصمیم بیته که شه مله ره سر اله	in order to escape from her, he determined to quit the country	instead of deciding where to turn.
هچ شه جا راضی نییه	her mind had no distaste for her own set	She's never been happy.
کلاید شه تعهد ره از یاد بورده	the obligation faded.	Clyde has forgotten his commitment.
بوا هم امون ندا و زمین و زمان ره دپیته	I never see the wind blow so.	It's time and space.
ولی شازاده وره پیش دکته	but the old prince interrupted him.	But you're in front of the princess.
ناگمونی تند شلاب جا رته رم بییه	turned into a rout because of a devastating downpour.	I don't think you're going to get any more water.
اونجه ره برای اینکه بعدا امه همکلاس و درس بووه رج هکردمه	arranged it for the future schoolroom.	I was there for my classmates.
من کشیش هسسمه و ونه از هر فکر بدی شه جا دور باشم	I am a priest and therefore I ought to be above suspicion	I'm the chaplain, and I'm out of my misery.
هنو با هری شیش گوم فاصله داشته	still lying on the staircase six steps below him.	He was away from Harry.
شه دقیقه تموم اسب حرکت ره اشا	watched the horse's action for the space of three minutes	He was out of the car for six minutes.
ولی فکر هکردمه که غم و غرصه چیزی هسسه که بهرحال آدم ره دس دنه	but I thought grief was something you felt anyway.	But I thought the grief was something that would make you feel something.
از پله بالا بورده تا راهروی دله برسییه به ات تا در	went up the staircase to a door in a corridor.	he walked up the stairs to get you to the door
هرچن این زمت مزی که خرند باشه نداشته	though with but small success for their pains.	But he didn't have the luxury of buying it.
همینتای سسه ات تا وکیل ره واسطه بیته که کار ونه جدایی از وه ره درس هکنه	but sent an intermediary to arrange the terms of the separation	so that you may have an attorney who will dissuade you.
چون پیشترا این همه نیاز ناشتمه تِن بائم	for I have never had such need of haste before.	Because I didn't need it before.
از دستوری که ونه مردی وره هدا	at the orders her husband left her	from the hand of a man.
با کنجکاوی و دقت اون زمین که دکتمه ره شه دور ور ره اشامه	look around me with some interest on the strange land that I was in.	with the curiosity and attention of my doctor's neighbors.
پشت جا سنگ خره سر لم هدا	lay down on his back on the heap of stones.	behind the sandstone.
قرار نییه ایی وره از نو بوینم	I was never supposed to see him again!	I'm not going anywhere.
انگار ناچار بینه که بلن و شه حرف ره بزنه	as if they were forced to let him say it.	It's as if he had to speak to her.
همنتای سسه شمه سره ور بتجسسمه	that is why I hastened to you.	I'm going to spy on you.
نخوامبه دیگه این موضوع خوری گپ بزنم	I don't wanta talk about it no more,	I don't want to talk about it anymore.
همینتای واسسه هسسه که سطح کشاورزی فرو بورده	that's how it is the whole level of husbandry has fallen.	It's like he's been uprooted from the farm.
ونه ته ره هشدار هدم این اتاق جا هم گت تره	I should warn youit's bigger than this room.	I warned you that you were out of the room.
شه واسسه و شه وچون واسسه ات تا دوکتور استخدام هکرد بییه	for herself and the children she employed a physician.	He was there for you to hire a doctor.
تا اونجه که تونسسه مفق بییه گت گتون میز ره اماده هکنه	she did everything possible to keep the places at the table of honor in order	so that he could sit at the table.
این نحسه مار ره دیین تلافی ره هکنه	a recompense to you for his mother!	It's like he's trying to make up for what he's done to us.
همینتای سسه شوسری بورده اونجه	he went down that night.	That's where the laundry room is.
شه اسب ره مهمیز بزو و دیما روخنه بورده	spurred his horse and galloped into the river.	It was a dark night, and it was a dark night.
منم شه جا زمزمه کردمه	I still humming my little tune.	I was out of sight.
چن تا تیکه یخ ره دسمال دله دکردا ونه سر بشندییه	ice cubes on her head	so that you may keep the ice between your fingers.
کشید و از اون شه ریکای عکس ره بیرون بیرادن واسسه به کار بورده	she used it to push out her son's photograph.	he pulled it out of his pocket and pulled it out of his pocket.
تو شه پیش خیال هکرد بی که ات تا کچکی جنگ مه جا هکنی	you reckoned on a bickering!	You had the idea that you were going to war.
دلسوزی په کره هم بییه مه ره اتاق دننه	I should be given a small room as a favor	There's a lot of sympathy in the room.
بیتتر از اسلحه و گلیله سراغ دارمه	than either a bullet or a knife.	I'm more than a gunman.
هر کی ات دور شوهرت مزه ره بچشه	once you've had that first taste	Whoever is around you will enjoy it.
هارشینه تونده ات د سات اون حال هوا باخسه	or trying to snatch an hour or so of sleep	He's got you up in the air now.
انگار هچیی پیش نییمو	just as if nothing had happened.	It's as if we're not doing anything.
با این کار اتکه ونه تنِ پوس و لواس بوسندی بییه	tearing both skin and clothes to some extent in the effort.	It'll make you feel better.
من سرنوشت این بییه که درس روز جان بکندما زجر بکشم	I shall have to toil and moil all my days	I'm destined to suffer when I die.
ات دسته آدمه که دیین ره تازه شرو هکرده و النده که ازرائیل ونه جان ره بیره تا د مرتبه بیعاری هکنه	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	You are the hand of a man who has just begun his religion, and who has come out of the state of Israel and has come out of the state of consciousness.
ایی خواسسه دیگرون دم ره بیره تا کیک ره نخرن	as earnestly tried to prevent any body's eating it.	so that they may not have a cake.
تا اون گدر که وشون چش اسپی دیار نییه من مشکلی نارمه	I'm not really in trouble until I see the whites of their eyes.	I don't have a problem with her being a spy.
من انتظار ناشنه که شه باشم	I hadn't expected to be myself.	I wasn't expecting to be here.
چونکه ویشتر از هش سال ناشته	for, although she was only eight years old	Because there's no more than a year's worth of it.
اول باشن چون که چپر فقط ات نفر سسه را داشته	both of them could not be first, for the ladder would but admit one man at a time.	They were the first, because the chaplain had only one voice.
اونجه جز هسسکا هچچی دنی بییه	naught was there but bones.	There's nothing left to say about it.
من میز دورور ره ات تا بشامه	I look helplessly around the table.	I'll sit at your desk.
حتی اون زمانی که ونه دره حبس بیی بییه	not even the length of time he had been imprisoned	Even when he was locked up.
وره سره ی ور بکشییه	dragged him to the house.	I'm going to kill him.
شما اولی آدم هسسنی که اینتای جا باخور بوین	you'll be the first to know.	You're the first person in the room.
شما ره بتتمه که من دیگه کشیش نیمه	I told you I ain't no preacher	I'm half the chaplain now.
ظاهرا مه میونی انگوس دون بلنتر بییه	seemed to be somewhat longer than my middle finger.	It's as if you've lost your fingers.
چونکه من شه خدای موتاجمه که مه ره ببخشه	because he hopes to be forgiven	Because I need God's forgiveness.
شه سر ره بوور نکردما تکون بدامه	I shook my head in disbelief.	It didn't make any noise.
یان چی باعث ننه همه چی ره یاد بکنما ته ره ببخشم	I still think you were hateful that night and I never expect to forgive you.	Or something to remind us of.
ونه دل جدول حل هکردن واسسه تنگ بییه	he missed doing the crossword.	He's lost the balance of the timetable.
همونجه وره چال کنده تا سرصدا باخسه	they'll bury him right there.	so that he may see the end of it.
ولی شکر ره یاد بکرد بییه	but he had forgotten the sugar.	But thank you.
