source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	I've been in the same situation for four hours.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	then, in a fascinating but decorous d'shabill'.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I don't know if I can get through all the red tape
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	he endeavoured to dissuade the old lady
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	He took the paper from the bottom of the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	I should like to have this girl's dress in my hand forever.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I gave it to him with a mixed melody.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	indeed it had been the occasion of much present enjoyment to him.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	she was filled with fear and perplexity
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	I'll let you know in advance that I'm going to lend you a massive attack.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	Still, it's a common way to defame the party or create suspicion within it.
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I soon felt it, and looked it into my head.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	I am sure that the palace will be in the highest priority.
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	But you were very upset.
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I love my life so much. That's your happiness.
بەڵام جە حاڵیە کە سەرو دەسا و زانویشاوە خزێنێ جە لێو گیاوەکانە لوێنێ وەروە بە تەقناو هەمزەمانو تفەنگەکاشا حوزورو وێشا ئێعلام کەرد و دماو تەقناو تفەنگی فرەیە جە سەروازەکا سەرو ئەسبەکەیشاوە کوتێرە واری.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but while he was on his knees and knees, he racked him with a heavy load of his guns, and then he had a gun in his back.
پسۆ ژیمناستیک کاریە کە پی کاریە عادەتش هەن	like a man accustomed to that kind of gymnastic exercise	This wine is something that makes his stomach turn.
گۆش گیرتەی جە دەنگدانەوەو هەنگامەکا ساڵانی	listening to the echoing footsteps of years.	he gave his voice to the annual votation.
مشۆم خانمەکؽ وینو	I must see the lady.	I've got to find the lady.
ئاﮆ پسە کەسێ یارمەتیدەر دیار بؽ پەیت	he struck you as being pretty handy.	Then he found someone who could help him.
بەڵام دوور سڵامەت بؽ جە دەسش	but it was safe out of his reach.	But he's got a few steps towards me.
من گرد وەهمەکؽ جە دەس داینؽ	I have lost all my illusions.	I've got the whole thing in my hands.
ئؽسە گرد بؽدەنگؽنؽ خاوەنەکؽشا یا مەردؽنؽ یا ڕەماینؽ	all of them silent now, their owners dead or fled.	it is not fitting that they should be the instruments of punishment to their master, they being therein no way concerned.
فرەش نەبەرد بە هەمان شؽوە بە فراوانی کریاوە	it soon stood wide open also.	it was not difficult for me to guess that it was to spend the night doing something useful.
ناکایێنە و بە دڵ سەردی زانام ئینە دماین ساڵەو منەنە	I knew with sudden, chilling certainty that this was my last year.	I'm not sure if that's what I'm doing this year.
دەمم وستەبیرە	I kept my mouth shut.	I shut my mouth.
ئیمە هیشتای ئینایمؽ چا یاگؽنە کە چەنەش بؽنمؽ	we're still where we were.	we've got to find a way to defame the party or create suspicion within it
یەکسەر زانام ئی کرؽڵە پەی چیشیا	I knew immediately what this key was to	I knew immediately what this was.
پەوکای تاوی جەحەنەمەکەی دوور وزیۆو من تەنیا جیا بازی	so you can get the hell away from here and leave me alone.	I was left alone for a while at first.
بەڵام کەس نەیارؽ دەسش وەردۆنە	but nobody dared to interfere.	But none of them lost their talent.
یان دانشا سەرەیش	or knocked on the head	that he had nailed him to the wall and crucified him.
چاگە تا نزیکەو شەوی مەنۆ	there he remained till nearly nightfall	It's been there for ten years.
پسە ئانەی کە ڕوێ بەزارێ تەوەنی زلەش بیەبۆ	as though it had once been a large stone pigpen	So that he may be inclined to a slight degree of astonishment.
کە پەی ئاﮆی بە ئؽش و قورس بؽ	that was painful and difficult for him.	which was so little perceptible to him
