source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I've been in the cave a few hours.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	Half of the blood had dried off her hair in the opposite direction.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I didn't want the adventure to end in such a way.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	If you're not happy with this marriage and don't like it, come on.
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	The calendar strengthens the rules.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	This young girl is well-adjusted for her every moment.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	whom I've hated for a long time, there.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	so that he was really at peace
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I ambled along at a slow walk.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	in either case, let me know I'm going to lend you a massive attack.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I took these thoughts off my nose and made me smile.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	with a little gloom in the face.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	but it troubled and irritated me so much.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I love my life so much, but it's fortunate.
ئەمانێ ڤە حاڵێکەێرە گ لەمەسوڕکییان بی، دەس و پاوانە مییا، ڤە ئەژ لاوەلا چوروو و بتە مەهەتنەو نووا. ڤە ئاخرەێر کول ڤە یەکا گولەوان تەقان و حوزوور وژان ئاشکراوا کرد. ڤە دوما ئە گولەتەقاننەلە فرەهان ئەژ سەربازەل ئێ سەر زێن ئەسپلەوان کەتنە هوار.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but in a fascinating but decorous d'shabill'. I remembered that at last, all these inquiryers were ostracized.
