source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I've been here for four hours
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	dressed in shoes and light summer trousers.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't want to tell this story myself.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	he paused so hard to get the old lady's opinion from me.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	He picked me up from here on the other side of the table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I should like to have those in my hands forever.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I too have a strong iron bee.
کلاید راس راسَکی اسیر با	so truly was he captivated.	his right ear in her directory
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	Her voice was filled with stress and fear.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I'll tap her loose.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but still they had to prove that he was wrong.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	Suddenly, I thought it was getting dry and I couldn't stand it.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I do not think that it has any connection whatever with the case.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	but I drew them aside.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I'm not very glad about it. But I'm miserable.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but at last he had seized his pistol and left him crushed
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	the engineer who opened it
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	He started to cry when I heard a voice.
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	if we just ignore it
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	do you think it's rather a good lesson?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	But the rest of him was out of his reach.
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	I know everyone was asleep.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	for they were to be buried in the morning or dead.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	But he soon realized that this shape of a blue hole was ready to tie up and take it away.
ایی دَفَعی فَممَه کو اْم دِ چمه آخرنَه سالَه	I knew with sudden, chilling certainty that this was my last year.	he came to a very keen realization that it was towards the end of the year.
پس چْمْه دَنی دَوَسْمَه.	I kept my mouth shut.	I closed my eyes.
