source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been in my situation for four hours.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	And I brought forth from my pocket cattle and sheep.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't want to lie
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	shotgun in the most directed shot
کاغەزەگە گردەو کرد.	he picked up the paper.	He gathered the paper.
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	He's sure to be able to sleep for ever.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I don't swear by the religion of the sects to which I have been ordained.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	Actually, he did it.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	He asked in a mixed tone.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my lip from my knees.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	however, all his cautions and warnings were unavailing to dissuade him.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I immediately lost my composure and began to my work.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	thinking it was a sort of gold coin.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I'm very sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I've had it so many times, it's outrageous.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but by some strange chain of reasoning he was only able to discover his existence by means of a quick, brute blow.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	how the man who was apt to succeed had gone through life like that
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	It's as if it's lost the ability to communicate between space and sound.
