source	reference	translation
چهار سات مؽن ای وضع وه چول کردوم	I was four hours under these circumstances	I've been in this position for four hours
وا جوڤه و پاکش چارهونیی.	in plaid frock and trousers.	dressed in shoes and light summer trousers.
مو نؽلوم ئیچنو تمۊم وابۊ	I won't let it end like this.	I don't want you to worry so much.
پلرد که نیت دالۊ نه هالیس وابۊ	trying to grasp the old lady's meaning	the news of which reached him almost at the same time.
رۊزنامه نه تی میز ڤورگرهد	he picked up the paper.	He put the paper on your table.
گاشت ئی دوهدر نازلۊ سی همیشه ز دست روه.	she might be required to sink herself forever.	This journey to the center of the world may never be lost.
وا دشمۊن نهیڤوم دا	he ordered me in with an oath	whom I've hated for a long time, there.
وه راستی کلاید وه دیل وابیڌه بی	so truly was he captivated.	he had indeed concealed his own heart
هو پورسی: دنگس وه زهله و تلواسه هوشک و گرهڌه بیڌ	she asked, her voice rough with stress and fear.	he asked, his voice rough with stress and fear.
آرۊم و زۊر زۊنی ڤورایستام	I raised myself gently upon my knees	I got up and went out for the first time.
وا اؽ حال چینو دیاره که همه چی و هر چی که نهنگس بؽ اوسو، نشوݩ إده که هو اؽ کارونه کرده.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	yet all that and all that was in his hands seemed to indicate that he had done.
توندی اؽ فرگانه منه سروم‌ در داڌوم و بیت راست کردوم.	I immediately turned this thought over in my head, creating lyrics.	I struck through the woods and made for the right thing.
وا ئی گمۊن که مدال ز طلای بی غش بۊ	thinking that it was a medal of solid gold	with the loss of a sum of money becomes almost immaterial
ولی غلۊه سیسۊݩ حس لۊل کردوم	but I felt so sorry for them	But I've lost my composure for a long time.
بڌبختی یو نه که مو زنده‌یی نه غلۊه دۊست داروم	I've loved life too much, shamefully much.	I have the misfortune, to have been deceived in my married life,
