source	reference	translation
چهار سات مؽن ای وضع وه چول کردوم	I was four hours under these circumstances	I'll be through this in four hours.
وا جوڤه و پاکش چارهونیی.	in plaid frock and trousers.	Treat the house and clean it.
مو نؽلوم ئیچنو تمۊم وابۊ	I won't let it end like this.	I don't need to end it.
پلرد که نیت دالۊ نه هالیس وابۊ	trying to grasp the old lady's meaning	as if the scene were still unsettled.
رۊزنامه نه تی میز ڤورگرهد	he picked up the paper.	He brought the diary to your table.
گاشت ئی دوهدر نازلۊ سی همیشه ز دست روه.	she might be required to sink herself forever.	Maybe they're always out of the hands.
وا دشمۊن نهیڤوم دا	he ordered me in with an oath	I made an optical illusion.
وه راستی کلاید وه دیل وابیڌه بی	so truly was he captivated.	indeed it had become clear that there was in the depths of her heart
هو پورسی: دنگس وه زهله و تلواسه هوشک و گرهڌه بیڌ	she asked, her voice rough with stress and fear.	"He asked, ""Joe, his voice is heard, and his voice is cried and his voice is cried""."
آرۊم و زۊر زۊنی ڤورایستام	I raised myself gently upon my knees	I've got to get out of this place and get out of this place.
وا اؽ حال چینو دیاره که همه چی و هر چی که نهنگس بؽ اوسو، نشوݩ إده که هو اؽ کارونه کرده.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And so everything turned out to be the wrong thing he had done.
توندی اؽ فرگانه منه سروم‌ در داڌوم و بیت راست کردوم.	I immediately turned this thought over in my head, creating lyrics.	I push my head back off this strange ladder and hit the road.
وا ئی گمۊن که مدال ز طلای بی غش بۊ	thinking that it was a medal of solid gold	with the thought that the gold thread had hit the door
ولی غلۊه سیسۊݩ حس لۊل کردوم	but I felt so sorry for them	But I felt a pang of unease.
بڌبختی یو نه که مو زنده‌یی نه غلۊه دۊست داروم	I've loved life too much, shamefully much.	I am delighted to have this unexpected event in my life.
ولؽ رؽ دستا و زۊنؽ سئرن منجا پرزینا و تئنا وا تؽر زیڌن که خیلی ز زؽنا نه پتی إکونه بؽڌن خوسونه إگون.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But before the turn of the hand and to the rear of the frame, the darkness hit the door and the darkness hit the house.
چی جیمناستیک کاری که هۊکاره ئی کاره	like a man accustomed to that kind of gymnastic exercise	What a gymnast who's doing this way!
وه دنگ پای زمان گۊش اؽڌه	listening to the echoing footsteps of years.	the second was at the end of the hour.
مو فقط وا ئی خانوم نه بڤینوم	I must see the lady.	I only saw this lady
وه نظر تو هم آڌم وه کار بخوریه	he struck you as being pretty handy.	He thinks you're gonna have to indulge in a purge of the fainthearted.
ولی سیسرک ز دسترسس وه دیر بی	but it was safe out of his reach.	But before he reach his desk, he was too late.
گشت آرمۊنلم وه دستوم رهڌ	I have lost all my illusions.	I've got my guns in my hand.
صحاڤلسۊݩ یا مورده بیڌن یا فیچسته بیڌن	all of them silent now, their owners dead or fled.	whether mad or mad.
وه زلی وه ئی لیک کۊچیر رهؽ سی عبۊر واز اؽبۊ	it soon stood wide open also.	And thus did he turn away this little one from us.
یه‌ناگه و وا دلسردی فهمستوم که یو سال آخرمه	I knew with sudden, chilling certainty that this was my last year.	I learned with a shock and a throbbing heart that I've been through this year.
په دهۊنمه واز نکردم	I kept my mouth shut.	I gave up my daughters.
ایما هنی همۊچونیم که ویساده بیمۊݩ	we're still where we were.	We'll be back the way we were.
فۉرا فهمستوم ئی کلیل هؽن کۊچو بی	I knew immediately what this key was to	I understood that the key was small.
په تو اؽتری رهته بگری بری و مو نه تهنا بؽلی.	so you can get the hell away from here and leave me alone.	That's why you're doing this last push and pull me down.
ولی کسؽ جوریت دغالت مؽن ئی کار نه نڌاشت	but nobody dared to interfere.	but no one dared to disturb them.
یا یو که ناخڌا سرس نه اشکنه	or knocked on the head	Or do we tell the truth when Tom came down?
هو تا مجال ٱفتۉنشینۊݩ اوچو مند	there he remained till nearly nightfall	he had the leisure to run.
هۊنه بون هو رۊزؽ لهرؽ نه بؽشتر بی	as though it had once been a large stone pigpen	though there were a dozen such frightened eagles in the pocket.
ایو کارؽ زنشت دار و دوشخار بی	that was painful and difficult for him.	It was a busy end.
