source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	I've been through this for four hours now.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	guns were buoyed up to the top of the head.
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I didn't let the adventure pass.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	He tried to understand the old lady's voice.
روزنومه ره میز کنار جا بیته.	he picked up the paper.	He put his diary down on the table.
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	Maybe he's lost his sweetness.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	He ordered me to have a gale.
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	the real case was still unsettled.
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	his tears dried off his stomach in fear.
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	I walked limp.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet everything was clear that he was a suspect.
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	I put the poem on his head just like a reflection.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	with the thought that the square root of the mole's length
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	But I was still very sorry.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I love your face too much. It's too bad.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but when he put his hands between his legs and the waist, and put his arms to the front end of the shotgun, they made signals that the door had a loaded load of amethysts loaded with the loaded pistol under the back of the rope.
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	the same way he used to do this.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	He listened to the grief-stricken groaning.
من فقط ونه این زنا ره بوینم	I must see the lady.	I just don't see this woman.
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	You're in a lot of pain, too.
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	But it was his secret.
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	All my hopes and aspirations were dashed to the wind.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	They're either dead or paralysed.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	Soon enough, this little girl was ready to pass.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I didn't realize it was my last year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	So I fell in love with him.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	but it was rather the same as he had done then.
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I wonder where he's been through this.
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	So you could take the watch back and forth.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	But no one dared to meddle.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	Or do they tell the captain's head.
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	He's still there until he doesn't see himself.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	that the building had come into actual play on that day.
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	It was a busy end.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry I let you pass.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	That's when you came down.
هچ را مه واسسه امکان ناشته	as I could not possibly have done	It was impossible for me.
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	It's no doubt that it's caused her to die.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	Then he thought he had thieved and plundered himself.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	The landlord ordered the wagon and the wagon.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	Of course, it's just an official greeting.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	He wanted to get out of this door and stay out of this place.
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I'm glad he's back in time.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	But I think the malice of the misfortunes has culminated in the madness of the devil.
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	Suddenly he didn't see his place.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	the whole place was now cleaved of grey hairs.
این کار اما ره تنبل و سس کنده	which disposed us to sloth	But it was a busy end.
که این وال ره جوری هکرده که اینتی ترس ایجاد هکنه	that so much invested the whale with natural terror	to act in the way in which this fear was fomentated
از اینکه اون چپون کیجا ره نوینه دیگه تصمیم بیته که شه مله ره سر اله	in order to escape from her, he determined to quit the country	He decided to stay on his left side instead of going down.
هچ شه جا راضی نییه	her mind had no distaste for her own set	He's not happy anywhere.
کلاید شه تعهد ره از یاد بورده	the obligation faded.	maybe he had forgotten his duty.
بوا هم امون ندا و زمین و زمان ره دپیته	I never see the wind blow so.	But he didn't stop looking at the earth and lost his time.
ولی شازاده وره پیش دکته	but the old prince interrupted him.	But the princess got ahead of him.
ناگمونی تند شلاب جا رته رم بییه	turned into a rout because of a devastating downpour.	I didn't tell if he was mad.
اونجه ره برای اینکه بعدا امه همکلاس و درس بووه رج هکردمه	arranged it for the future schoolroom.	I arranged it for later class as we went along.
من کشیش هسسمه و ونه از هر فکر بدی شه جا دور باشم	I am a priest and therefore I ought to be above suspicion	I feel like a priest, and I am far removed from all the bad thoughts.
هنو با هری شیش گوم فاصله داشته	still lying on the staircase six steps below him.	that's only a short distance of three to six feet.
شه دقیقه تموم اسب حرکت ره اشا	watched the horse's action for the space of three minutes	At the moment, the minute of silence was out of his movement.
ولی فکر هکردمه که غم و غرصه چیزی هسسه که بهرحال آدم ره دس دنه	but I thought grief was something you felt anyway.	But I thought it was a sad feeling to be touched.
از پله بالا بورده تا راهروی دله برسییه به ات تا در	went up the staircase to a door in a corridor.	As he climbed the stairs to enter the hallway.
هرچن این زمت مزی که خرند باشه نداشته	though with but small success for their pains.	though it was not such a hollow world at any moment.
همینتای سسه ات تا وکیل ره واسطه بیته که کار ونه جدایی از وه ره درس هکنه	but sent an intermediary to arrange the terms of the separation	So he got to the lawyer who was supposed to be his chief exponent.
چون پیشترا این همه نیاز ناشتمه تِن بائم	for I have never had such need of haste before.	Because I didn't need you before.
از دستوری که ونه مردی وره هدا	at the orders her husband left her	in the same way that he had entrusted his husband
با کنجکاوی و دقت اون زمین که دکتمه ره شه دور ور ره اشامه	look around me with some interest on the strange land that I was in.	I walked with curiosity and attentions to the land.
پشت جا سنگ خره سر لم هدا	lay down on his back on the heap of stones.	He put the weight on the back of his head.
قرار نییه ایی وره از نو بوینم	I was never supposed to see him again!	I don't need to re-appear this way or that.
انگار ناچار بینه که بلن و شه حرف ره بزنه	as if they were forced to let him say it.	as if they had to catch a word with him.
همنتای سسه شمه سره ور بتجسسمه	that is why I hastened to you.	I'll be able to keep an eye out for you tonight.
نخوامبه دیگه این موضوع خوری گپ بزنم	I don't wanta talk about it no more,	I don't want to see this alone anymore.
همینتای واسسه هسسه که سطح کشاورزی فرو بورده	that's how it is the whole level of husbandry has fallen.	so far that agricultural levels have fallen.
ونه ته ره هشدار هدم این اتاق جا هم گت تره	I should warn youit's bigger than this room.	I warned you and left the room.
شه واسسه و شه وچون واسسه ات تا دوکتور استخدام هکرد بییه	for herself and the children she employed a physician.	had hired his patients and their patients to be a doctor
تا اونجه که تونسسه مفق بییه گت گتون میز ره اماده هکنه	she did everything possible to keep the places at the table of honor in order	So that they may settle down into the middle of the table.
این نحسه مار ره دیین تلافی ره هکنه	a recompense to you for his mother!	It doesn't take long to get out of this place.
همینتای سسه شوسری بورده اونجه	he went down that night.	So he got out of the house and hid himself.
شه اسب ره مهمیز بزو و دیما روخنه بورده	spurred his horse and galloped into the river.	He got to the end of the rope and lost himself.
منم شه جا زمزمه کردمه	I still humming my little tune.	I dial it myself.
