source	reference	translation
مۊ أن-أ سٚفارش بۊکۊدم	I have advised him to do that.	I crossed that line.
مرأ وأیه حئيقت ٚ جأ واخاب-أ بؤم، حائيقت!	I want the truth, the truth!	It's a race of turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent turbulent
مي گۊلي-أ پخ بزئم	I cleared my throat.	I beat that tune up.
اولتأخه مۊ کۊجدانه زأکانه خایلي خۊش دأرم ٚ	but I am always fond of children.	First of all, I lost my children's book.
وانمائي مأنستن کي بام ٚ جؤر نهأ	you're like the weather cock on a roof.	I don't think they were in the mood for breakfast.
خؤ جیگأ جأ جستن بۊکۊد ؤ أن ٚ دیم واش واش کۊده ؤ پرکناش ٚ مرأ أمه پئش بيسأ	stood, livid and trembling, before us.	He got up and washed his face down the door.
سرأ جؤري جأ بۊشؤ بۊجؤر ٚ ؤ مه چۊم ٚ پئش ایوارأ بس	went up the hill and out of sight.	to keep her eyes shut in the same way.
زماتي کي مي بالانه مۊ سرأ گیفت فر بۊخؤره	even as the hairs on my arms began to shrivel.	while his buckler flungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungung.
مي سرأ بشادم	I shook my head.	I turned my head.
هسأ همتتأ چي مرأ واضح بخاطر بامۊ	I can remember it vividly now	now remember what he had made clear.
خؤ دسأ خۊ شق بۊکۊده پيشيني سٚر بنأ	he put his hand up to his forehead.	pushing his arm back to its forehead.
مي ایتأ دسأ راستأ گیفتم کي خؤ عۊذرخأستنأ تۊمانأ کۊنه	I raised one hand to halt his apology.	I've a bit of a real gun to hit the house with.
ایتأ دۊتأ پیله آه بکشي	gave a long gasp or two	bit by bit two grown ones
