source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I've been through this for four hours now.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	He put his head and shook his shoulder against the wall.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I don't want to end an adventure like this.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	Just like he didn't let the woman out of the room.
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	The diary had taken off the table.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	Maybe he's got the baby ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready ready
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	in the ardour of the enemy and in the ardour of the threat.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	And he was really mad.
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I gradually gained strength and strength.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	in either case with any fuss by the necessity of going back and forth between good and bad.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I brought this mind out of my wand and made poetry.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	It's doubtful he's lost his temper.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	but I was too overwhelmed and upset.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I don't expect too much from my life, and it's too bad.
ئەمانێ ڤە حاڵێکەێرە گ لەمەسوڕکییان بی، دەس و پاوانە مییا، ڤە ئەژ لاوەلا چوروو و بتە مەهەتنەو نووا. ڤە ئاخرەێر کول ڤە یەکا گولەوان تەقان و حوزوور وژان ئاشکراوا کرد. ڤە دوما ئە گولەتەقاننەلە فرەهان ئەژ سەربازەل ئێ سەر زێن ئەسپلەوان کەتنە هوار.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	But with a mixed melody, his hands and his feet grew cold and he didn't open his mouth to a snivelling and snivelling provocation.
جوور ژیمناسیککارێ گ هووکارە ئێ کارەسە	like a man accustomed to that kind of gymnastic exercise	It's a sort of avenging the way of doing things.
گووشە میاێ ئەر دەنگ شوونە پا زەمان	listening to the echoing footsteps of years.	silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence silence
م فەقەت مەێ ئێ ژەنە بۊنم	I must see the lady.	I don't really understand this woman.
ئەێ تونێرە ئاێم دەردبهوەرێکە	he struck you as being pretty handy.	I've got a tunnel under his arm.
ئەمانێ سووسک ئەێ دەڕەس ئەو دۊر بی	but it was safe out of his reach.	But the sauce was frightened and pushed back.
گشت ئاوەخت و ئارزووەلم دریاوە ڤارا	I have lost all my illusions.	I've always had the wind and the wind.
ساێلەوان یا مردۊن یا هەیواوین	all of them silent now, their owners dead or fled.	Dead or alive.
ڤە زۊیی ئێ توڕەکونا گوجەرە، ڤە شێڤە ڕێ ئەڕا ڕەدبین گورج بییەور	it soon stood wide open also.	And thus did He turn away His anger from us, and thus did He turn away His way.
ڤە یەێ قەتئییەت ناهەڵمانە و دڵسەرداکەرێ فەمیم گ یە دوماێن ساڵ منە	I knew with sudden, chilling certainty that this was my last year.	I never failed to understand the sensitivity and heartbreak of a year after my arrival.
سە دەم وژمە بەسریا هیشت	I kept my mouth shut.	I shut my mouth.
ئیمە جارێ هایمن ئەر ئە جاێ گ هووسیاویمن	we're still where we were.	We'd gone back the way we went.
دەرجا زانستم گ ئێ کلیلە هن کوو بی	I knew immediately what this key was to	I knew where the key was.
سە تو مەتۏنین سەر ڕێ وژت بگرین و من ڤە تەنیا بیلین	so you can get the hell away from here and leave me alone.	So you can't stay out of your way and be alone with me.
ئەمانێ کەسێ زەڵە دخاڵەت ڤە کارەێرە نیاشتێ	but nobody dared to interfere.	But he didn't get a lot of trouble out of his way.
