source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I waited with sombre patience for four hours.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	He put his chess under his arm and shook his shoulder.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't need to end the story like this one.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	it required quite an instant for me to understand the meaning of the sentence.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	He put his diary on a table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I ought to keep an eye out for the beaver forever.
فَشینه من فْرمون دوشَه	he ordered me in with an oath	Then he summoned me.
کلاید راس راسَکی اسیر با	so truly was he captivated.	was holding his wand erect erect in the air.
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	Her voice was filled with stress and fear. She asked him.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I walked into the hallway of solitude.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet we have a certificate of his activity.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I nodded once, this way and that, to my surprise.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I don't even know where he's been through this before.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	But I've gotten a lot out of them.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I heard a little gasp. We're miserable.
