source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	I was off to shore for four hours.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	then the grief-stricken groaning began.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I don't let an adventure like that end.
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	He tried to kick off the old lady's suit.
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	The diary was written on the left side of the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	It was a little girl who had a lot of talent.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I swallow in a mixed martial art.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	it was really the case of Claudia.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	He was terrified and lost his composure.
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	I know a lot about that.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	It's like a fresh slap in the face.
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I thought for a moment about that.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	He's a hard-working man who's hard pressed and hard pressed.
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	but it was far better to be unhappy.
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I've got a lot of money in my life. It's fortunate.
بەڵام جە حاڵیە کە سەرو دەسا و زانویشاوە خزێنێ جە لێو گیاوەکانە لوێنێ وەروە بە تەقناو هەمزەمانو تفەنگەکاشا حوزورو وێشا ئێعلام کەرد و دماو تەقناو تفەنگی فرەیە جە سەروازەکا سەرو ئەسبەکەیشاوە کوتێرە واری.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but in a condition where the officer raised his hand and listened to the animal's voice, his heavy roar made him aware of the danger and his heavy roar.
پسۆ ژیمناستیک کاریە کە پی کاریە عادەتش هەن	like a man accustomed to that kind of gymnastic exercise	so the flickerings are used to.
گۆش گیرتەی جە دەنگدانەوەو هەنگامەکا ساڵانی	listening to the echoing footsteps of years.	as if he were caught up in the annual and annual elections.
مشۆم خانمەکؽ وینو	I must see the lady.	I need to see the madame.
ئاﮆ پسە کەسێ یارمەتیدەر دیار بؽ پەیت	he struck you as being pretty handy.	who was among the number of those who had appeared to be an helper.
بەڵام دوور سڵامەت بؽ جە دەسش	but it was safe out of his reach.	But he got far enough into the palm of his hand.
من گرد وەهمەکؽ جە دەس داینؽ	I have lost all my illusions.	I've got the bundle in my hand.
ئؽسە گرد بؽدەنگؽنؽ خاوەنەکؽشا یا مەردؽنؽ یا ڕەماینؽ	all of them silent now, their owners dead or fled.	Now it's your turn to run the house or die.
فرەش نەبەرد بە هەمان شؽوە بە فراوانی کریاوە	it soon stood wide open also.	it was far better not to suffer the same fate in the face of many quarrelsome quarrels
ناکایێنە و بە دڵ سەردی زانام ئینە دماین ساڵەو منەنە	I knew with sudden, chilling certainty that this was my last year.	I did not let it out of my heart to know that this was the last year.
دەمم وستەبیرە	I kept my mouth shut.	I shut my mouth.
ئیمە هیشتای ئینایمؽ چا یاگؽنە کە چەنەش بؽنمؽ	we're still where we were.	We're a group of people who've been through this before.
یەکسەر زانام ئی کرؽڵە پەی چیشیا	I knew immediately what this key was to	I've a mind to know what this creature is doing.
پەوکای تاوی جەحەنەمەکەی دوور وزیۆو من تەنیا جیا بازی	so you can get the hell away from here and leave me alone.	far removed from the body mass of which I was kept solitary.
بەڵام کەس نەیارؽ دەسش وەردۆنە	but nobody dared to interfere.	But no one was able to reach out his hand.
یان دانشا سەرەیش	or knocked on the head	He's going to his head.
چاگە تا نزیکەو شەوی مەنۆ	there he remained till nearly nightfall	He kept an eye out for her until he came near.
پسە ئانەی کە ڕوێ بەزارێ تەوەنی زلەش بیەبۆ	as though it had once been a large stone pigpen	So that the day was far advanced.
کە پەی ئاﮆی بە ئؽش و قورس بؽ	that was painful and difficult for him.	which was so little perceptible to him
داواو عەفوؽ کەرو کە تۆم دلؽ یاگەکینە ئاردی بەرۆ	I'm sorry I've dragged you out of bed.	to act in that way would have been almost impossible
کاتو ئانەینە کە وازباری	it's time for you to step aside.	It's time for a father abandoned.
کە نەتاوام کەروش	as I could not possibly have done	But I couldn't do it.
گومان نیا چانەینە کە ئینە بؽ بە هۆو ئانەی کۆتایێ تراژیدیش ب	I have no doubt that it led to his tragic end.	It was far better to end his tragedy.
کاتێ پۆکەرەکەش کەیس و دزەکانە دەسکەوت	when he got the poker in case of burglars	When the thief reached the door,
ڕەفیقە خزمەتکارەکەم فەرمانش بە سۆرێل ناگی کەرد	ordered the sorrel nag, my fellow servant	My comrade ordered the sail.
کە هەرگیز جە سڵامی فەرمی زیاتەر نەلاینؽ	that they had never gone further than formal greetings	that he never had more than an official salute.
بەڵام بتڵەکؽ یاگؽ وؽشانە بؽنؽ	but the bolts were in place.	But the baby needed cow's milk.
وەشحاڵەنا کە گؽڵایۆ پەی کاتو وؽش	I'm glad she got back in time.	It was unlikely that he'd lost his time.
بەڵام گرد و تاوانەکەی وزو ملو وؽم	but I take all the blame upon myself	but the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and the malice of Mademoiselle Dolphore and Mademoiselle Dolphore.
بە خؽرای تەماشەو دووریش کەرد	looked quickly away.	He looked at it with a thoughtful eye.
دارستانەکە ئؽسە جیاتی سیاوی خۆڵەمێشی بؽ	the forest was gray now instead of black.	Now the woods were green fields instead of grey fields.
کە ئیمەش وستیمؽ تەمەلی	which disposed us to sloth	That's what we did.
کە وەربهێنانش کەردەن نەهەنگەکەنە بە تیۆری سروشتی	that so much invested the whale with natural terror	that his reception should not be ruled out by the natural theory.
پەی ئانەی جە دەسش ڕزگارش بۆ بڕیارشدا وڵاتەکەی جیابازۆ	in order to escape from her, he determined to quit the country	He saved himself from going down to take his country's resolution.
مەژگش قینیش جە کۆکراوەکەو وؽش نەبؽ	her mind had no distaste for her own set	It didn't take long for him to get up and down.
پابەندبیەکەی کاڵ بیۆ	the obligation faded.	his devotion was strong.
هەرگیز نەدیەنم وا پؽسە ورکەرۆ	I never see the wind blow so.	I never saw him alone.
بەڵام شازادە پیرەکە قسؽش بڕیە	but the old prince interrupted him.	But the old princess kept her mouth shut.
