source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I've been with him for four hours now.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	He's got a pool full of chicken and a pool full of chicken and a pool full of chicken.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't need to be interrupted.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	shotgun in his head.
کاغەزەگە گردەو کرد.	he picked up the paper.	Then he turned around the paper.
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	so that they may be positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively positively.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I swear by the religion of the sects.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	indeed it had indeed ripened into her heart.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	asked a voice of fear and gloom.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my voice to the highest pitch of perfection.
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	It was like a moment of silence, and they all around the house were frightened and frightened.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I thought about it, and then I closed it.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	It's like a gold thread.
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	But I'm very sorry about that.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I've had my life too long, it's outrageous.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but it was only to be blocked clear that there were a bunch of frightened guns in the middle of the pack.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	the man who had acted in that way
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	That's what they did last year.
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I was only alive.
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	Believe me, that's what he did.
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	But he got far enough into his hands.
گشت خەیاڵەیلم لە دەس دامە.	I have lost all my illusions.	I lost all my imagination.
ئیسە گشتیان بێ دەنگ، خاوەنەگانیان یا مردێ یا دەرچێ.	all of them silent now, their owners dead or fled.	Now they're dead or out of their silence.
وە زۊییش تمام واز بۊ.	it soon stood wide open also.	abandoned it with a thoughtful mind.
وە دڵنیاییێگ لەناکاو و ساردکەرەوە زانسم کە یە دۊا ساڵ منە.	I knew with sudden, chilling certainty that this was my last year.	I know with a sureness that I've reached the age of two.
دەمم بەسۊم.	I kept my mouth shut.	I've had enough.
ئیمە هێمان هایمنە ئەو جیە گ بۊمن.	we're still where we were.	We're still stuck where we're stuck.
زۊ ڕەسیمەو ئێ کلیلە ئەڕا چەس.	I knew immediately what this key was to	I've got my hands on this key.
سە تۊەنی لێرە دۊرەو بکەفی و تەنیام بیلی.	so you can get the hell away from here and leave me alone.	It was a long-standing, solitary mountain.
ئەمانێگ کەس نەوێریا دەسوەردان بکەێ.	but nobody dared to interfere.	But no one needed to harass them.
یا دیا لە سەرێ.	or knocked on the head	Or there's a head over there.
لەورە تا نزیکەیل شەو مەن.	there he remained till nearly nightfall	There's a sun on the side of the house.
چمانێ سەردەمانێگ یەێ وراز گەورای کوچگین بۊە.	as though it had once been a large stone pigpen	It's like a big-headed monster.
ئەوە ئڕا ئەو وەژان و قورس بۊ.	that was painful and difficult for him.	it was hard for him.
بووەخشی لە تەخت خەو کیشامەدەو دەیشت.	I'm sorry I've dragged you out of bed.	she was glad to settle down into bed.
کات ئەوە هاتێیە بەیدەو لا.	it's time for you to step aside.	when she came down.
هە ئەو جوورە گ نەتۊەنسم ئەنجام بەم.	as I could not possibly have done	in the way I used to do this.
گومان نێرم گ ڕەسیە ئاخر تراژیک ئەو.	I have no doubt that it led to his tragic end.	I am sure the roots are his tragic end.
کاتێ گ سیخەگە لە ئان هاتن دزەیل ئەڵگرت	when he got the poker in case of burglars	when he heard a thief's thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief thief
فەرمان ئەسبەیل سوور دا، خزمەتکارەگەم.	ordered the sorrel nag, my fellow servant	redirected to the red tape, my crew.
ئەوان قەت لە یەێ سڵام و کێخوەشی فەرمی فرەتر نەچۊن.	that they had never gone further than formal greetings	they never had more than an official hello.
ئەمانێگ پێچەگان لە شوون خوەیان بۊن.	but the bolts were in place.	But they were frightened and bewildered.
خوەشاڵم کە ئەو سەر وەخت هاتەو جی.	I'm glad she got back in time.	I am delighted she has come.
ئەمانێگ گشت تاوانەگە گرمەو مل خوەم.	but I take all the blame upon myself	But I've got a lot of guilt and a lot of hate.
وە خێرایی نووڕیە دۊرەو.	looked quickly away.	Running at the top of the spear.
دارسانەگە ئێرنگە لە جی ڕەش، خوڵەمژی بۊ.	the forest was gray now instead of black.	one side of the other side of the log, the other side of the log.
کە تەمەڵمان کرد.	which disposed us to sloth	That's what we did.
کە ئێ نەهەنگە ئێقرە کردۊدە مایەی ڕخ سروشتی.	that so much invested the whale with natural terror	which could not otherwise be ruled out by nature.
ئڕا ڕاکردن لە دەسێ، بڕیار دا لە وڵات نەوسێ.	in order to escape from her, he determined to quit the country	Because he had lost his talent, he decided not to leave the country.
هۊرشەی ئەو هیچ قینێ لە دووخ خوەێ نێیاشت.	her mind had no distaste for her own set	His heart has not made any fuss about this.
پابەن بۊن کاڵەو بۊ.	the obligation faded.	bound to its place.
هیچکات نەیمە وا لێوا بووەشیەێ.	I never see the wind blow so.	I never flungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungung
ئەمانێگ شازادەی پیر قسەگانێ بڕی.	but the old prince interrupted him.	And the old princess said the same thing.
وە بوون یەێ ڕفت کاولکەرێ بۊە تێکشکیان.	turned into a rout because of a devastating downpour.	And they turned a deaf ear to the cold face.
ئەڕای کڵاس مەدرەسەی بانان ڕێکێخست.	arranged it for the future schoolroom.	was arranged for the maternal school class.
م یەێ مەلام و وەی مدووە تواێ لە سەرووی گومانەو بووم.	I am a priest and therefore I ought to be above suspicion	I hesitated, and left him paralyzed on his suspicions.
هێمان لە بان پلیکانەگان، شەش گام لەو خوارتر ئەڵاژیایە.	still lying on the staircase six steps below him.	still standing on the steps, six feet below the floor.
سێ خولەک سەیر کردارەگان ئەسبەگە کرد.	watched the horse's action for the space of three minutes	He held his watch for three minutes.
ئەمانێگ م فکر کردیام خەم چشتێگە گ ئیوە هەرچۊنێگ بوو هەست وە پێ کەین.	but I thought grief was something you felt anyway.	But I thought it would be a pity he didn't feel anything like that.
لە پلیکانەگان چیەو بان وە دەرێگ لە ناو یەێ ئەیوان.	went up the staircase to a door in a corridor.	stairs and doors hanging from the pipe.
هەرچەن وەی سەرکەفتنێگ بۊچگ ئەڕای ژانەگانێ.	though with but small success for their pains.	though a little rebellious.
ئەمانێگ ناوجیکەرێ کل کرد تا کار جیابۊنیان بخەێ لە یەک.	but sent an intermediary to arrange the terms of the separation	then striking a hammer at the door to prevent the rabble from crowding.
ئەڕای یە گ ئەوسا قەت لێوا پێویستێگ وە پەلە نێیاشتم.	for I have never had such need of haste before.	Because I don't need to rush into it.
وە فەرمان شۊەگەی، ئەو هیشتە جیەو.	at the orders her husband left her	by his comrades, she departed.
وە جگێ حەزەو براورد دەور وەرم بگر لە میلکانێ گ لە ناوێ بۊم.	look around me with some interest on the strange land that I was in.	while I paused and paused around the circle of friends.
وە پشتەو، لە بان کوومەی بەردەگان ئەڵاژیا.	lay down on his back on the heap of stones.	behind him, by the bending oars.
قەت بڕیار نەۊ جارێ تر بۊنمەێ.	I was never supposed to see him again!	I never decided again.
چمانێ ناچار بۊن بیل ئەو، ئەوە بۊشێ.	as if they were forced to let him say it.	as if it were to compel him.
وەی مدووە پەلە کردم وەرەو لای ئیوە.	that is why I hastened to you.	then I made my run to him.
نیەتوام دی لەبارەی قسە بکەم.	I don't wanta talk about it no more,	I don't want to talk about it anymore.
لێواسە گ گشت ئاست پەسداری دابەزیاس.	that's how it is the whole level of husbandry has fallen.	but which was dulled at all stairs.
تواێ ئاگاداردان بکەم لێ وتاقە گەوراترە.	I should warn youit's bigger than this room.	I just have to warn you that it's a larger story.
ئەڕای خوەی و مناڵەگان پزشکێ دامەزران.	for herself and the children she employed a physician.	He set up his own and children's hospital.
تا ئەورە گ ئەو بان دەسێ هات تەقەلا کرد تا شوون میز دەسەڵاتدارەیل ڕێکوپێک بیلێ.	she did everything possible to keep the places at the table of honor in order	until he had struck the officer with his hand to arrange the officer's table.
پاداشتێک ئەڕای ت ئەڕای داڵگێ.	a recompense to you for his mother!	A reward for the service you rendered.
ئەو شەو چێیە خوار.	he went down that night.	He went down that night.
نەقیزەی ئەسبەگەی دا و وەر نا وەرەو ناو ڕووبارەگە.	spurred his horse and galloped into the river.	He held his breath in his chest and then he cried and then he cried and then he cried and then he cried and then he cried and then he cried and then he cried and cried.
هێمان خەریک چڕین چریکەی بۊچگ خوەمم.	I still humming my little tune.	I'm still going back to my knees.
یەخەگان لە بان سەرێ	ice cubes on her head	One over another on the way.
ئەو لەوە ئڕا دراوردن وێنەی کوڕەگەی کەڵک وەرگرت.	she used it to push out her son's photograph.	He grabbed his picture of the boy instead of the picnicker.
خەیاڵ مرافەیێگ وەل منا کردۊد!	you reckoned on a bickering!	He dreamed of going down!
لە ڕۊ خاسیەو تواێ وتاق بۊچگێ بەنە پیم.	I should be given a small room as a favor	I've got a lot of bullfrog in my face.
لە فیشەک یا چەقوو	than either a bullet or a knife.	With a blow or a knife.
کاتێ یەکم تام چێشید.	once you've had that first taste	when I'd had a drink.
یا هەوڵ بێیە یەێ سات یا فرەتر بخەفی.	or trying to snatch an hour or so of sleep	Or trying to get up for an hour or more.
درس چۊ چشتێ گ هۊچ ڕۊ نێیاۊد.	just as if nothing had happened.	He held his breath in his chest and never saw anything like that.
ئێقرە تەقەلا و ئەڵدڕین پووس و دڵنگ.	tearing both skin and clothes to some extent in the effort.	It's like a shotgun and a hard kick.
چارەنۊسم یەسە گ تمام ڕووژەگانم گیانم بدراێ و ئازار بکیشم.	I shall have to toil and moil all my days	Because I've been through this all day for a long time.
یە دەس پیاگێگە کە دەس کردیەسە زنێی تازەیێگ و وەرجە یە گ باێدەو مرێ.	it's the hand of a man that's started in on a new life, and'll die before he'll go back.	the hands of a man who had struck a new woman with a booming booming boom.
وە شێوازێ جدی تەقەلا کرد نواێ خواردن هەر لاشەیێگ بگرێ.	as earnestly tried to prevent any body's eating it.	He fired at the body with a heavy blow.
تا وەختێ چەرمگی چەوەیلیان نەۊنم، وە ڕاس کێشەی نێرم.	I'm not really in trouble until I see the whites of their eyes.	It's alright, I don't have a problem with them till I see my eyes shut.
چاوەڕوانی نەکردم کە خوەم بووم.	I hadn't expected to be myself.	I didn't expect to be alone.
ئڕا یە گ ئەو تەنیا هەشت ساڵان بۊ.	for, although she was only eight years old	Because he was only an eight-year-old.
هەردگیان نەتۊەنسن یەکم بوون، چونکە پلیکانەگە هەر جارێ تەنیا یەێ پیاگ وەرگرتیا.	both of them could not be first, for the ladder would but admit one man at a time.	neither could stand stand a single ladder, since it only picked a man up.
هۊچ لەورە نەۊ جگە لە سقان.	naught was there but bones.	He had nothing but scans.
وە داماویەو نووڕمە دەور وەر میزەگە.	I look helplessly around the table.	then he cried and then he cried and then he cried and then he cried and then I cried and then he cried and then I cried and then I cried and then I cried and then I cried and cried.
تەنانەت ئەو ماوە گ دیل کریاس.	not even the length of time he had been imprisoned	even she had cried with a throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throbbing throb
وەرەو ماڵ کیشانێ.	dragged him to the house.	To the old house.
ت بۊدە یەکم کەسێ گ بزانێ.	you'll be the first to know.	you'd be one of the lucky ones.
وتمە پید م هیچ بانگخوازێ نیم.	I told you I ain't no preacher	I told you I wasn't a beggar.
مینیا لە کلگ ناوێنیەگەم دریژ تر بوو.	seemed to be somewhat longer than my middle finger.	it was like a fresh slap in the face.
ئڕا یە گ ئمێدوارە بووەخشنەێ.	because he hopes to be forgiven	That's why they reopened it.
وە بێ باوەڕەیەو سەرم لەقانم.	I shook my head in disbelief.	I shook my head incredulously.
م هێمان فکر کەم گ ت ئەو شەوە قین کردۊد و قەت لە خوەما نیەۊنم ت بووەخشم.	I still think you were hateful that night and I never expect to forgive you.	I never thought about making you mad that night and never fling myself into you.
هۊر ئەنجامدان بازی وشەیل کرد.	he missed doing the crossword.	interrupted the game with a thoughtful thoughtful eye.
هە لەورە نەنێ قەور.	they'll bury him right there.	It's not like a bullfrog.
ئەمانێگ شەکەرەگە لە هۊرێیەو چۊد.	but he had forgotten the sugar.	then the square root of the square root of the empty number.
داڵغە بردۊدە ناو چشتەیل ترەو.	was deep in thoughts of something else	took the mother into another room
کڵاوە دانا و نیشت.	put on the hat and sat down.	He put his bonnet down and sat down.
ئەۊ ئۆکسیژن نیاز داشت.	he needed oxygen	needed some oxygen.
نە وە خەرج کردن وە مەیل خوەێ.	not by spending as he pleases	not to waste money on his own projects.
پارەکە هەو کاتە کڵاوەێ ناۊگە بان سەر.	when he'd placed the hat on his head a year before	The money had not yet been collected.
بووگ وەرجە چگنێ ئەۊ لەیرە وەلیا هاوسەرگیری بکەێد؟	may even be about to marry her before he leaves here?	How did he get married to this lady?
کەس نیەتۊەنێ نواێ بگرێ.	nobody seems to be able to stop her	No one can't stop looking.
کە تمام مانای یەێ گۆرانی لە ناو وشەگانێ شاریاسەو.	that the whole meaning of a song lies in the words	It doesn't mean a song in those words.
خەریکۊ لە ژێر قورسایی ناڕەزامەندیێگ بڕووخێ کە پێشتر نەزانسۊ.	almost crumpling beneath the weight of a disapproval she had never known before.	he began to cry under the weight of a disapproval he had heard before.
لە زنێما ئێقرە خوەشاڵ نەۊمە.	I've never been so happy in all my life	I'm not happy about this lady.
وە تەنیا نەچیدە مرافە وەلیانا.	don't you go fighting them alone.	It wasn't just a question of privacy.
باڵەیل خوەش تاش لۊەتێ	her beautifully moulded arms bare	his buckler flungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungungung
ئە دروو بۊشیدە پیم، تواێ ئەڵپەڕگەی خاسێگ بکەید.	if you are telling me a lie, I'll lead you a pretty dance.	Mr. Deadstone expected me to spend the night doing something useful.
ئاخرەیل شەوێ بۊ.	his end was night.	It was the end of the night.
بوودە مدووێ یە گ دڵێ بتەپێ.	making her heart jump.	as if the heart had poked out.
ئەۊ دی وەو جوور ئایەمێ متمانە نیەکەێگ.	he would never trust a man like that again.	He never believed in anything like this.
کە چۊ ڕەخت خەو وە کاغەز پووشیاۊد.	which was, like all the rest, covered with papers.	that he had borrowed a piece of paper.
چمان یەکێ دێرێ تیەێ.	I think I hear some one coming.	as if one were delayed.
وە تۊلەکی گرتنەێ.	they took it as a joke.	caught a shotgun.
پیرتر لەوەمە دروو بۊشمە خوەم و ناوێ بنەم شەرەف.	I'm five years too old to lie to myself and call it honor.	I rather honour an elderly gentleman in my way.
تواێ م دویس هزار دلار نەزر داشتووم.	I must be holding two hundred thousand dollars in bets.	I only had twenty thousand dollars.
