source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I was there for four hours.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	I didn't think about it, and it really mattered to me.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I didn't think of it that way.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	if you leave her alone, you will not leave her alone.
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	This man has reached the height of his unusual sanctity.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	Maybe there's something right over by you, and maybe there's something right over by you.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	He's an enemy of the state, and threatens the Constitution.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	so profound was the sensation that
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I took it very carefully, you know, in my way.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	That's when all the evidence of his mother's love and love really broke.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I came home with the idea of writing poetry.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	I'm sure he'll be glad to get out of this place.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	I've been there a lot, you know, since my mother's birthday.
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I've got a lot of chances to get used to it, and it's not a bad one, either.
ئەمانێ ڤە حاڵێکەێرە گ لەمەسوڕکییان بی، دەس و پاوانە مییا، ڤە ئەژ لاوەلا چوروو و بتە مەهەتنەو نووا. ڤە ئاخرەێر کول ڤە یەکا گولەوان تەقان و حوزوور وژان ئاشکراوا کرد. ڤە دوما ئە گولەتەقاننەلە فرەهان ئەژ سەربازەل ئێ سەر زێن ئەسپلەوان کەتنە هوار.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but that with the help of his comrades, he could not, owing to the tremors of his comrades.
جوور ژیمناسیککارێ گ هووکارە ئێ کارەسە	like a man accustomed to that kind of gymnastic exercise	so profound was the sensation that
گووشە میاێ ئەر دەنگ شوونە پا زەمان	listening to the echoing footsteps of years.	I made my voice sound like a man's voice.
م فەقەت مەێ ئێ ژەنە بۊنم	I must see the lady.	I was just trying to get a few steps towards it.
ئەێ تونێرە ئاێم دەردبهوەرێکە	he struck you as being pretty handy.	I'm a medical prisoner myself.
ئەمانێ سووسک ئەێ دەڕەس ئەو دۊر بی	but it was safe out of his reach.	but it took him moments to get up and stand a little further away.
گشت ئاوەخت و ئارزووەلم دریاوە ڤارا	I have lost all my illusions.	I've got all my faculties as well as ever I had before.
ساێلەوان یا مردۊن یا هەیواوین	all of them silent now, their owners dead or fled.	whether for his own pleasure or that of his mother would have been difficult to say
ڤە زۊیی ئێ توڕەکونا گوجەرە، ڤە شێڤە ڕێ ئەڕا ڕەدبین گورج بییەور	it soon stood wide open also.	Because there's a strong sense of anger, it's a common way to defame the wolf.
ڤە یەێ قەتئییەت ناهەڵمانە و دڵسەرداکەرێ فەمیم گ یە دوماێن ساڵ منە	I knew with sudden, chilling certainty that this was my last year.	I've been here for ten years, and it's really touching to me.
سە دەم وژمە بەسریا هیشت	I kept my mouth shut.	I look up blearily.
ئیمە جارێ هایمن ئەر ئە جاێ گ هووسیاویمن	we're still where we were.	we were hoping someone might break up with us.
دەرجا زانستم گ ئێ کلیلە هن کوو بی	I knew immediately what this key was to	I knew he was the key.
سە تو مەتۏنین سەر ڕێ وژت بگرین و من ڤە تەنیا بیلین	so you can get the hell away from here and leave me alone.	so that you do not leave me alone.
ئەمانێ کەسێ زەڵە دخاڵەت ڤە کارەێرە نیاشتێ	but nobody dared to interfere.	but no one was impatiently involved in the affairs.
یا یە گ ناخودا سەرە مەشکنتێ	or knocked on the head	Or do you try to use it to do something about it?
ئەو تا نزیکەل ئێوارە ئەر ورە مەن	there he remained till nearly nightfall	He stayed there until late tonight.
گ ساخمان ئەسڵییە ئەوە، یەێ ڕووژێ لانەهۊ کوچکێنێ بی	as though it had once been a large stone pigpen	We're really starting to understand that, of course, but first we're going to get the dog to Lackett.
یە کار سەخت و پڕ ژانێ بی	that was painful and difficult for him.	It was a busy end.
داخم ئەڕا یە ئەێ توو جاکەت ئاوردینمەێرە	I'm sorry I've dragged you out of bed.	I'm sure you'll be glad to get out of this place.
گ ڤەخت ڕەسییەسێ تو کنارەگیری بکەین	it's time for you to step aside.	we'll get you to the end of the line, if you had anything to say to him.
ڤە هۊچ شێوەێ ئمکانم ئەڕان نیاشتێ	as I could not possibly have done	I hadn't thought of of that before.
شەک نەێرم بیتێیە بائس ئە مردن ژەڵاوێنە	I have no doubt that it led to his tragic end.	I'm not going anywhere with any questions right now.
هەنێگ ڤە خێاڵ یە گ دوز هەتێیە و سێخ شوومینە بردێیەسێ	when he got the poker in case of burglars	so profound was the sensation that there was a moment for him to get up and stand a little further away.
ڤە ئەسپ کرند یانێ خزمەتکار هامکار من دەستوور داێ	ordered the sorrel nag, my fellow servant	who had hired his servants to build his future upon a firm foundation.
ئەڵڤەتە تەنیا یەێ سڵامەلەیک ڕەسمی	that they had never gone further than formal greetings	Of course, it's just an official salute.
گستێ بچوو ئەو نام دیتێ دەرە ئەێ ناما بەسیایە	but the bolts were in place.	I put my fingers between her fingers.
م خوەشاڵم گ ئەو ڤە مەوقە هەتێیەسا	I'm glad she got back in time.	I'm glad he came to this place.
ئەمانێ ڤە گومانم گونا ئێ هەمکە بەدبەختییە ها مل منەێرە	but I take all the blame upon myself	but, I guess that's all he had hoped for.
دەرجا چەم ئەژ ئەو هێز داێ	looked quickly away.	which empowered me.
جەنگەڵ ئیسکەتە ئەژ ڕەنگ سێ بییەسە ڕەنگ بۊلی	the forest was gray now instead of black.	the jungle was full of colorful ideas.
ئێ کارە ئیمە ڤادارە تەمەڵییە مەکێیا	which disposed us to sloth	That's what we did with our mother.
گ ئێ ڤاڵە، تا ئێ ئەندازە کردۊتێیە ماێە ترس و ناسا تەبیعی	that so much invested the whale with natural terror	That said, he had reached the height of his unusual sanctity.
ئەڕا یە گ دی دتەکە نەونێ، شوونە تەسمیم گرتێ ئەژ ڤەتەن بچووئەڕیا	in order to escape from her, he determined to quit the country	For the reason that he didn't see any point in telling me what he was doing.
هۊچ ئەژ دووخ وژ ناڕازی نەوی	her mind had no distaste for her own set	that there was nothing worse than singing under suffering.
تەعەهود وژ ئەێ ڤیرا بردێ	the obligation faded.	took her out of the drawing room
ڤاێژ ئەمان نیاێ و زەمین و زەمان ڕشانێ ئەێ یەک	I never see the wind blow so.	But there's not a hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love, and there's another hint of love.
ئەمانێ شازادە ئەژ ئەو کەتەو نووا	but the old prince interrupted him.	but the princess did not come home.
ڤە سانگە ڕەگبار تون و ناهەڵمانێکا پشکیا	turned into a rout because of a devastating downpour.	grew in the dooryard, and the house was evacuated for the schoolroom.
ورەلە ئەڕا یە بانان بووە کڵاس دەرس ئیمە ڕێکم ئاوردئرا	arranged it for the future schoolroom.	so that the whole thing went back the way to the drawing room.
م کشیشم ڤە مەی ئەژ هەر سووئزەنێ دۊر بوم	I am a priest and therefore I ought to be above suspicion	I was the chaplain at that age that my mother gave me.
هالی شەش پلە ڤەگەرد «هەری» نامتاقان بی	still lying on the staircase six steps below him.	but there were six stages to the drawing room
س دەقە تەمام چەم دۊرانێیەر هرەکەت ئەسپە	watched the horse's action for the space of three minutes	I've got all my faculties as well as ever I had before.
ئەمانێ فکرم کرد خەم و خوسە چێکە گ ڤە هەر هاڵ ماوە تۊش ئاێما	but I thought grief was something you felt anyway.	But I felt a moment of unease that there was no such thing as love at first sight.
ئەژ نەرداون چێیەو بان تا ڤە نام ڕاڕەوەئەێرە دەسی ئەو دەرێ	went up the staircase to a door in a corridor.	he made his way to the door with the help of a ferryman.
هەر چەن ئێ هەمکە زەمەتە پاداش شایستەی نەدریاتێیە بێن	though with but small success for their pains.	who will do him all the good that lies in his power, and who will do him all the good that lies in his power.
دەر نەتیجە ڤەکیلێ کردێیە ڤاستە تا جییایی ئەو ئەژ ئەو ڕێکرا بارێ	but sent an intermediary to arrange the terms of the separation	she did not leave him alone until he had reached the height of his unusual sanctity.
چۊن زۊتر هەرگس ئێ هەمکە نیازە هەلاکردنم نیاشت	for I have never had such need of haste before.	Because that's what he needed to get out of this place.
ئەژ دەسوورێ گ شۊیەێ دا ئە بێن	at the orders her husband left her	that there was a great deal of work for him.
کەتۊمێ نام زەمین ئڵاجەوی، ئێ ڕۊ ڤێرژی و سرەژە پایمەر دەور ڤەر وژم	look around me with some interest on the strange land that I was in.	When I first showed it to my mother, she put my fingers between her fingers.
ڤە پشتا ئەر بان تەتێ کوچکە ڕاجە بی‌ئرا	lay down on his back on the heap of stones.	He put his foot down and leaned his little fingers.
قرار نەوی دوگلە ئەو بونم	I was never supposed to see him again!	I'm not going anywhere with any ideas right now.
