source	reference	translation
مۊ أن-أ سٚفارش بۊکۊدم	I have advised him to do that.	I took that-that trip.
مرأ وأیه حئيقت ٚ جأ واخاب-أ بؤم، حائيقت!	I want the truth, the truth!	I'm running a fever, my fever!
مي گۊلي-أ پخ بزئم	I cleared my throat.	"I say, ""Joe""."
اولتأخه مۊ کۊجدانه زأکانه خایلي خۊش دأرم ٚ	but I am always fond of children.	I dreamed of hearing his voice at first.
وانمائي مأنستن کي بام ٚ جؤر نهأ	you're like the weather cock on a roof.	I just hope he doesn't try to fuck up what we's doing now.
خؤ جیگأ جأ جستن بۊکۊد ؤ أن ٚ دیم واش واش کۊده ؤ پرکناش ٚ مرأ أمه پئش بيسأ	stood, livid and trembling, before us.	so profound was the sensation that there was a tremor in his imagination.
سرأ جؤري جأ بۊشؤ بۊجؤر ٚ ؤ مه چۊم ٚ پئش ایوارأ بس	went up the hill and out of sight.	so profound was the sensation that
زماتي کي مي بالانه مۊ سرأ گیفت فر بۊخؤره	even as the hairs on my arms began to shrivel.	when he reached the height of his unusual sanctity.
مي سرأ بشادم	I shook my head.	I'm running a fever.
هسأ همتتأ چي مرأ واضح بخاطر بامۊ	I can remember it vividly now	I remembered once, it's May's birthday.
خؤ دسأ خۊ شق بۊکۊده پيشيني سٚر بنأ	he put his hand up to his forehead.	so profound was the sensation that
مي ایتأ دسأ راستأ گیفتم کي خؤ عۊذرخأستنأ تۊمانأ کۊنه	I raised one hand to halt his apology.	I'd like to know who to call, if you had anything to say to him.
ایتأ دۊتأ پیله آه بکشي	gave a long gasp or two	so profound was the sensation that
مي گب أن نیه کي جه اۊجۊر مردأکاني ايسم کي زنأکان-أ بنظر ناوۊرم	I don't set up to be one of those men that don't care about women.	that there was nothing worse than singing under the influence of her husband.
بۊگۊفتم شاید ایتأ مۊهم ٚ کار بدأره	I thought it might be important.	I thought I might be able to keep an eye out for my husband again.
