source	reference	translation
چوار سات وەی حاڵەو ئەو سەر بردم.	I was four hours under these circumstances	I took four hours off.
شەۊ و شواڵ چوارخانە لە وەر	in plaid frock and trousers.	stood there in shirt and breeches.
نیەیلم هە لێوا بنێ باێ	I won't let it end like this.	I don't know if I can get through it.
تەقەلا ئەڕای ئەوڕەسین لە مەبەست کەیوانوو	trying to grasp the old lady's meaning	I'm going to have to expel as many of you as possible as soon as possible to do it.
کاغەزەگە گردەو کرد.	he picked up the paper.	folded the paper
هاتێ تواسۊد ئەڕا هەمیشە خوەێ بخنکنێ.	she might be required to sink herself forever.	He's going to be an idol forever.
وە قەسەم و قورئان نا ملم.	he ordered me in with an oath	I do not know if I can do it.
هە وە ڕاسی، ئەو دیل کریاۊد.	so truly was he captivated.	He's really starting to understand the nature of women.
وە دەنگێ زبر لە سترس و ڕخ پرسیار کرد.	she asked, her voice rough with stress and fear.	He asked in a mixed tone.
وە ئارامی خوەم لە بان وێرزنگەیلمەو بەرزەو کردم.	I raised myself gently upon my knees	I raised my lip gently from the top of my head when I heard
وەی حاڵەو کول دووخەیل دەور وەر لەو ساتە چمانێ لێوا نیشان دەن کە ئەو کارە کردیە.	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	he was still standing, and at that moment the whole circle of faces was not quite clear how he had done it.
م زۊ ئێ هۊرە خسمە ناو سەرم و هەڵبەستەیلێگ وتم.	I immediately turned this thought over in my head, creating lyrics.	I put it on my head as an accusation.
فکر یە گ ئەوە مداڵ زێڕ ڕەقێ بۊە.	thinking that it was a medal of solid gold	thinking that it was a gold coin
ئەمانێگ م فرە داخم هات ئەڕایان.	but I felt so sorry for them	but I am very sorry about it.
م فرە ژیان دووس داشتم، جی شەرمەزارییە.	I've loved life too much, shamefully much.	I've had a long life, it's outrageous.
ئەمانێگ وە گامڵەکیەو لە ناوێن بووسانەو خزیەن، و تەنیا وە تەقەی تفەنگ وە یەکەو کە فرەیێگ لە زینەگان چووڵەو کرد، هەبۊنیان ئاشکرا بۊ.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but were hammered back as he stood in the midst of his saddle, and as he had only one gun to hit him with a heavy blow.
چۊ پیاێ کە هووکارە بۊەسە ئەوجوورە تەمرینەیل ژیمناستیک.	like a man accustomed to that kind of gymnastic exercise	how the man who had given his life to such a tortured man.
گۊە تەکانن لە شوونپای ساڵەیل	listening to the echoing footsteps of years.	It combines and adapts the annual and daily movements of the Sun and Earth with the accidental wind currents.
م تەنیا تواێ ئێ خانمە بۊنم.	I must see the lady.	I merely needed to see this lady.
وە باوەڕ ت، ئەو ئایەم لێهاتیێگە.	he struck you as being pretty handy.	believing you, he was there.
ئەمانێگ ئەو دۊر لە دەسڕەسێ ئەمنۊ.	but it was safe out of his reach.	But he's out of his mind.
گشت خەیاڵەیلم لە دەس دامە.	I have lost all my illusions.	I've lost all my faculties.
ئیسە گشتیان بێ دەنگ، خاوەنەگانیان یا مردێ یا دەرچێ.	all of them silent now, their owners dead or fled.	now, dead or out, drowned all of them.
وە زۊییش تمام واز بۊ.	it soon stood wide open also.	He was free of all the anxieties of life.
وە دڵنیاییێگ لەناکاو و ساردکەرەوە زانسم کە یە دۊا ساڵ منە.	I knew with sudden, chilling certainty that this was my last year.	I know with a sudden and chilling certainty that I'm going to be able to do it at two years.
دەمم بەسۊم.	I kept my mouth shut.	I wrapped my mouth up.
ئیمە هێمان هایمنە ئەو جیە گ بۊمن.	we're still where we were.	We're still going to be able to do it.
زۊ ڕەسیمەو ئێ کلیلە ئەڕا چەس.	I knew immediately what this key was to	I've been hiding this key for a long time.
