source	reference	translation
چار ساعَت هْنجورَه مَندیمَه.	I was four hours under these circumstances	I've been here an hour now.
شطرنجییَه جْرقَه و شْوارْش دَرییا.	in plaid frock and trousers.	He swallowed his mouth and listened carefully.
از نییَرزم‌‌ کو داستان عْنجورَه تمون آبو.	I won't let it end like this.	I don't need to tell you that story.
خَیلی سَکْراتش کَردَه تا پیرَ یِنَکی منظوری بْفَمْه.	trying to grasp the old lady's meaning	I drew up to see an old woman's scenery.
روزنومه میزی وَری کو پیگِتْشه.	he picked up the paper.	He picked it up on the table.
شایدا ام قشنگهَ کیلَه همیشَه را چْمه دس دِ بشو	she might be required to sink herself forever.	I'm yours for ever
فَشینه من فْرمون دوشَه	he ordered me in with an oath	I thought it was a very good one.
کلاید راس راسَکی اسیر با	so truly was he captivated.	It's as if he's lost the ability to communicate between space and reality.
چه صدا استرس و ترس دره گریا. اَی دَفَرسَه	she asked, her voice rough with stress and fear.	It was a sound of stress and fear. He asked her.
یَواشینَه زونو نَه ایشتیمَه.	I raised myself gently upon my knees	I've been slowly following you.
با اْمْ حال هَمَه یه مدارِکِن نشون دَن اَ گْناکارَه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	And yet we had a record of the wrongdoing.
ایی دَفَعی اْم فیکرون چْمْ کله کو گاردْندْمَه اَی نَه شعر ساتْمَه	I immediately turned this thought over in my head, creating lyrics.	I thought once, maybe, of the time, when I read the note.
ام فیکری نَه کو اَ میدال نابَ طیلا کو اِستَه	thinking that it was a medal of solid gold	I am not likely to fall into mistakes from excess of optimism.
وَلی خَیلی اَوون را تَسْف هَردْمَه.	but I felt so sorry for them	I've been looking for this myself.
از زنْدْگی نَه وییَر خْشیمَه. بدبَختی هْمَه.	I've loved life too much, shamefully much.	I am very glad I did not marry a woman. I am miserable.
اما در حالیکو سینَه ویسنِه کرین و نیهالون مینی کو جلو آین و آخْرْنَه‌سَر اشتن تفنگون گولون ایله ویداشتشونَه و اْشْتَن صْفَت دوشونَه و بَدَز اَ ویداشته نی خَیلی از سربازن اسبون زینی سری کو جیر ویلَکینَه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but they did not stop drinking. They did not stop drinking. They did not stop drinking.
ژیمناستیک کاری شی کْ اْم کارینَه خوکَرد آبَه	like a man accustomed to that kind of gymnastic exercise	the man who had done it so honorably
زمانی پا صْتا کْرا گوش آکَری	listening to the echoing footsteps of years.	when he uttered a plaintive cry of pain
از فقط پی اْم یِنَکی بْوینْم.	I must see the lady.	I merely want to look in the mirror.
اْشْتْه نظر دِرِه نی بدربخوره ادمیه ؟	he struck you as being pretty handy.	He doesn't think of tears at first?
اما بْزبْزَه چِه دایرَه کو دور مَندا.	but it was safe out of his reach.	though she was at arm's length
چْمْه ناجِن همه بْ باد شینَه.	I have lost all my illusions.	I mean, it's all said and done about that.
چَوون صِیِبِن یا مَردَینا یا دَوَشتَینا.	all of them silent now, their owners dead or fled.	Cheese-eating or dead.
هْم زودیون اْم روکَه خْلْ ایلَه راهی شی آمادَه آبو کْ بِش و بِری بْکَرْن	it soon stood wide open also.	Soon this color will make him walk the perfect path.
ایی دَفَعی فَممَه کو اْم دِ چمه آخرنَه سالَه	I knew with sudden, chilling certainty that this was my last year.	I'm sure now that I'm going to have the latest news of her.
پس چْمْه دَنی دَوَسْمَه.	I kept my mouth shut.	I put my finger on it as an accusation.
امه فلا هَه جایی مَندیمونَه کو پیشتَر مَندیمونا.	we're still where we were.	we got to the woodpile that was in front of us.
زوتَری فَمْمَه کو اْم کْلیل کاری شْنا.	I knew immediately what this key was to	I soon understood who was the key.
