source	reference	translation
ڤە ئێ دووخا چوار ساتم بردە سەرێر.	I was four hours under these circumstances	I took four hours off.
نیمتەنە و شاواڵ شەترەنجی کردۊتێ ئەێ ڤەر	in plaid frock and trousers.	He leaned his arm against his sword and threw his foot against it.
م نمەیلم ماجراکە ڤە ئێ شێوە تەمام بوو	I won't let it end like this.	I don't know if I can do it the way I want to.
ئەر یە بییە گ نێیەت ئە ژەن کەڵنگە دەرک بکەێ	trying to grasp the old lady's meaning	if you're not allowed to marry all these reeking bloodsuckers
ڕووژنامە ئەێ پەلۊ مێزە هێز داتێ	he picked up the paper.	He pushed the paper back on the table.
هایتێر ئەڕا هەمۊشە ئێ دت نازارە ئەێ دەس بچوو	she might be required to sink herself forever.	maybe he's lost the baby.
ڤە دوشمین و هەڕەشە دەستوور دامێیە بێن	he ordered me in with an oath	I was in a fascinating but decorous d'shabill'.
سە ئەو ڤە ڕاسییا ئەسیر بۊ	so truly was he captivated.	That's why he's really mad.
یاواش ڤە زوور زانی هێز گرتم	I raised myself gently upon my knees	I've got to win today.
ڤە ئێ حاڵا هەر چەێ شەواهد و قەرائن بی نیشانە میاێ ئەو موجرمە	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	in which case it would have been a mere question of what he had to do.
دەرجا ئێ فکرەلە ڤە نام زەێنمەێرە گێرداننم و شعرم سازی	I immediately turned this thought over in my head, creating lyrics.	I think it would be a good lesson, if'what I mean is, if you give me another chance, I'll do better.
ڤە ئێ گومانە گ مداڵە ئەژ زەڕ بێخەوشە	thinking that it was a medal of solid gold	There was no doubt that Gabel had lost his temper.
ئەمانێ فرە ئەڕا یەون ئاخ و داخم کرد	but I felt so sorry for them	but I was too amazed and excited
م ژیاین فرە دووسە مەێرم، بەدبەختی هەر یەسە	I've loved life too much, shamefully much.	I've got my life many times, it's just a misfortune.
ئەمانێ ڤە حاڵێکەێرە گ لەمەسوڕکییان بی، دەس و پاوانە مییا، ڤە ئەژ لاوەلا چوروو و بتە مەهەتنەو نووا. ڤە ئاخرەێر کول ڤە یەکا گولەوان تەقان و حوزوور وژان ئاشکراوا کرد. ڤە دوما ئە گولەتەقاننەلە فرەهان ئەژ سەربازەل ئێ سەر زێن ئەسپلەوان کەتنە هوار.	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but in a fascinating but decorous condition, the hands were set on fire, and they did not stop drinking. They did not stop drinking and drinking.
جوور ژیمناسیککارێ گ هووکارە ئێ کارەسە	like a man accustomed to that kind of gymnastic exercise	his wife and accompanying him
گووشە میاێ ئەر دەنگ شوونە پا زەمان	listening to the echoing footsteps of years.	I heard my feet in a mixed tone.
م فەقەت مەێ ئێ ژەنە بۊنم	I must see the lady.	I think it would be a good lesson, if'what I mean is, if you give me another chance, I'll do better.
ئەێ تونێرە ئاێم دەردبهوەرێکە	he struck you as being pretty handy.	he is so worn out that
ئەمانێ سووسک ئەێ دەڕەس ئەو دۊر بی	but it was safe out of his reach.	but the bark was so precious clear that it trembled slightly.
