source	reference	translation
چوار ساعەتێ پی بارودۆخوە سەرم کەرڎەبێ	I was four hours under these circumstances	I've been here an hour now.
گجییە کوڵ و پاتۆڵێ شەترەنجیش کەردەبێنە	in plaid frock and trousers.	He used to reach out to all his friends and acquaintances.
من ئیزن نمەڎو کە ماجەرا پی جۆرە تەمام بۆ	I won't let it end like this.	I don't know if I can end it.
هەوڵش دا کە قەسدو خاتوونە پیرەکێ دەرک کەرۆ	trying to grasp the old lady's meaning	he tried to drive the old lady out
ڕۆژنامەکەش جە لاو مێزەکەینە هۆرگێرت	he picked up the paper.	He pushed the paper back on the table.
شایەد ئی کناچێ عالێ پەی هەمیشەی جە دەس بلۆ	she might be required to sink herself forever.	This beautiful girl might have lost the ability to communicate between space and reality.
بە جمانیوە هەڕەشەیی دەستوورش دا پەنەم	he ordered me in with an oath	I jumped after him with a toss of my head.
بەڕاسی کڵاید ئەسیر بیەبێ	so truly was he captivated.	He's really starting to understand the nature of women.
ساش جە ئسترس و تەرسینە وشک بیەبێ و گیریابێ. ئاو پەرساش	she asked, her voice rough with stress and fear.	He was frightened and lost his temper.
یەواش بە زۆرو زانویم هۆرستانی	I raised myself gently upon my knees	He's got to know about it.
پی حاڵە تەمام شواهێدی کە هەن جە جۆرمو ئاوی حکایەت مەکریۆ	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	as if he regretted his outburst
زوو ئی فکرامە جە زهنیم گێڵنایم و شعرم وەش کەرد	I immediately turned this thought over in my head, creating lyrics.	I thought it would be a good lesson, if'what I mean is, if you give me another chance, I'll do better.
پی گومانە کە مداڵەکێ جە تڵایە ناب و عالی مۆنێ	thinking that it was a medal of solid gold	who is not likely to fall into mistakes from excess of optimism.
بەڵام فرە پەیشا ناڕەحەت بیانی	but I felt so sorry for them	but it was rather a matter of displeasure.
من زندگیم فرە وەش گەرەکەن. بۆبەختی ئینەنە.	I've loved life too much, shamefully much.	I love my life so much. It's a blessing.
