source	reference	translation
همینتی چار سات سر هکردمه.	I was four hours under these circumstances	I've been doing this all four hours now.
کل جمه و چارخونی شلوار دپوشی بییه	in plaid frock and trousers.	in the ardour of all the hairs and chairs
من نلمبه که ماجرا اتی توم بوه.	I won't let it end like this.	I don't know if I feel like a darling.
کوشش هکرده پیرزنای رای ره بفهمه.	trying to grasp the old lady's meaning	He tried to understand the old woman's voice.
روزنومه ره میز کنار جا بیته.	he picked up the paper.	He was sitting at the table for the day.
ولکه این نازنین کیجا درسسی از دس بوره.	she might be required to sink herself forever.	but that sweet spot where the matter stood.
با ات تا فاش مه ره فرمون هدا.	he ordered me in with an oath	He ordered me to go with him.
راسسی راسسی کلاید اسیر بیی بییه	so truly was he captivated.	It was really a dream.
ونه گلی از ترس خشک بییه و بهیته. و بپرسییه	she asked, her voice rough with stress and fear.	He was frightened and lost his temper.
یواش یواش لینگ رهی هکردا راس بیمه	I raised myself gently upon my knees	I walked limp.
با این حال درس همه چی شاهدی دننه که و مجرم بییه	yet every circumstancesurrounding him at the time seem to indicate that he did do it.	but it is rather a crime, if it is really a cannibal.
اندریک یان فکرا ره شه سر بگردندیما ات تا شعر بساتمه	I immediately turned this thought over in my head, creating lyrics.	I thought for a moment about leaving, and I could write a poem.
با این گمون که مدال اصلِ طلای جا هسسه	thinking that it was a medal of solid gold	with the premise that the model is the right thing
ولی وشون واسسه خله متاسف بیمه	but I felt so sorry for them	I'm sorry about it.
من دیین ره خله دوس دارمه. بدبختی همینه.	I've loved life too much, shamefully much.	I love the devil. It's a misfortune.
اما همتی که شه دس و لینگِ جا ساخه سو کردنه و بوته لا به لا پیش اییمونه سرآخر هنتی تفنگ جا شلیک کردنا نشون دانه که در اننه با اون شلیک هم خله از سربازون شه اسب زین پشت جا پایین جر دکتنه	but creeping on their hands and knees through the bush, and only let their presence be known by a general discharge of firearms, which emptied many saddles.	but as he stood in the midst of his saddle and took hold of the saddle before the battle, and as he stood in the midst of the saddle with a variety of other guns
زیمیناستیک کار جور که به این کار خو هکرده	like a man accustomed to that kind of gymnastic exercise	He was so impressed with his work.
زمونه لینگ چمر ره گوش دا	listening to the echoing footsteps of years.	He leaned his eyes against the grass.
من فقط ونه این زنا ره بوینم	I must see the lady.	I can only see this woman.
ته نظر هم آدم به دردبخری هسسه	he struck you as being pretty handy.	you think he is in pain.
ولی سیس ونه دسرسی دنی بیه	but it was safe out of his reach.	but she saw him with her hand.
مه تموم امید و آرزو همه به باد فنا بورده	I have lost all my illusions.	I've lost all hope and aspirations of today's world.
وشون صاحبون یا بمرد بینه یا فلنگ ره بدا بینه	all of them silent now, their owners dead or fled.	They've got to get out of their way or die, or they're going to get the dog.
خله زود این کچکی گلیا اتا گذر رای واری آماده بییه	it soon stood wide open also.	This little gang of picnic pilferers was about to get married.
ناگمونی بفهمسسمه که مه آخری سال هسسه	I knew with sudden, chilling certainty that this was my last year.	I came to a very keen realization that it was my last year.
پس شه دهون ره دوس بیمه	I kept my mouth shut.	I loved my mother terribly.
اما فعلن همونجه هسمی که اس هکرد بیمی	we're still where we were.	but the deed is quite between ourselves.
اندریک بفمسسمه که این کلی کجه شه	I knew immediately what this key was to	I can see where he's been and where he's going.
پس تو توندی شه را ره بیری بوری و مه ره تینار بلی	so you can get the hell away from here and leave me alone.	Then you're going to have to think of me and help me.
ولی هیچ کس جورات ناشته کار دله دخالت هکنه	but nobody dared to interfere.	but no one dared to enter it.
یا اینکه ناخدا ونه سر ره اشکندنه	or knocked on the head	Or do they beat the captain up?
آنسلم تا نماشون گدری اونجه بمونسسه	there he remained till nearly nightfall	I'm afraid my friends won't be able to stay out of it.
که ونه اصلی ساختمون ات روز ات تا سنگی خوکدونی بییه	as though it had once been a large stone pigpen	that his construction was, in the coming of its tenant
اینتا اتا دردناک و سخته کار بییه	that was painful and difficult for him.	It was a painful, hard work.
عذر خوامبه که ته ره لای جا بکشیمه دیا	I'm sorry I've dragged you out of bed.	I'm sorry I slapped you in the face.
این گدر برسییه که تو کناره گیری هکنی	it's time for you to step aside.	when you're ready to row.
هچ را مه واسسه امکان ناشته	as I could not possibly have done	I am not likely to fall into mistakes from excess of optimism.
شک نارمه که ونه بد بمردن باعث بییه	I have no doubt that it led to his tragic end.	I am sure it was the cause of his death.
اون گدر به این خیال که دز بییمو تَش کَله سخ ره بیته	when he got the poker in case of burglars	he was thinking deeply of tears at first.
کرند اسب ره ینه مه خدمتکار و مه هم قطار فرمون هدا	ordered the sorrel nag, my fellow servant	the landlord had taken care and pains to prepare for me the best supper that was in his power.
البته فقط ات تا رسمی سلام علک	that they had never gone further than formal greetings	but of course it is but an official greeting.
خواسسه دله بوره در ره دله وری دوس بدییه	but the bolts were in place.	He's willing to knock on his bedroom floor.
من خشالمه که و خاره موقع دگرسسه	I'm glad she got back in time.	I am glad he is come back when the countess comes.
ولی مه گمون گناه این بدبختی، همه دره مه گردن	but I take all the blame upon myself	but I think it's all wrong, if you give me another chance,
زود ونه جا چش ره بیتا وره نشا	looked quickly away.	he recognized immediately his face.
پدیار اسا از سیو به رنگ خاکستری در بییمو	the forest was gray now instead of black.	the pallor and anguish expressed on his countenance
این کار اما ره تنبل و سس کنده	which disposed us to sloth	but it is so worn out that
